split,seed,arm,candidate_evaluations,grammar,mask,modulus,residue,validation_accuracy,detail
heldout_variant,0xA3000000000000A4,random_directed,459,directed_partition,60,3,2,0.4647,RAW
heldout_variant,0xA3000000000000A4,proposed_directed,459,directed_partition,92,3,2,0.4887,RAW
heldout_variant,0xA3000000000000A4,fixed_menu,460,threshold_count,1,2,,0.5920,RAW
heldout_variant,0xA3000000000000A4,random_directed,460,directed_partition,4,3,1,0.4660,RAW
heldout_variant,0xA3000000000000A4,proposed_directed,460,directed_partition,93,2,0,0.5167,RAW
heldout_variant,0xA3000000000000A4,fixed_menu,461,threshold_count,2,2,,0.6020,RAW
heldout_variant,0xA3000000000000A4,random_directed,461,directed_partition,62,3,1,0.4600,RAW
heldout_variant,0xA3000000000000A4,proposed_directed,461,directed_partition,93,2,1,0.4833,RAW
heldout_variant,0xA3000000000000A4,fixed_menu,462,threshold_count,3,2,,0.5620,RAW
heldout_variant,0xA3000000000000A4,random_directed,462,directed_partition,172,3,2,0.4780,RAW
heldout_variant,0xA3000000000000A4,proposed_directed,462,directed_partition,93,3,0,0.4740,RAW
heldout_variant,0xA3000000000000A4,fixed_menu,463,threshold_count,4,2,,0.6107,RAW
heldout_variant,0xA3000000000000A4,random_directed,463,directed_partition,195,3,1,0.5000,RAW
heldout_variant,0xA3000000000000A4,proposed_directed,463,directed_partition,93,3,1,0.4620,RAW
heldout_variant,0xA3000000000000A4,fixed_menu,464,threshold_count,5,2,,0.5747,RAW
heldout_variant,0xA3000000000000A4,random_directed,464,directed_partition,44,3,0,0.4793,RAW
heldout_variant,0xA3000000000000A4,proposed_directed,464,directed_partition,93,3,2,0.4953,RAW
heldout_variant,0xA3000000000000A4,fixed_menu,465,threshold_count,1,3,,0.5453,RAW
heldout_variant,0xA3000000000000A4,random_directed,465,directed_partition,134,3,1,0.4767,RAW
heldout_variant,0xA3000000000000A4,proposed_directed,465,directed_partition,94,2,0,0.5533,RAW
heldout_variant,0xA3000000000000A4,fixed_menu,466,threshold_count,2,3,,0.5207,RAW
heldout_variant,0xA3000000000000A4,random_directed,466,directed_partition,135,3,0,0.4793,RAW
heldout_variant,0xA3000000000000A4,proposed_directed,466,directed_partition,94,2,1,0.4467,RAW
heldout_variant,0xA3000000000000A4,fixed_menu,467,threshold_count,3,3,,0.4907,RAW
heldout_variant,0xA3000000000000A4,random_directed,467,directed_partition,7,2,0,0.5307,RAW
heldout_variant,0xA3000000000000A4,proposed_directed,467,directed_partition,94,3,0,0.4733,RAW
heldout_variant,0xA3000000000000A4,fixed_menu,468,threshold_count,4,3,,0.4313,RAW
heldout_variant,0xA3000000000000A4,random_directed,468,directed_partition,202,2,0,0.4960,RAW
heldout_variant,0xA3000000000000A4,proposed_directed,468,directed_partition,94,3,1,0.4680,RAW
heldout_variant,0xA3000000000000A4,fixed_menu,469,threshold_count,5,3,,0.4287,RAW
heldout_variant,0xA3000000000000A4,random_directed,469,directed_partition,176,2,1,0.4120,RAW
heldout_variant,0xA3000000000000A4,proposed_directed,469,directed_partition,94,3,2,0.4900,RAW
heldout_variant,0xA3000000000000A4,fixed_menu,470,threshold_count,1,2,,0.5920,RAW
heldout_variant,0xA3000000000000A4,random_directed,470,directed_partition,36,3,0,0.4853,RAW
heldout_variant,0xA3000000000000A4,proposed_directed,470,directed_partition,95,2,0,0.5113,RAW
heldout_variant,0xA3000000000000A4,fixed_menu,471,threshold_count,2,2,,0.6020,RAW
heldout_variant,0xA3000000000000A4,random_directed,471,directed_partition,44,2,1,0.4073,RAW
heldout_variant,0xA3000000000000A4,proposed_directed,471,directed_partition,95,2,1,0.4887,RAW
heldout_variant,0xA3000000000000A4,fixed_menu,472,threshold_count,3,2,,0.5620,RAW
heldout_variant,0xA3000000000000A4,random_directed,472,directed_partition,110,3,1,0.4680,RAW
heldout_variant,0xA3000000000000A4,proposed_directed,472,directed_partition,95,3,0,0.4660,RAW
heldout_variant,0xA3000000000000A4,fixed_menu,473,threshold_count,4,2,,0.6107,RAW
heldout_variant,0xA3000000000000A4,random_directed,473,directed_partition,113,2,0,0.4853,RAW
heldout_variant,0xA3000000000000A4,proposed_directed,473,directed_partition,95,3,1,0.4893,RAW
heldout_variant,0xA3000000000000A4,fixed_menu,474,threshold_count,5,2,,0.5747,RAW
heldout_variant,0xA3000000000000A4,random_directed,474,directed_partition,213,3,0,0.4893,RAW
heldout_variant,0xA3000000000000A4,proposed_directed,474,directed_partition,95,3,2,0.4760,RAW
heldout_variant,0xA3000000000000A4,fixed_menu,475,threshold_count,1,3,,0.3913,RAW
heldout_variant,0xA3000000000000A4,random_directed,475,directed_partition,9,2,0,0.5200,RAW
heldout_variant,0xA3000000000000A4,proposed_directed,475,directed_partition,96,2,0,0.4587,RAW
heldout_variant,0xA3000000000000A4,fixed_menu,476,threshold_count,2,3,,0.4573,RAW
heldout_variant,0xA3000000000000A4,random_directed,476,directed_partition,185,3,1,0.4780,RAW
heldout_variant,0xA3000000000000A4,proposed_directed,476,directed_partition,96,2,1,0.5413,RAW
heldout_variant,0xA3000000000000A4,fixed_menu,477,threshold_count,3,3,,0.4907,RAW
heldout_variant,0xA3000000000000A4,random_directed,477,directed_partition,72,2,1,0.4993,RAW
heldout_variant,0xA3000000000000A4,proposed_directed,477,directed_partition,96,3,0,0.4800,RAW
heldout_variant,0xA3000000000000A4,fixed_menu,478,threshold_count,4,3,,0.4913,RAW
heldout_variant,0xA3000000000000A4,random_directed,478,directed_partition,158,2,1,0.4507,RAW
heldout_variant,0xA3000000000000A4,proposed_directed,478,directed_partition,96,3,1,0.4620,RAW
heldout_variant,0xA3000000000000A4,fixed_menu,479,threshold_count,5,3,,0.4780,RAW
heldout_variant,0xA3000000000000A4,random_directed,479,directed_partition,79,2,1,0.4493,RAW
heldout_variant,0xA3000000000000A4,proposed_directed,479,directed_partition,96,3,2,0.4893,RAW
heldout_variant,0xA3000000000000A4,fixed_menu,480,threshold_count,1,2,,0.4080,RAW
heldout_variant,0xA3000000000000A4,random_directed,480,directed_partition,188,3,2,0.4760,RAW
heldout_variant,0xA3000000000000A4,proposed_directed,480,directed_partition,97,2,0,0.5833,RAW
heldout_variant,0xA3000000000000A4,fixed_menu,481,threshold_count,2,2,,0.3980,RAW
heldout_variant,0xA3000000000000A4,random_directed,481,directed_partition,101,2,1,0.5167,RAW
heldout_variant,0xA3000000000000A4,proposed_directed,481,directed_partition,97,2,1,0.4167,RAW
heldout_variant,0xA3000000000000A4,fixed_menu,482,threshold_count,3,2,,0.4380,RAW
heldout_variant,0xA3000000000000A4,random_directed,482,directed_partition,6,2,1,0.5307,RAW
heldout_variant,0xA3000000000000A4,proposed_directed,482,directed_partition,97,3,0,0.4840,RAW
heldout_variant,0xA3000000000000A4,fixed_menu,483,threshold_count,4,2,,0.3893,RAW
heldout_variant,0xA3000000000000A4,random_directed,483,directed_partition,245,3,0,0.4673,RAW
heldout_variant,0xA3000000000000A4,proposed_directed,483,directed_partition,97,3,1,0.4827,RAW
heldout_variant,0xA3000000000000A4,fixed_menu,484,threshold_count,5,2,,0.4253,RAW
heldout_variant,0xA3000000000000A4,random_directed,484,directed_partition,125,3,1,0.4940,RAW
heldout_variant,0xA3000000000000A4,proposed_directed,484,directed_partition,97,3,2,0.4647,RAW
heldout_variant,0xA3000000000000A4,fixed_menu,485,threshold_count,1,3,,0.3913,RAW
heldout_variant,0xA3000000000000A4,random_directed,485,directed_partition,181,2,1,0.4460,RAW
heldout_variant,0xA3000000000000A4,proposed_directed,485,directed_partition,98,2,0,0.5973,RAW
heldout_variant,0xA3000000000000A4,fixed_menu,486,threshold_count,2,3,,0.4573,RAW
heldout_variant,0xA3000000000000A4,random_directed,486,directed_partition,145,2,0,0.5113,RAW
heldout_variant,0xA3000000000000A4,proposed_directed,486,directed_partition,98,2,1,0.4027,RAW
heldout_variant,0xA3000000000000A4,fixed_menu,487,threshold_count,3,3,,0.4907,RAW
heldout_variant,0xA3000000000000A4,random_directed,487,directed_partition,168,2,0,0.6120,RAW
heldout_variant,0xA3000000000000A4,proposed_directed,487,directed_partition,98,3,0,0.4940,RAW
heldout_variant,0xA3000000000000A4,fixed_menu,488,threshold_count,4,3,,0.4913,RAW
heldout_variant,0xA3000000000000A4,random_directed,488,directed_partition,147,3,0,0.4907,RAW
heldout_variant,0xA3000000000000A4,proposed_directed,488,directed_partition,98,3,1,0.4713,RAW
heldout_variant,0xA3000000000000A4,fixed_menu,489,threshold_count,5,3,,0.4780,RAW
heldout_variant,0xA3000000000000A4,random_directed,489,directed_partition,188,3,1,0.4707,RAW
heldout_variant,0xA3000000000000A4,proposed_directed,489,directed_partition,98,3,2,0.4660,RAW
heldout_variant,0xA3000000000000A4,fixed_menu,490,threshold_count,1,2,,0.4080,RAW
heldout_variant,0xA3000000000000A4,random_directed,490,directed_partition,189,3,2,0.4600,RAW
heldout_variant,0xA3000000000000A4,proposed_directed,490,directed_partition,99,2,0,0.4760,RAW
heldout_variant,0xA3000000000000A4,fixed_menu,491,threshold_count,2,2,,0.3980,RAW
heldout_variant,0xA3000000000000A4,random_directed,491,directed_partition,208,2,0,0.5253,RAW
heldout_variant,0xA3000000000000A4,proposed_directed,491,directed_partition,99,2,1,0.5240,RAW
heldout_variant,0xA3000000000000A4,fixed_menu,492,threshold_count,3,2,,0.4380,RAW
heldout_variant,0xA3000000000000A4,random_directed,492,directed_partition,173,2,0,0.5680,RAW
heldout_variant,0xA3000000000000A4,proposed_directed,492,directed_partition,99,3,0,0.4880,RAW
heldout_variant,0xA3000000000000A4,fixed_menu,493,threshold_count,4,2,,0.3893,RAW
heldout_variant,0xA3000000000000A4,random_directed,493,directed_partition,57,2,0,0.4560,RAW
heldout_variant,0xA3000000000000A4,proposed_directed,493,directed_partition,99,3,1,0.4647,RAW
heldout_variant,0xA3000000000000A4,fixed_menu,494,threshold_count,5,2,,0.4253,RAW
heldout_variant,0xA3000000000000A4,random_directed,494,directed_partition,149,3,0,0.4640,RAW
heldout_variant,0xA3000000000000A4,proposed_directed,494,directed_partition,99,3,2,0.4787,RAW
heldout_variant,0xA3000000000000A4,fixed_menu,495,threshold_count,1,3,,0.3913,RAW
heldout_variant,0xA3000000000000A4,random_directed,495,directed_partition,93,3,0,0.4740,RAW
heldout_variant,0xA3000000000000A4,proposed_directed,495,directed_partition,100,2,0,0.5907,RAW
heldout_variant,0xA3000000000000A4,fixed_menu,496,threshold_count,2,3,,0.4573,RAW
heldout_variant,0xA3000000000000A4,random_directed,496,directed_partition,54,3,2,0.4687,RAW
heldout_variant,0xA3000000000000A4,proposed_directed,496,directed_partition,100,2,1,0.4093,RAW
heldout_variant,0xA3000000000000A4,fixed_menu,497,threshold_count,3,3,,0.4907,RAW
heldout_variant,0xA3000000000000A4,random_directed,497,directed_partition,228,3,0,0.4973,RAW
heldout_variant,0xA3000000000000A4,proposed_directed,497,directed_partition,100,3,0,0.4747,RAW
heldout_variant,0xA3000000000000A4,fixed_menu,498,threshold_count,4,3,,0.4913,RAW
heldout_variant,0xA3000000000000A4,random_directed,498,directed_partition,164,2,1,0.3993,RAW
heldout_variant,0xA3000000000000A4,proposed_directed,498,directed_partition,100,3,1,0.4853,RAW
heldout_variant,0xA3000000000000A4,fixed_menu,499,threshold_count,5,3,,0.4780,RAW
heldout_variant,0xA3000000000000A4,random_directed,499,directed_partition,173,3,1,0.4533,RAW
heldout_variant,0xA3000000000000A4,proposed_directed,499,directed_partition,100,3,2,0.4713,RAW
heldout_variant,0xA3000000000000A4,fixed_menu,500,threshold_count,1,2,,0.5920,RAW
heldout_variant,0xA3000000000000A4,random_directed,500,directed_partition,84,2,1,0.4687,RAW
heldout_variant,0xA3000000000000A4,proposed_directed,500,directed_partition,101,2,0,0.4833,RAW
heldout_variant,0xA3000000000000A4,fixed_menu,501,threshold_count,2,2,,0.6020,RAW
heldout_variant,0xA3000000000000A4,random_directed,501,directed_partition,96,2,1,0.5413,RAW
heldout_variant,0xA3000000000000A4,proposed_directed,501,directed_partition,101,2,1,0.5167,RAW
heldout_variant,0xA3000000000000A4,fixed_menu,502,threshold_count,3,2,,0.5620,RAW
heldout_variant,0xA3000000000000A4,random_directed,502,directed_partition,250,3,2,0.4767,RAW
heldout_variant,0xA3000000000000A4,proposed_directed,502,directed_partition,101,3,0,0.4787,RAW
heldout_variant,0xA3000000000000A4,fixed_menu,503,threshold_count,4,2,,0.6107,RAW
heldout_variant,0xA3000000000000A4,random_directed,503,directed_partition,238,2,0,0.4773,RAW
heldout_variant,0xA3000000000000A4,proposed_directed,503,directed_partition,101,3,1,0.4640,RAW
heldout_variant,0xA3000000000000A4,fixed_menu,504,threshold_count,5,2,,0.5747,RAW
heldout_variant,0xA3000000000000A4,random_directed,504,directed_partition,240,3,2,0.4733,RAW
heldout_variant,0xA3000000000000A4,proposed_directed,504,directed_partition,101,3,2,0.4887,RAW
heldout_variant,0xA3000000000000A4,fixed_menu,505,threshold_count,1,3,,0.4947,RAW
heldout_variant,0xA3000000000000A4,random_directed,505,directed_partition,57,2,1,0.5440,RAW
heldout_variant,0xA3000000000000A4,proposed_directed,505,directed_partition,102,2,0,0.4847,RAW
heldout_variant,0xA3000000000000A4,fixed_menu,506,threshold_count,2,3,,0.4533,RAW
heldout_variant,0xA3000000000000A4,random_directed,506,directed_partition,236,2,1,0.4380,RAW
heldout_variant,0xA3000000000000A4,proposed_directed,506,directed_partition,102,2,1,0.5153,RAW
heldout_variant,0xA3000000000000A4,fixed_menu,507,threshold_count,3,3,,0.4500,RAW
heldout_variant,0xA3000000000000A4,random_directed,507,directed_partition,19,3,2,0.4733,RAW
heldout_variant,0xA3000000000000A4,proposed_directed,507,directed_partition,102,3,0,0.4880,RAW
heldout_variant,0xA3000000000000A4,fixed_menu,508,threshold_count,4,3,,0.5087,RAW
heldout_variant,0xA3000000000000A4,random_directed,508,directed_partition,118,2,1,0.4360,RAW
heldout_variant,0xA3000000000000A4,proposed_directed,508,directed_partition,102,3,1,0.4793,RAW
heldout_variant,0xA3000000000000A4,fixed_menu,509,threshold_count,5,3,,0.5247,RAW
heldout_variant,0xA3000000000000A4,random_directed,509,directed_partition,17,3,2,0.4740,RAW
heldout_variant,0xA3000000000000A4,proposed_directed,509,directed_partition,102,3,2,0.4640,RAW
heldout_variant,0xA3000000000000A4,fixed_menu,510,threshold_count,1,2,,0.5920,RAW
heldout_variant,0xA3000000000000A4,random_directed,510,directed_partition,43,2,0,0.4673,RAW
heldout_variant,0xA3000000000000A4,proposed_directed,510,directed_partition,103,2,0,0.5887,RAW
heldout_variant,0xA3000000000000A4,fixed_menu,511,threshold_count,2,2,,0.6020,RAW
heldout_variant,0xA3000000000000A4,random_directed,511,directed_partition,27,3,2,0.4747,RAW
heldout_variant,0xA3000000000000A4,proposed_directed,511,directed_partition,103,2,1,0.4113,RAW
heldout_variant,0xA3000000000000A4,fixed_menu,512,threshold_count,3,2,,0.5620,RAW
heldout_variant,0xA3000000000000A4,random_directed,512,directed_partition,150,2,0,0.4727,RAW
heldout_variant,0xA3000000000000A4,proposed_directed,512,directed_partition,103,3,0,0.4813,RAW
heldout_variant,0xA3000000000000A4,fixed_menu,513,threshold_count,4,2,,0.6107,RAW
heldout_variant,0xA3000000000000A4,random_directed,513,directed_partition,177,3,1,0.4713,RAW
heldout_variant,0xA3000000000000A4,proposed_directed,513,directed_partition,103,3,1,0.4780,RAW
heldout_variant,0xA3000000000000A4,fixed_menu,514,threshold_count,5,2,,0.5747,RAW
heldout_variant,0xA3000000000000A4,random_directed,514,directed_partition,71,2,0,0.4947,RAW
heldout_variant,0xA3000000000000A4,proposed_directed,514,directed_partition,103,3,2,0.4720,RAW
heldout_variant,0xA3000000000000A4,fixed_menu,515,threshold_count,1,3,,0.4947,RAW
heldout_variant,0xA3000000000000A4,random_directed,515,directed_partition,220,2,1,0.4993,RAW
heldout_variant,0xA3000000000000A4,proposed_directed,515,directed_partition,104,2,0,0.6007,RAW
heldout_variant,0xA3000000000000A4,fixed_menu,516,threshold_count,2,3,,0.4533,RAW
heldout_variant,0xA3000000000000A4,random_directed,516,directed_partition,12,3,0,0.4800,RAW
heldout_variant,0xA3000000000000A4,proposed_directed,516,directed_partition,104,2,1,0.3993,RAW
heldout_variant,0xA3000000000000A4,fixed_menu,517,threshold_count,3,3,,0.4500,RAW
heldout_variant,0xA3000000000000A4,random_directed,517,directed_partition,239,3,0,0.5007,RAW
heldout_variant,0xA3000000000000A4,proposed_directed,517,directed_partition,104,3,0,0.4713,RAW
heldout_variant,0xA3000000000000A4,fixed_menu,518,threshold_count,4,3,,0.5087,RAW
heldout_variant,0xA3000000000000A4,random_directed,518,directed_partition,164,2,0,0.6007,RAW
heldout_variant,0xA3000000000000A4,proposed_directed,518,directed_partition,104,3,1,0.4793,RAW
heldout_variant,0xA3000000000000A4,fixed_menu,519,threshold_count,5,3,,0.5247,RAW
heldout_variant,0xA3000000000000A4,random_directed,519,directed_partition,215,3,1,0.4820,RAW
heldout_variant,0xA3000000000000A4,proposed_directed,519,directed_partition,104,3,2,0.4807,RAW
heldout_variant,0xA3000000000000A4,fixed_menu,520,threshold_count,1,2,,0.5920,RAW
heldout_variant,0xA3000000000000A4,random_directed,520,directed_partition,38,2,1,0.3873,RAW
heldout_variant,0xA3000000000000A4,proposed_directed,520,directed_partition,105,2,0,0.4820,RAW
heldout_variant,0xA3000000000000A4,fixed_menu,521,threshold_count,2,2,,0.6020,RAW
heldout_variant,0xA3000000000000A4,random_directed,521,directed_partition,168,3,2,0.4680,RAW
heldout_variant,0xA3000000000000A4,proposed_directed,521,directed_partition,105,2,1,0.5180,RAW
heldout_variant,0xA3000000000000A4,fixed_menu,522,threshold_count,3,2,,0.5620,RAW
heldout_variant,0xA3000000000000A4,random_directed,522,directed_partition,99,3,1,0.4647,RAW
heldout_variant,0xA3000000000000A4,proposed_directed,522,directed_partition,105,3,0,0.4893,RAW
heldout_variant,0xA3000000000000A4,fixed_menu,523,threshold_count,4,2,,0.6107,RAW
heldout_variant,0xA3000000000000A4,random_directed,523,directed_partition,49,2,0,0.6000,RAW
heldout_variant,0xA3000000000000A4,proposed_directed,523,directed_partition,105,3,1,0.4613,RAW
heldout_variant,0xA3000000000000A4,fixed_menu,524,threshold_count,5,2,,0.5747,RAW
heldout_variant,0xA3000000000000A4,random_directed,524,directed_partition,239,3,2,0.4700,RAW
heldout_variant,0xA3000000000000A4,proposed_directed,524,directed_partition,105,3,2,0.4807,RAW
heldout_variant,0xA3000000000000A4,fixed_menu,525,threshold_count,1,3,,0.5453,RAW
heldout_variant,0xA3000000000000A4,random_directed,525,directed_partition,174,3,1,0.4773,RAW
heldout_variant,0xA3000000000000A4,proposed_directed,525,directed_partition,106,2,0,0.4867,RAW
heldout_variant,0xA3000000000000A4,fixed_menu,526,threshold_count,2,3,,0.5207,RAW
heldout_variant,0xA3000000000000A4,random_directed,526,directed_partition,178,2,0,0.4807,RAW
heldout_variant,0xA3000000000000A4,proposed_directed,526,directed_partition,106,2,1,0.5133,RAW
heldout_variant,0xA3000000000000A4,fixed_menu,527,threshold_count,3,3,,0.4907,RAW
heldout_variant,0xA3000000000000A4,random_directed,527,directed_partition,129,2,1,0.4893,RAW
heldout_variant,0xA3000000000000A4,proposed_directed,527,directed_partition,106,3,0,0.4780,RAW
heldout_variant,0xA3000000000000A4,fixed_menu,528,threshold_count,4,3,,0.4313,RAW
heldout_variant,0xA3000000000000A4,random_directed,528,directed_partition,230,3,0,0.5000,RAW
heldout_variant,0xA3000000000000A4,proposed_directed,528,directed_partition,106,3,1,0.4800,RAW
heldout_variant,0xA3000000000000A4,fixed_menu,529,threshold_count,5,3,,0.4287,RAW
heldout_variant,0xA3000000000000A4,random_directed,529,directed_partition,250,3,1,0.4767,RAW
heldout_variant,0xA3000000000000A4,proposed_directed,529,directed_partition,106,3,2,0.4733,RAW
heldout_variant,0xA3000000000000A4,fixed_menu,530,threshold_count,1,2,,0.4080,RAW
heldout_variant,0xA3000000000000A4,random_directed,530,directed_partition,33,3,0,0.4780,RAW
heldout_variant,0xA3000000000000A4,proposed_directed,530,directed_partition,107,2,0,0.5860,RAW
heldout_variant,0xA3000000000000A4,fixed_menu,531,threshold_count,2,2,,0.3980,RAW
heldout_variant,0xA3000000000000A4,random_directed,531,directed_partition,56,3,0,0.4967,RAW
heldout_variant,0xA3000000000000A4,proposed_directed,531,directed_partition,107,2,1,0.4140,RAW
heldout_variant,0xA3000000000000A4,fixed_menu,532,threshold_count,3,2,,0.4380,RAW
heldout_variant,0xA3000000000000A4,random_directed,532,directed_partition,216,3,1,0.4873,RAW
heldout_variant,0xA3000000000000A4,proposed_directed,532,directed_partition,107,3,0,0.4700,RAW
heldout_variant,0xA3000000000000A4,fixed_menu,533,threshold_count,4,2,,0.3893,RAW
heldout_variant,0xA3000000000000A4,random_directed,533,directed_partition,168,2,0,0.6120,RAW
heldout_variant,0xA3000000000000A4,proposed_directed,533,directed_partition,107,3,1,0.4887,RAW
heldout_variant,0xA3000000000000A4,fixed_menu,534,threshold_count,5,2,,0.4253,RAW
heldout_variant,0xA3000000000000A4,random_directed,534,directed_partition,205,2,1,0.4940,RAW
heldout_variant,0xA3000000000000A4,proposed_directed,534,directed_partition,107,3,2,0.4727,RAW
heldout_variant,0xA3000000000000A4,fixed_menu,535,threshold_count,1,3,,0.5453,RAW
heldout_variant,0xA3000000000000A4,random_directed,535,directed_partition,189,2,1,0.5187,RAW
heldout_variant,0xA3000000000000A4,proposed_directed,535,directed_partition,108,2,0,0.4747,RAW
heldout_variant,0xA3000000000000A4,fixed_menu,536,threshold_count,2,3,,0.5207,RAW
heldout_variant,0xA3000000000000A4,random_directed,536,directed_partition,95,2,1,0.4887,RAW
heldout_variant,0xA3000000000000A4,proposed_directed,536,directed_partition,108,2,1,0.5253,RAW
heldout_variant,0xA3000000000000A4,fixed_menu,537,threshold_count,3,3,,0.4907,RAW
heldout_variant,0xA3000000000000A4,random_directed,537,directed_partition,118,2,1,0.4360,RAW
heldout_variant,0xA3000000000000A4,proposed_directed,537,directed_partition,108,3,0,0.4707,RAW
heldout_variant,0xA3000000000000A4,fixed_menu,538,threshold_count,4,3,,0.4313,RAW
heldout_variant,0xA3000000000000A4,random_directed,538,directed_partition,181,2,1,0.4460,RAW
heldout_variant,0xA3000000000000A4,proposed_directed,538,directed_partition,108,3,1,0.4807,RAW
heldout_variant,0xA3000000000000A4,fixed_menu,539,threshold_count,5,3,,0.4287,RAW
heldout_variant,0xA3000000000000A4,random_directed,539,directed_partition,75,3,1,0.4847,RAW
heldout_variant,0xA3000000000000A4,proposed_directed,539,directed_partition,108,3,2,0.4800,RAW
heldout_variant,0xA3000000000000A4,fixed_menu,540,threshold_count,1,2,,0.4080,RAW
heldout_variant,0xA3000000000000A4,random_directed,540,directed_partition,43,2,1,0.5327,RAW
heldout_variant,0xA3000000000000A4,proposed_directed,540,directed_partition,109,2,0,0.5480,RAW
heldout_variant,0xA3000000000000A4,fixed_menu,541,threshold_count,2,2,,0.3980,RAW
heldout_variant,0xA3000000000000A4,random_directed,541,directed_partition,171,2,1,0.4047,RAW
heldout_variant,0xA3000000000000A4,proposed_directed,541,directed_partition,109,2,1,0.4520,RAW
heldout_variant,0xA3000000000000A4,fixed_menu,542,threshold_count,3,2,,0.4380,RAW
heldout_variant,0xA3000000000000A4,random_directed,542,directed_partition,9,2,0,0.5200,RAW
heldout_variant,0xA3000000000000A4,proposed_directed,542,directed_partition,109,3,0,0.4487,RAW
heldout_variant,0xA3000000000000A4,fixed_menu,543,threshold_count,4,2,,0.3893,RAW
heldout_variant,0xA3000000000000A4,random_directed,543,directed_partition,38,3,0,0.4947,RAW
heldout_variant,0xA3000000000000A4,proposed_directed,543,directed_partition,109,3,1,0.4847,RAW
heldout_variant,0xA3000000000000A4,fixed_menu,544,threshold_count,5,2,,0.4253,RAW
heldout_variant,0xA3000000000000A4,random_directed,544,directed_partition,137,2,1,0.4613,RAW
heldout_variant,0xA3000000000000A4,proposed_directed,544,directed_partition,109,3,2,0.4980,RAW
heldout_variant,0xA3000000000000A4,fixed_menu,545,threshold_count,1,3,,0.5453,RAW
heldout_variant,0xA3000000000000A4,random_directed,545,directed_partition,54,2,0,0.4513,RAW
heldout_variant,0xA3000000000000A4,proposed_directed,545,directed_partition,110,2,0,0.5840,RAW
heldout_variant,0xA3000000000000A4,fixed_menu,546,threshold_count,2,3,,0.5207,RAW
heldout_variant,0xA3000000000000A4,random_directed,546,directed_partition,69,3,0,0.4820,RAW
heldout_variant,0xA3000000000000A4,proposed_directed,546,directed_partition,110,2,1,0.4160,RAW
heldout_variant,0xA3000000000000A4,fixed_menu,547,threshold_count,3,3,,0.4907,RAW
heldout_variant,0xA3000000000000A4,random_directed,547,directed_partition,79,2,0,0.5507,RAW
heldout_variant,0xA3000000000000A4,proposed_directed,547,directed_partition,110,3,0,0.4627,RAW
heldout_variant,0xA3000000000000A4,fixed_menu,548,threshold_count,4,3,,0.4313,RAW
heldout_variant,0xA3000000000000A4,random_directed,548,directed_partition,94,2,1,0.4467,RAW
heldout_variant,0xA3000000000000A4,proposed_directed,548,directed_partition,110,3,1,0.4680,RAW
heldout_variant,0xA3000000000000A4,fixed_menu,549,threshold_count,5,3,,0.4287,RAW
heldout_variant,0xA3000000000000A4,random_directed,549,directed_partition,2,2,0,0.5893,RAW
heldout_variant,0xA3000000000000A4,proposed_directed,549,directed_partition,110,3,2,0.5007,RAW
heldout_variant,0xA3000000000000A4,fixed_menu,550,threshold_count,1,2,,0.5920,RAW
heldout_variant,0xA3000000000000A4,random_directed,550,directed_partition,158,3,1,0.4733,RAW
heldout_variant,0xA3000000000000A4,proposed_directed,550,directed_partition,111,2,0,0.4927,RAW
heldout_variant,0xA3000000000000A4,fixed_menu,551,threshold_count,2,2,,0.6020,RAW
heldout_variant,0xA3000000000000A4,random_directed,551,directed_partition,57,2,1,0.5440,RAW
heldout_variant,0xA3000000000000A4,proposed_directed,551,directed_partition,111,2,1,0.5073,RAW
heldout_variant,0xA3000000000000A4,fixed_menu,552,threshold_count,3,2,,0.5620,RAW
heldout_variant,0xA3000000000000A4,random_directed,552,directed_partition,178,3,2,0.4640,RAW
heldout_variant,0xA3000000000000A4,proposed_directed,552,directed_partition,111,3,0,0.4980,RAW
heldout_variant,0xA3000000000000A4,fixed_menu,553,threshold_count,4,2,,0.6107,RAW
heldout_variant,0xA3000000000000A4,random_directed,553,directed_partition,219,2,1,0.4940,RAW
heldout_variant,0xA3000000000000A4,proposed_directed,553,directed_partition,111,3,1,0.4780,RAW
heldout_variant,0xA3000000000000A4,fixed_menu,554,threshold_count,5,2,,0.5747,RAW
heldout_variant,0xA3000000000000A4,random_directed,554,directed_partition,11,2,0,0.5473,RAW
heldout_variant,0xA3000000000000A4,proposed_directed,554,directed_partition,111,3,2,0.4553,RAW
heldout_variant,0xA3000000000000A4,fixed_menu,555,threshold_count,1,3,,0.3913,RAW
heldout_variant,0xA3000000000000A4,random_directed,555,directed_partition,201,2,1,0.5020,RAW
heldout_variant,0xA3000000000000A4,proposed_directed,555,directed_partition,112,2,0,0.5800,RAW
heldout_variant,0xA3000000000000A4,fixed_menu,556,threshold_count,2,3,,0.4573,RAW
heldout_variant,0xA3000000000000A4,random_directed,556,directed_partition,138,2,0,0.5340,RAW
heldout_variant,0xA3000000000000A4,proposed_directed,556,directed_partition,112,2,1,0.4200,RAW
heldout_variant,0xA3000000000000A4,fixed_menu,557,threshold_count,3,3,,0.4907,RAW
heldout_variant,0xA3000000000000A4,random_directed,557,directed_partition,55,3,1,0.4667,RAW
heldout_variant,0xA3000000000000A4,proposed_directed,557,directed_partition,112,3,0,0.4887,RAW
