phase,seed,target,family_or_arm,members_or_idx,detail,val_or_cov,tst,cert_or_solved,cov_after_or_probes,r2_or_certs
basis_ceiling,0x00C2B10D20260707,"C09 inv parity",basis:sum01,11,"pipeline(sum01)",0.4977,,,,
base_rate,0x00C2B10D20260707,"C11 XOR 0x37",-,0,"-",0.5039,,,,
family_diag,0x00C2B10D20260707,"C11 XOR 0x37",EXIST monomial(deg<=8),255,"phi(0x37)",0.5651,0.5326,0,0.4949,-0.0517
family_diag,0x00C2B10D20260707,"C11 XOR 0x37",EXIST pair_relation,28,"pair(2,3)",0.5320,0.4954,0,0.4954,-0.1327
family_diag,0x00C2B10D20260707,"C11 XOR 0x37",EXIST walsh(sign bits),255,"chi(0x9F)",0.5349,0.5200,0,0.4834,-0.0634
family_diag,0x00C2B10D20260707,"C11 XOR 0x37",EXIST spectral cos(w*c3),800,"cos(w*c3),w=2.8588",0.5337,0.5074,0,0.4886,-0.0935
family_diag,0x00C2B10D20260707,"C11 XOR 0x37",EXIST clifford,64,"sin(0.049(v1-v0))",0.5200,0.4880,0,0.4903,0.9363
family_diag,0x00C2B10D20260707,"C11 XOR 0x37",EXIST world_sum_mod,19,"sum%3==0",0.5166,0.4971,0,0.4897,-0.0404
family_diag,0x00C2B10D20260707,"C11 XOR 0x37",EXIST world_sign_mod,19,"sign%2==0",0.5229,0.4977,0,0.4783,0.7638
family_diag,0x00C2B10D20260707,"C11 XOR 0x37",EARNED cmp(round c),1030,"cmp(cross16,cos w=2.183)",0.5320,0.4983,0,0.4914,-0.0601
family_diag,0x00C2B10D20260707,"C11 XOR 0x37",NEW thresh,264,"thresh(k=1,cos w=0.576)",0.5200,0.4834,0,0.4811,0.2117
family_diag,0x00C2B10D20260707,"C11 XOR 0x37",NEW mixr,396,"mixr(sum,count3,3x3,cos w=2.147)",0.5309,0.4994,0,0.4880,-0.1122
family_diag,0x00C2B10D20260707,"C11 XOR 0x37",NEW ratio,381,"ratio(prod,hi3lo2,cos w=1.885)",0.5320,0.5000,0,0.4886,-0.1097
family_diag,0x00C2B10D20260707,"C11 XOR 0x37",NEW run,330,"run(maxRunGE3,ident)",0.5263,0.5080,0,0.4829,0.5340
basis_ceiling,0x00C2B10D20260707,"C11 XOR 0x37",basis:count3,9,"spectral+modsynth(count)",0.5017,,,,
basis_ceiling,0x00C2B10D20260707,"C11 XOR 0x37",basis:gridSum,41,"world_sum_mod",0.4977,,,,
basis_ceiling,0x00C2B10D20260707,"C11 XOR 0x37",basis:signPattern,256,"walsh+world_sign_mod",0.4891,,,,
basis_ceiling,0x00C2B10D20260707,"C11 XOR 0x37",basis:v1-v0,11,"clifford",0.4926,,,,
basis_ceiling,0x00C2B10D20260707,"C11 XOR 0x37",basis:inversion,29,"cmp(all28)",0.4880,,,,
basis_ceiling,0x00C2B10D20260707,"C11 XOR 0x37",basis:max_cell,6,"pipeline(max)",0.4903,,,,
basis_ceiling,0x00C2B10D20260707,"C11 XOR 0x37",basis:sum01,11,"pipeline(sum01)",0.5200,,,,
base_rate,0x00C2B10D20260707,"ORDER2 rank0 parity",-,0,"-",0.4133,,,,
family_diag,0x00C2B10D20260707,"ORDER2 rank0 parity",EXIST monomial(deg<=8),255,"phi(0xFE)",0.6069,0.5954,0,0.6137,-0.1394
family_diag,0x00C2B10D20260707,"ORDER2 rank0 parity",EXIST pair_relation,28,"pair(1,6)",0.5960,0.5754,0,0.5749,-0.0406
family_diag,0x00C2B10D20260707,"ORDER2 rank0 parity",EXIST walsh(sign bits),255,"chi(0xFE)",0.6046,0.5920,0,0.6491,-0.0585
family_diag,0x00C2B10D20260707,"ORDER2 rank0 parity",EXIST spectral cos(w*c3),800,"cos(w*c3),w=2.5172",0.6069,0.5891,0,0.6194,-0.0898
family_diag,0x00C2B10D20260707,"ORDER2 rank0 parity",EXIST clifford,64,"sin(0.049(v1-v0))",0.6011,0.5971,0,0.5834,0.9363
family_diag,0x00C2B10D20260707,"ORDER2 rank0 parity",EXIST world_sum_mod,19,"sum%2==0",0.5926,0.5869,0,0.5880,-0.0676
family_diag,0x00C2B10D20260707,"ORDER2 rank0 parity",EXIST world_sign_mod,19,"sign%2==0",0.5926,0.5869,0,0.5829,0.7638
family_diag,0x00C2B10D20260707,"ORDER2 rank0 parity",EARNED cmp(round c),1030,"cmp(cross16,cos w=2.702)",0.6011,0.6029,0,0.5783,-0.0423
family_diag,0x00C2B10D20260707,"ORDER2 rank0 parity",NEW thresh,264,"thresh(k=1,mod4)",0.6177,0.6029,0,0.5846,-0.0641
family_diag,0x00C2B10D20260707,"ORDER2 rank0 parity",NEW mixr,396,"mixr(count3,inv,2x2,ident)",0.5966,0.5863,0,0.5886,-0.0565
family_diag,0x00C2B10D20260707,"ORDER2 rank0 parity",NEW ratio,381,"ratio(prod,hi4lo1,cos w=2.251)",0.6394,0.6269,0,0.5651,-0.0070
family_diag,0x00C2B10D20260707,"ORDER2 rank0 parity",NEW run,330,"run(firstDescentPos,ident)",0.6011,0.5971,0,0.5823,0.3086
basis_ceiling,0x00C2B10D20260707,"ORDER2 rank0 parity",basis:count3,9,"spectral+modsynth(count)",0.5886,,,,
basis_ceiling,0x00C2B10D20260707,"ORDER2 rank0 parity",basis:gridSum,41,"world_sum_mod",0.5869,,,,
basis_ceiling,0x00C2B10D20260707,"ORDER2 rank0 parity",basis:signPattern,256,"walsh+world_sign_mod",0.6457,,,,
basis_ceiling,0x00C2B10D20260707,"ORDER2 rank0 parity",basis:v1-v0,11,"clifford",0.5971,,,,
basis_ceiling,0x00C2B10D20260707,"ORDER2 rank0 parity",basis:inversion,29,"cmp(all28)",0.5754,,,,
basis_ceiling,0x00C2B10D20260707,"ORDER2 rank0 parity",basis:max_cell,6,"pipeline(max)",0.5869,,,,
basis_ceiling,0x00C2B10D20260707,"ORDER2 rank0 parity",basis:sum01,11,"pipeline(sum01)",0.5680,,,,
base_rate,0x00C2B10D20260707,"RUN1 run>=3 of >=3",-,0,"-",0.4247,,,,
family_diag,0x00C2B10D20260707,"RUN1 run>=3 of >=3",EXIST monomial(deg<=8),255,"phi(0x20)",0.6726,0.6811,0,0.7954,1.0000
family_diag,0x00C2B10D20260707,"RUN1 run>=3 of >=3",EXIST pair_relation,28,"pair(5,6)",0.6057,0.6120,0,0.8029,-0.0182
family_diag,0x00C2B10D20260707,"RUN1 run>=3 of >=3",EXIST walsh(sign bits),255,"chi(0x20)",0.6726,0.6811,0,0.8143,0.7562
family_diag,0x00C2B10D20260707,"RUN1 run>=3 of >=3",EXIST spectral cos(w*c3),800,"cos(w*c3),w=0.0039",0.8109,0.8126,0,0.8389,0.7249
family_diag,0x00C2B10D20260707,"RUN1 run>=3 of >=3",EXIST clifford,64,"sin(0.049(v1-v0))",0.5737,0.5634,0,0.7943,0.9363
family_diag,0x00C2B10D20260707,"RUN1 run>=3 of >=3",EXIST world_sum_mod,19,"sum%12==0",0.5863,0.5731,0,0.7931,-0.0519
family_diag,0x00C2B10D20260707,"RUN1 run>=3 of >=3",EXIST world_sign_mod,19,"sign%2==0",0.5703,0.5686,0,0.7931,0.7638
family_diag,0x00C2B10D20260707,"RUN1 run>=3 of >=3",EARNED cmp(round c),1030,"cmp(cross16,cos w=0.408)",0.6120,0.6131,0,0.8109,0.0568
family_diag,0x00C2B10D20260707,"RUN1 run>=3 of >=3",NEW thresh,264,"thresh(k=2,ident)",0.7069,0.6926,0,0.7931,0.6609
family_diag,0x00C2B10D20260707,"RUN1 run>=3 of >=3",NEW mixr,396,"mixr(sum,count3,3x3,ident)",0.5743,0.5651,0,0.7954,-0.0734
family_diag,0x00C2B10D20260707,"RUN1 run>=3 of >=3",NEW ratio,381,"ratio(prod,hi3lo2,ident)",0.8017,0.8057,0,0.8223,0.8248
family_diag,0x00C2B10D20260707,"RUN1 run>=3 of >=3",NEW run,330,"run(maxRunGE3,ident)",1.0000,1.0000,0,1.0000,0.5340
basis_ceiling,0x00C2B10D20260707,"RUN1 run>=3 of >=3",basis:count3,9,"spectral+modsynth(count)",0.8126,,,,
basis_ceiling,0x00C2B10D20260707,"RUN1 run>=3 of >=3",basis:gridSum,41,"world_sum_mod",0.7634,,,,
basis_ceiling,0x00C2B10D20260707,"RUN1 run>=3 of >=3",basis:signPattern,256,"walsh+world_sign_mod",1.0000,,,,
basis_ceiling,0x00C2B10D20260707,"RUN1 run>=3 of >=3",basis:v1-v0,11,"clifford",0.5686,,,,
basis_ceiling,0x00C2B10D20260707,"RUN1 run>=3 of >=3",basis:inversion,29,"cmp(all28)",0.6057,,,,
basis_ceiling,0x00C2B10D20260707,"RUN1 run>=3 of >=3",basis:max_cell,6,"pipeline(max)",0.5686,,,,
basis_ceiling,0x00C2B10D20260707,"RUN1 run>=3 of >=3",basis:sum01,11,"pipeline(sum01)",0.6383,,,,
base_rate,0x00C2B10D20260707,"RATIO1 prod%3==0",-,0,"-",0.5099,,,,
family_diag,0x00C2B10D20260707,"RATIO1 prod%3==0",EXIST monomial(deg<=8),255,"phi(0xB3)",0.5514,0.5109,0,0.5474,-0.0272
family_diag,0x00C2B10D20260707,"RATIO1 prod%3==0",EXIST pair_relation,28,"pair(0,3)",0.5354,0.5211,0,0.5537,-0.0695
family_diag,0x00C2B10D20260707,"RATIO1 prod%3==0",EXIST walsh(sign bits),255,"chi(0x4F)",0.5371,0.4914,0,0.5457,-0.0564
family_diag,0x00C2B10D20260707,"RATIO1 prod%3==0",EXIST spectral cos(w*c3),800,"cos(w*c3),w=1.3980",0.5583,0.5491,0,0.5474,-0.0398
family_diag,0x00C2B10D20260707,"RATIO1 prod%3==0",EXIST clifford,64,"sin(1.080(v1-v0))",0.5269,0.5097,0,0.5537,0.9363
family_diag,0x00C2B10D20260707,"RATIO1 prod%3==0",EXIST world_sum_mod,19,"sum%13==0",0.5429,0.5223,0,0.5497,-0.0916
family_diag,0x00C2B10D20260707,"RATIO1 prod%3==0",EXIST world_sign_mod,19,"sign%10==0",0.5246,0.5023,0,0.5434,0.0786
family_diag,0x00C2B10D20260707,"RATIO1 prod%3==0",EARNED cmp(round c),1030,"cmp(cross16,cos w=1.995)",0.5429,0.5091,0,0.5469,-0.1047
family_diag,0x00C2B10D20260707,"RATIO1 prod%3==0",NEW thresh,264,"thresh(k=4,mod3)",0.8171,0.8177,0,0.7543,-0.0827
family_diag,0x00C2B10D20260707,"RATIO1 prod%3==0",NEW mixr,396,"mixr(sum,count3,3x3,cos w=1.466)",0.5491,0.5177,0,0.5497,-0.0447
family_diag,0x00C2B10D20260707,"RATIO1 prod%3==0",NEW ratio,381,"ratio(prod,hi4lo1,mod3)",1.0000,1.0000,1,1.0000,-0.0286
family_diag,0x00C2B10D20260707,"RATIO1 prod%3==0",NEW run,330,"run(maxRunGE4,cos w=2.566)",0.5623,0.5646,0,0.5989,-0.0065
basis_ceiling,0x00C2B10D20260707,"RATIO1 prod%3==0",basis:count3,9,"spectral+modsynth(count)",0.5691,,,,
basis_ceiling,0x00C2B10D20260707,"RATIO1 prod%3==0",basis:gridSum,41,"world_sum_mod",0.5926,,,,
basis_ceiling,0x00C2B10D20260707,"RATIO1 prod%3==0",basis:signPattern,256,"walsh+world_sign_mod",0.5337,,,,
basis_ceiling,0x00C2B10D20260707,"RATIO1 prod%3==0",basis:v1-v0,11,"clifford",0.5114,,,,
basis_ceiling,0x00C2B10D20260707,"RATIO1 prod%3==0",basis:inversion,29,"cmp(all28)",0.5251,,,,
basis_ceiling,0x00C2B10D20260707,"RATIO1 prod%3==0",basis:max_cell,6,"pipeline(max)",0.5234,,,,
basis_ceiling,0x00C2B10D20260707,"RATIO1 prod%3==0",basis:sum01,11,"pipeline(sum01)",0.5171,,,,
base_rate,0x00C2B10D20260707,"MIXMOD1 sum3==count3(mod3)",-,0,"-",0.3279,,,,
family_diag,0x00C2B10D20260707,"MIXMOD1 sum3==count3(mod3)",EXIST monomial(deg<=8),255,"phi(0x4C)",0.6720,0.6829,0,0.6789,-0.0550
family_diag,0x00C2B10D20260707,"MIXMOD1 sum3==count3(mod3)",EXIST pair_relation,28,"pair(0,1)",0.6703,0.6914,0,0.6766,-0.0564
family_diag,0x00C2B10D20260707,"MIXMOD1 sum3==count3(mod3)",EXIST walsh(sign bits),255,"chi(0x01)",0.6703,0.6914,0,0.6771,0.7638
family_diag,0x00C2B10D20260707,"MIXMOD1 sum3==count3(mod3)",EXIST spectral cos(w*c3),800,"cos(w*c3),w=0.0039",0.6703,0.6914,0,0.6743,0.7249
family_diag,0x00C2B10D20260707,"MIXMOD1 sum3==count3(mod3)",EXIST clifford,64,"sin(0.049(v1-v0))",0.6703,0.6914,0,0.6754,0.9363
family_diag,0x00C2B10D20260707,"MIXMOD1 sum3==count3(mod3)",EXIST world_sum_mod,19,"sum%19==0",0.6811,0.6800,0,0.6766,-0.0305
family_diag,0x00C2B10D20260707,"MIXMOD1 sum3==count3(mod3)",EXIST world_sign_mod,19,"sign%2==0",0.6703,0.6914,0,0.6771,0.7638
family_diag,0x00C2B10D20260707,"MIXMOD1 sum3==count3(mod3)",EARNED cmp(round c),1030,"cmp(all28,cos w=0.157)",0.6726,0.6874,0,0.6743,0.8198
family_diag,0x00C2B10D20260707,"MIXMOD1 sum3==count3(mod3)",NEW thresh,264,"thresh(k=1,ident)",0.6720,0.6897,0,0.6754,0.4176
family_diag,0x00C2B10D20260707,"MIXMOD1 sum3==count3(mod3)",NEW mixr,396,"mixr(sum,count3,3x3,mod4)",1.0000,1.0000,1,1.0000,-0.0594
family_diag,0x00C2B10D20260707,"MIXMOD1 sum3==count3(mod3)",NEW ratio,381,"ratio(prod,hi3lo2,cos w=2.251)",0.6731,0.6931,0,0.6766,-0.0426
family_diag,0x00C2B10D20260707,"MIXMOD1 sum3==count3(mod3)",NEW run,330,"run(maxRunGE2,ident)",0.6703,0.6914,0,0.6737,0.4766
basis_ceiling,0x00C2B10D20260707,"MIXMOD1 sum3==count3(mod3)",basis:count3,9,"spectral+modsynth(count)",0.6914,,,,
basis_ceiling,0x00C2B10D20260707,"MIXMOD1 sum3==count3(mod3)",basis:gridSum,41,"world_sum_mod",0.6886,,,,
basis_ceiling,0x00C2B10D20260707,"MIXMOD1 sum3==count3(mod3)",basis:signPattern,256,"walsh+world_sign_mod",0.6463,,,,
basis_ceiling,0x00C2B10D20260707,"MIXMOD1 sum3==count3(mod3)",basis:v1-v0,11,"clifford",0.6914,,,,
basis_ceiling,0x00C2B10D20260707,"MIXMOD1 sum3==count3(mod3)",basis:inversion,29,"cmp(all28)",0.6869,,,,
basis_ceiling,0x00C2B10D20260707,"MIXMOD1 sum3==count3(mod3)",basis:max_cell,6,"pipeline(max)",0.6914,,,,
basis_ceiling,0x00C2B10D20260707,"MIXMOD1 sum3==count3(mod3)",basis:sum01,11,"pipeline(sum01)",0.6914,,,,
ladder_attr,0xF0235A11CE0FF1CE,"C01 XOR 0x0F",BASE,0,"-",0.4851,,0,1671,18
ladder_attr,0xF0235A11CE0FF1CE,"C01 XOR 0x0F",ALL,0,"-",0.4851,,0,2118,22
ladder_attr,0xF0235A11CE0FF1CE,"C03 XOR 0x55",BASE,0,"-",0.5029,,0,1671,18
ladder_attr,0xF0235A11CE0FF1CE,"C03 XOR 0x55",ALL,0,"-",0.5029,,0,2118,22
ladder_attr,0xF0235A11CE0FF1CE,"C09 inv parity",BASE,0,"cmp(all28,mod2)",1.0000,,1,1671,6
ladder_attr,0xF0235A11CE0FF1CE,"C09 inv parity",ALL,0,"cmp(all28,mod2)",1.0000,,1,1671,6
ladder_attr,0xF0235A11CE0FF1CE,"C11 XOR 0x37",BASE,0,"-",0.5074,,0,1671,18
ladder_attr,0xF0235A11CE0FF1CE,"C11 XOR 0x37",ALL,0,"-",0.5074,,0,2118,22
ladder_attr,0xF0235A11CE0FF1CE,"ORDER2 rank0 parity",BASE,0,"-",0.5823,,0,1415,17
ladder_attr,0xF0235A11CE0FF1CE,"ORDER2 rank0 parity",ALL,0,"-",0.5823,,0,1862,21
ladder_attr,0xF0235A11CE0FF1CE,"RUN1 run>=3 of >=3",BASE,0,"-",0.7960,,0,1415,17
ladder_attr,0xF0235A11CE0FF1CE,"RUN1 run>=3 of >=3",ALL,0,"-",0.7960,,0,1862,21
ladder_attr,0xF0235A11CE0FF1CE,"RATIO1 prod%3==0",BASE,0,"-",0.4806,,0,1671,18
ladder_attr,0xF0235A11CE0FF1CE,"RATIO1 prod%3==0",ALL,0,"ratio(prod,hi4lo1,mod3)",1.0000,,1,2008,9
ladder_attr,0xF0235A11CE0FF1CE,"MIXMOD1 sum3==count3(mod3)",BASE,0,"-",0.5743,,0,1415,17
ladder_attr,0xF0235A11CE0FF1CE,"MIXMOD1 sum3==count3(mod3)",ALL,0,"mixr(sum,count3,3x3,mod4)",1.0000,,1,1635,7
ladder_attr,0x00C1B10D20260706,"C01 XOR 0x0F",BASE,0,"-",0.5023,,0,1671,18
ladder_attr,0x00C1B10D20260706,"C01 XOR 0x0F",ALL,0,"-",0.5023,,0,2118,22
ladder_attr,0x00C1B10D20260706,"C03 XOR 0x55",BASE,0,"-",0.5097,,0,1671,18
ladder_attr,0x00C1B10D20260706,"C03 XOR 0x55",ALL,0,"-",0.5097,,0,2118,22
ladder_attr,0x00C1B10D20260706,"C09 inv parity",BASE,0,"cmp(all28,mod2)",1.0000,,1,1671,6
ladder_attr,0x00C1B10D20260706,"C09 inv parity",ALL,0,"cmp(all28,mod2)",1.0000,,1,1671,6
ladder_attr,0x00C1B10D20260706,"C11 XOR 0x37",BASE,0,"-",0.4880,,0,1671,18
ladder_attr,0x00C1B10D20260706,"C11 XOR 0x37",ALL,0,"-",0.4880,,0,2118,22
ladder_attr,0x00C1B10D20260706,"ORDER2 rank0 parity",BASE,0,"-",0.5931,,0,1415,17
ladder_attr,0x00C1B10D20260706,"ORDER2 rank0 parity",ALL,0,"-",0.5931,,0,1862,21
ladder_attr,0x00C1B10D20260706,"RUN1 run>=3 of >=3",BASE,0,"-",0.7891,,0,1415,17
ladder_attr,0x00C1B10D20260706,"RUN1 run>=3 of >=3",ALL,0,"-",0.7891,,0,1862,21
ladder_attr,0x00C1B10D20260706,"RATIO1 prod%3==0",BASE,0,"-",0.5171,,0,1671,18
ladder_attr,0x00C1B10D20260706,"RATIO1 prod%3==0",ALL,0,"ratio(prod,hi4lo1,mod3)",1.0000,,1,2008,9
ladder_attr,0x00C1B10D20260706,"MIXMOD1 sum3==count3(mod3)",BASE,0,"-",0.6583,,0,1415,17
ladder_attr,0x00C1B10D20260706,"MIXMOD1 sum3==count3(mod3)",ALL,0,"mixr(sum,count3,3x3,mod4)",1.0000,,1,1635,7
ladder_attr,0x00C2B10D20260707,"C01 XOR 0x0F",BASE,0,"-",0.5006,,0,1671,18
ladder_attr,0x00C2B10D20260707,"C01 XOR 0x0F",ALL,0,"-",0.5006,,0,2118,22
ladder_attr,0x00C2B10D20260707,"C03 XOR 0x55",BASE,0,"-",0.5000,,0,1671,18
ladder_attr,0x00C2B10D20260707,"C03 XOR 0x55",ALL,0,"-",0.5000,,0,2118,22
ladder_attr,0x00C2B10D20260707,"C09 inv parity",BASE,0,"cmp(all28,mod2)",1.0000,,1,1671,6
ladder_attr,0x00C2B10D20260707,"C09 inv parity",ALL,0,"cmp(all28,mod2)",1.0000,,1,1671,6
ladder_attr,0x00C2B10D20260707,"C11 XOR 0x37",BASE,0,"-",0.4869,,0,1671,18
ladder_attr,0x00C2B10D20260707,"C11 XOR 0x37",ALL,0,"-",0.4869,,0,2118,22
ladder_attr,0x00C2B10D20260707,"ORDER2 rank0 parity",BASE,0,"-",0.5857,,0,1415,17
ladder_attr,0x00C2B10D20260707,"ORDER2 rank0 parity",ALL,0,"-",0.5857,,0,1862,21
ladder_attr,0x00C2B10D20260707,"RUN1 run>=3 of >=3",BASE,0,"-",0.7926,,0,1415,17
ladder_attr,0x00C2B10D20260707,"RUN1 run>=3 of >=3",ALL,0,"-",0.7926,,0,1862,21
ladder_attr,0x00C2B10D20260707,"RATIO1 prod%3==0",BASE,0,"-",0.5480,,0,1671,18
ladder_attr,0x00C2B10D20260707,"RATIO1 prod%3==0",ALL,0,"ratio(prod,hi4lo1,mod3)",1.0000,,1,2008,9
ladder_attr,0x00C2B10D20260707,"MIXMOD1 sum3==count3(mod3)",BASE,0,"-",0.6777,,0,1415,17
ladder_attr,0x00C2B10D20260707,"MIXMOD1 sum3==count3(mod3)",ALL,0,"mixr(sum,count3,3x3,mod4)",1.0000,,1,1635,7
ladder,0xF0235A11CE0FF1CE,"B1 random monomial deg2",BASE(earned:menuacc+cmp),0,"battB",1.0000,,1,151,1
ladder,0xF0235A11CE0FF1CE,"B2 random monomial deg3",BASE(earned:menuacc+cmp),1,"battB",1.0000,,1,150,1
ladder,0xF0235A11CE0FF1CE,"B3 sum(g) % 7",BASE(earned:menuacc+cmp),2,"battB",1.0000,,1,1413,17
ladder,0xF0235A11CE0FF1CE,"B4 sign%mod 11",BASE(earned:menuacc+cmp),3,"battB",0.9017,,1,0,0
ladder,0xF0235A11CE0FF1CE,"B5 Walsh χ{S=0x11}",BASE(earned:menuacc+cmp),4,"battB",1.0000,,1,28,1
ladder,0xF0235A11CE0FF1CE,"B6 Walsh χ{S=0xA4}",BASE(earned:menuacc+cmp),5,"battB",1.0000,,1,287,2
ladder,0xF0235A11CE0FF1CE,"B7 Walsh χ{S=0x0A}",BASE(earned:menuacc+cmp),6,"battB",1.0000,,1,28,1
ladder,0xF0235A11CE0FF1CE,"B8 parity-of-count",BASE(earned:menuacc+cmp),7,"battB",1.0000,,1,287,2
ladder,0xF0235A11CE0FF1CE,"B9 oriented v1>v0",BASE(earned:menuacc+cmp),8,"battB",1.0000,,1,0,0
ladder,0xF0235A11CE0FF1CE,"B10 parity AND sum%5",BASE(earned:menuacc+cmp),9,"battB",1.0000,,1,1264,15
ladder,0xF0235A11CE0FF1CE,"B11 inversion parity",BASE(earned:menuacc+cmp),10,"battB",1.0000,,1,1520,5
ladder,0xF0235A11CE0FF1CE,"C01 XOR 0x0F",BASE(earned:menuacc+cmp),0,"battC_skipXORwall",0.5000,,0,0,0
ladder,0xF0235A11CE0FF1CE,"C02 parity XOR 0x33",BASE(earned:menuacc+cmp),1,"battC_skipXORwall",0.5000,,0,0,0
ladder,0xF0235A11CE0FF1CE,"C03 XOR 0x55",BASE(earned:menuacc+cmp),2,"battC_skipXORwall",0.5000,,0,0,0
ladder,0xF0235A11CE0FF1CE,"C04 XOR 0xAA",BASE(earned:menuacc+cmp),3,"battC_skipXORwall",0.5000,,0,0,0
ladder,0xF0235A11CE0FF1CE,"C05 XOR 0x3C",BASE(earned:menuacc+cmp),4,"battC_skipXORwall",0.5000,,0,0,0
ladder,0xF0235A11CE0FF1CE,"C06 XOR 0x66",BASE(earned:menuacc+cmp),5,"battC_skipXORwall",0.5000,,0,0,0
ladder,0xF0235A11CE0FF1CE,"C07 XOR 0x99",BASE(earned:menuacc+cmp),6,"battC_skipXORwall",0.5000,,0,0,0
ladder,0xF0235A11CE0FF1CE,"C08 parity count",BASE(earned:menuacc+cmp),7,"battC",1.0000,,1,438,3
ladder,0xF0235A11CE0FF1CE,"C09 inv parity",BASE(earned:menuacc+cmp),8,"battC",1.0000,,1,1671,6
ladder,0xF0235A11CE0FF1CE,"C10 parity XOR 0x0F",BASE(earned:menuacc+cmp),9,"battC_skipXORwall",0.5000,,0,0,0
ladder,0xF0235A11CE0FF1CE,"C11 XOR 0x37",BASE(earned:menuacc+cmp),10,"battC_skipXORwall",0.5000,,0,0,0
ladder,0xF0235A11CE0FF1CE,"D01 sum%2",BASE(earned:menuacc+cmp),0,"battD",1.0000,,1,1671,18
ladder,0xF0235A11CE0FF1CE,"D02 sum%3",BASE(earned:menuacc+cmp),1,"battD",1.0000,,1,1415,17
ladder,0xF0235A11CE0FF1CE,"D03 sum%5",BASE(earned:menuacc+cmp),2,"battD",1.0000,,1,1415,17
ladder,0xF0235A11CE0FF1CE,"D04 sum%7",BASE(earned:menuacc+cmp),3,"battD",1.0000,,1,1415,17
ladder,0xF0235A11CE0FF1CE,"D05 sum%11",BASE(earned:menuacc+cmp),4,"battD",0.9040,,1,0,0
ladder,0xF0235A11CE0FF1CE,"D06 sum%13",BASE(earned:menuacc+cmp),5,"battD",0.9269,,1,0,0
ladder,0xF0235A11CE0FF1CE,"D07 count3%3",BASE(earned:menuacc+cmp),6,"battD",1.0000,,1,185,3
ladder,0xF0235A11CE0FF1CE,"D08 count3%4",BASE(earned:menuacc+cmp),7,"battD",1.0000,,1,385,4
ladder,0xF0235A11CE0FF1CE,"D09 count3%5",BASE(earned:menuacc+cmp),8,"battD",1.0000,,1,185,3
ladder,0xF0235A11CE0FF1CE,"D10 count3%6",BASE(earned:menuacc+cmp),9,"battD",1.0000,,1,185,3
ladder,0xF0235A11CE0FF1CE,"D11 subset-parity{0-3}",BASE(earned:menuacc+cmp),10,"battD",0.9994,,1,151,1
ladder,0xF0235A11CE0FF1CE,"B1 random monomial deg2",ALL(+thresh+mixr+ratio+run),0,"battB",1.0000,,1,151,1
ladder,0xF0235A11CE0FF1CE,"B2 random monomial deg3",ALL(+thresh+mixr+ratio+run),1,"battB",1.0000,,1,150,1
ladder,0xF0235A11CE0FF1CE,"B3 sum(g) % 7",ALL(+thresh+mixr+ratio+run),2,"battB",1.0000,,1,1860,21
ladder,0xF0235A11CE0FF1CE,"B4 sign%mod 11",ALL(+thresh+mixr+ratio+run),3,"battB",0.9017,,1,0,0
ladder,0xF0235A11CE0FF1CE,"B5 Walsh χ{S=0x11}",ALL(+thresh+mixr+ratio+run),4,"battB",1.0000,,1,28,1
ladder,0xF0235A11CE0FF1CE,"B6 Walsh χ{S=0xA4}",ALL(+thresh+mixr+ratio+run),5,"battB",1.0000,,1,287,2
ladder,0xF0235A11CE0FF1CE,"B7 Walsh χ{S=0x0A}",ALL(+thresh+mixr+ratio+run),6,"battB",1.0000,,1,28,1
ladder,0xF0235A11CE0FF1CE,"B8 parity-of-count",ALL(+thresh+mixr+ratio+run),7,"battB",1.0000,,1,287,2
ladder,0xF0235A11CE0FF1CE,"B9 oriented v1>v0",ALL(+thresh+mixr+ratio+run),8,"battB",1.0000,,1,0,0
ladder,0xF0235A11CE0FF1CE,"B10 parity AND sum%5",ALL(+thresh+mixr+ratio+run),9,"battB",1.0000,,1,1711,19
ladder,0xF0235A11CE0FF1CE,"B11 inversion parity",ALL(+thresh+mixr+ratio+run),10,"battB",1.0000,,1,1520,5
ladder,0xF0235A11CE0FF1CE,"C01 XOR 0x0F",ALL(+thresh+mixr+ratio+run),0,"battC_skipXORwall",0.5000,,0,0,0
ladder,0xF0235A11CE0FF1CE,"C02 parity XOR 0x33",ALL(+thresh+mixr+ratio+run),1,"battC_skipXORwall",0.5000,,0,0,0
ladder,0xF0235A11CE0FF1CE,"C03 XOR 0x55",ALL(+thresh+mixr+ratio+run),2,"battC_skipXORwall",0.5000,,0,0,0
ladder,0xF0235A11CE0FF1CE,"C04 XOR 0xAA",ALL(+thresh+mixr+ratio+run),3,"battC_skipXORwall",0.5000,,0,0,0
ladder,0xF0235A11CE0FF1CE,"C05 XOR 0x3C",ALL(+thresh+mixr+ratio+run),4,"battC_skipXORwall",0.5000,,0,0,0
ladder,0xF0235A11CE0FF1CE,"C06 XOR 0x66",ALL(+thresh+mixr+ratio+run),5,"battC_skipXORwall",0.5000,,0,0,0
ladder,0xF0235A11CE0FF1CE,"C07 XOR 0x99",ALL(+thresh+mixr+ratio+run),6,"battC_skipXORwall",0.5000,,0,0,0
ladder,0xF0235A11CE0FF1CE,"C08 parity count",ALL(+thresh+mixr+ratio+run),7,"battC",1.0000,,1,438,3
