phase,label,seed,atom_idx,length,agree1,agree2,agree3,flag,extra
phase1,classify,0xDAA66D2C7EA0742D,196,3,0.397321,0.468750,0.504464,0,GENUINELY_NON_HUMAN;ops=a_or+a_shr
phase1,classify,0xDAA66D2C7EA0742D,197,4,0.575893,0.504464,0.433036,0,GENUINELY_NON_HUMAN;ops=a_or
phase1,classify,0xDAA66D2C7EA0742D,198,4,0.549107,0.580357,0.616071,0,GENUINELY_NON_HUMAN;ops=a_or+a_sub
phase1,classify,0xDAA66D2C7EA0742D,199,4,0.303571,0.357143,0.357143,0,GENUINELY_NON_HUMAN;ops=a_or+a_shr+a_eq
phase1,classify,0xDAA66D2C7EA0742D,200,4,0.276786,0.321429,0.334821,0,GENUINELY_NON_HUMAN;ops=a_popcnt+a_sel
phase1,classify,0xDAA66D2C7EA0742D,201,4,0.276786,0.620536,0.553571,0,GENUINELY_NON_HUMAN;ops=a_or+a_sub
phase1,classify,0xDAA66D2C7EA0742D,202,4,0.397321,0.464286,0.508929,0,GENUINELY_NON_HUMAN;ops=a_or+a_sub
phase1,classify,0xDAA66D2C7EA0742D,203,4,0.437500,0.383929,0.352679,0,GENUINELY_NON_HUMAN;ops=a_or
phase1,classify,0xDAA66D2C7EA0742D,204,4,0.250000,0.303571,0.334821,0,GENUINELY_NON_HUMAN;ops=a_or
phase1,classify,0xDAA66D2C7EA0742D,205,4,0.250000,0.303571,0.334821,0,GENUINELY_NON_HUMAN;ops=a_or
phase1,classify,0xDAA66D2C7EA0742D,206,5,0.339286,0.357143,0.392857,0,GENUINELY_NON_HUMAN;ops=a_or+a_sub+a_rotr
phase1,classify,0xDAA66D2C7EA0742D,207,5,0.316964,0.575893,0.526786,0,GENUINELY_NON_HUMAN;ops=a_or+a_sub
phase1,classify,0xDAA66D2C7EA0742D,208,5,0.375000,0.433036,0.482143,0,GENUINELY_NON_HUMAN;ops=a_or+a_sub
phase1,classify,0xDAA66D2C7EA0742D,209,5,0.625000,0.549107,0.459821,0,GENUINELY_NON_HUMAN;ops=a_or+a_sub
phase1,classify,0xDAA66D2C7EA0742D,210,5,0.892857,0.785714,0.687500,0,GENUINELY_NON_HUMAN;ops=a_or+a_popcnt
phase1,classify,0xDAA66D2C7EA0742D,211,5,0.312500,0.308036,0.348214,0,GENUINELY_NON_HUMAN;ops=a_or+a_shr
phase1,classify,0xDAA66D2C7EA0742D,212,5,0.419643,0.383929,0.339286,0,GENUINELY_NON_HUMAN;ops=a_or
phase1,classify,0xDAA66D2C7EA0742D,213,5,0.709821,0.638393,0.571429,0,GENUINELY_NON_HUMAN;ops=a_or+a_popcnt+a_bswap
phase1,classify,0xDAA66D2C7EA0742D,214,6,0.383929,0.437500,0.473214,0,GENUINELY_NON_HUMAN;ops=a_and+a_sub+a_mul+a_mum+a_bswap
phase1,classify,0xDAA66D2C7EA0742D,215,6,0.741071,0.678571,0.651786,0,GENUINELY_NON_HUMAN;ops=a_or+a_sub
phase1,classify,0xDAA66D2C7EA0742D,216,6,0.401786,0.517857,0.602679,0,GENUINELY_NON_HUMAN;ops=a_or+a_sub
phase1,classify,0xDAA66D2C7EA0742D,217,6,0.334821,0.321429,0.366071,0,GENUINELY_NON_HUMAN;ops=a_or+a_sub
phase1,classify,0xDAA66D2C7EA0742D,218,6,0.325893,0.415179,0.486607,0,GENUINELY_NON_HUMAN;ops=a_or+a_sub
phase1,classify,0xDAA66D2C7EA0742D,219,6,0.892857,0.785714,0.687500,0,GENUINELY_NON_HUMAN;ops=a_or+a_sub+a_mum
phase1,classify,0xDAA66D2C7EA0742D,220,6,0.401786,0.517857,0.602679,0,GENUINELY_NON_HUMAN;ops=a_or+a_sub+a_popcnt+a_bswap
phase1,classify,0xDAA66D2C7EA0742D,221,6,0.781250,0.709821,0.638393,0,GENUINELY_NON_HUMAN;ops=a_or+a_mul
phase1,classify,0xDAA66D2C7EA0742D,222,7,0.513393,0.477679,0.441964,0,GENUINELY_NON_HUMAN;ops=a_and+a_sub+a_shl+a_shr+a_rotr+a_popcnt
phase1,classify,0xDAA66D2C7EA0742D,223,7,0.678571,0.651786,0.678571,0,GENUINELY_NON_HUMAN;ops=a_mum
phase1,classify,0xDAA66D2C7EA0742D,224,7,0.339286,0.321429,0.321429,0,GENUINELY_NON_HUMAN;ops=a_and+a_popcnt
phase1,classify,0xDAA66D2C7EA0742D,225,7,0.517857,0.500000,0.500000,0,GENUINELY_NON_HUMAN;ops=a_or+a_sub+a_popcnt+a_mum
phase1,classify,0xDAA66D2C7EA0742D,226,7,0.602679,0.535714,0.464286,0,GENUINELY_NON_HUMAN;ops=a_or+a_sub+a_popcnt
phase1,classify,0xDAA66D2C7EA0742D,227,7,0.276786,0.473214,0.401786,0,GENUINELY_NON_HUMAN;ops=a_and+a_or
phase1,classify,0xDAA66D2C7EA0742D,228,8,0.513393,0.477679,0.441964,0,GENUINELY_NON_HUMAN;ops=a_or+a_popcnt+a_mum+a_bswap
phase1,classify,0xDAA66D2C7EA0742D,229,8,0.441964,0.580357,0.642857,0,GENUINELY_NON_HUMAN;ops=a_and+a_sub+a_shl+a_shr+a_rotr+a_eq
phase1,classify,0xDAA66D2C7EA0742D,230,8,0.370536,0.437500,0.464286,0,GENUINELY_NON_HUMAN;ops=a_and+a_or+a_shl+a_shr+a_rotr+a_eq
phase1,classify,0xDAA66D2C7EA0742D,231,8,0.495536,0.424107,0.352679,0,GENUINELY_NON_HUMAN;ops=a_and+a_or+a_mul+a_popcnt
phase1,classify,0xDAA66D2C7EA0742D,232,8,0.745536,0.674107,0.602679,0,GENUINELY_NON_HUMAN;ops=a_or+a_mul+a_popcnt+a_eq
phase1,classify,0xDAA66D2C7EA0742D,233,8,0.424107,0.352679,0.339286,0,GENUINELY_NON_HUMAN;ops=a_and+a_or+a_sub
phase1,classify,0xDAA66D2C7EA0742D,234,8,0.424107,0.352679,0.339286,0,GENUINELY_NON_HUMAN;ops=a_and+a_or+a_sub
phase1,classify,0xDAA66D2C7EA0742D,235,8,0.299107,0.526786,0.491071,0,GENUINELY_NON_HUMAN;ops=a_or+a_sub+a_shr+a_rotr
phase1,classify,0xDAA66D2C7EA0742D,236,9,0.892857,0.785714,0.687500,0,ALIEN_DECORATIVE;ops=a_or+a_shl+a_mum
phase1,classify,0xDAA66D2C7EA0742D,237,9,0.531250,0.526786,0.531250,0,GENUINELY_NON_HUMAN;ops=a_mul+a_popcnt+a_mum+a_sel
phase1,classify,0xDAA66D2C7EA0742D,238,9,0.383929,0.459821,0.500000,0,GENUINELY_NON_HUMAN;ops=a_sub+a_shl+a_shr+a_sel
phase1,classify,0xDAA66D2C7EA0742D,239,9,0.357143,0.379464,0.379464,0,GENUINELY_NON_HUMAN;ops=a_and+a_or+a_shl+a_shr+a_mum
phase1,classify,0xDAA66D2C7EA0742D,240,9,0.299107,0.312500,0.339286,0,GENUINELY_NON_HUMAN;ops=a_and+a_or+a_sub+a_popcnt+a_bswap
phase1,classify,0xDAA66D2C7EA0742D,241,9,0.401786,0.366071,0.343750,0,GENUINELY_NON_HUMAN;ops=a_or+a_mul+a_eq
phase1,classify,0xDAA66D2C7EA0742D,242,10,0.370536,0.437500,0.464286,0,GENUINELY_NON_HUMAN;ops=a_and+a_or+a_sub+a_shl+a_shr+a_rotr+a_eq+a_sel
phase1,classify,0xDAA66D2C7EA0742D,243,10,0.258929,0.334821,0.388393,0,GENUINELY_NON_HUMAN;ops=a_sub+a_shl+a_shr+a_popcnt+a_eq
phase1,classify,0xDAA66D2C7EA0742D,244,10,0.370536,0.437500,0.464286,0,GENUINELY_NON_HUMAN;ops=a_and+a_sub+a_shl+a_shr+a_rotr+a_mum+a_eq+a_sel
phase1,classify,0xDAA66D2C7EA0742D,245,10,0.473214,0.401786,0.357143,0,GENUINELY_NON_HUMAN;ops=a_or+a_mul+a_rotr
phase1,classify,0xDAA66D2C7EA0742D,246,10,0.343750,0.330357,0.343750,0,GENUINELY_NON_HUMAN;ops=a_or+a_mul+a_rotr+a_popcnt
phase1,classify,0xDAA66D2C7EA0742D,247,10,0.303571,0.343750,0.383929,0,GENUINELY_NON_HUMAN;ops=a_and+a_or+a_shl+a_shr+a_rotr+a_mum
phase1,classify,0xDAA66D2C7EA0742D,248,10,0.325893,0.339286,0.343750,0,GENUINELY_NON_HUMAN;ops=a_and+a_or+a_sub+a_popcnt+a_bswap
phase1,classify,0xDAA66D2C7EA0742D,249,10,0.424107,0.352679,0.339286,0,GENUINELY_NON_HUMAN;ops=a_and+a_or+a_sub+a_popcnt+a_bswap
phase1,classify,0xDAA66D2C7EA0742D,250,10,0.741071,0.678571,0.651786,0,GENUINELY_NON_HUMAN;ops=a_and+a_or+a_sub+a_shr+a_popcnt
phase1,classify,0xDAA66D2C7EA0742D,251,10,0.343750,0.339286,0.334821,0,GENUINELY_NON_HUMAN;ops=a_and+a_or+a_sub+a_mul+a_popcnt+a_mum+a_bswap
phase1,classify,0xDAA66D2C7EA0742D,252,10,0.741071,0.678571,0.651786,0,GENUINELY_NON_HUMAN;ops=a_or+a_sub+a_shr+a_sel
phase1,classify,0xDAA66D2C7EA0742D,253,11,0.290179,0.316964,0.357143,0,GENUINELY_NON_HUMAN;ops=a_shl+a_mum+a_eq+a_sel
phase1,classify,0xDAA66D2C7EA0742D,254,11,0.290179,0.303571,0.348214,0,GENUINELY_NON_HUMAN;ops=a_shl+a_rotr+a_mum+a_eq+a_sel
phase1,classify,0xDAA66D2C7EA0742D,255,11,0.263393,0.312500,0.357143,0,GENUINELY_NON_HUMAN;ops=a_and+a_or+a_sub+a_popcnt+a_bswap
phase1,classify,0xDAA66D2C7EA0742D,256,11,0.370536,0.334821,0.316964,0,GENUINELY_NON_HUMAN;ops=a_and+a_or+a_sub+a_mul+a_popcnt+a_mum+a_bswap
phase1,classify,0xDAA66D2C7EA0742D,257,12,0.517857,0.526786,0.468750,0,GENUINELY_NON_HUMAN;ops=a_mul+a_shl+a_popcnt+a_mum+a_sel
phase1,classify,0xDAA66D2C7EA0742D,258,12,0.678571,0.656250,0.656250,0,GENUINELY_NON_HUMAN;ops=a_mum+a_eq+a_sel
phase1,classify,0xDAA66D2C7EA0742D,259,12,0.343750,0.357143,0.339286,0,GENUINELY_NON_HUMAN;ops=a_mul+a_rotr+a_mum+a_eq+a_sel
phase1,classify,0xDAA66D2C7EA0742D,260,12,0.486607,0.611607,0.709821,0,GENUINELY_NON_HUMAN;ops=a_mul+a_mum+a_eq+a_sel
phase1,classify,0xDAA66D2C7EA0742D,261,12,0.303571,0.370536,0.343750,0,GENUINELY_NON_HUMAN;ops=a_and+a_or+a_shl+a_shr+a_rotr+a_mum+a_sel
phase1,classify,0xDAA66D2C7EA0742D,262,12,0.330357,0.316964,0.339286,0,GENUINELY_NON_HUMAN;ops=a_and+a_or+a_shl+a_shr+a_rotr+a_popcnt+a_mum+a_sel
phase1,classify,0xDAA66D2C7EA0742D,263,12,0.343750,0.303571,0.321429,0,GENUINELY_NON_HUMAN;ops=a_and+a_or+a_shl+a_shr+a_popcnt+a_mum+a_eq
phase1,classify,0xDAA66D2C7EA0742D,264,13,0.629464,0.665179,0.700893,0,GENUINELY_NON_HUMAN;ops=a_or+a_mum+a_eq+a_sel
phase1,classify,0xDAA66D2C7EA0742D,265,13,0.504464,0.513393,0.513393,0,GENUINELY_NON_HUMAN;ops=a_and+a_mul+a_shl+a_popcnt+a_mum
phase1,classify,0xDAA66D2C7EA0742D,266,13,0.303571,0.370536,0.343750,0,GENUINELY_NON_HUMAN;ops=a_and+a_or+a_shl+a_shr+a_rotr+a_mum+a_sel
phase1,classify,0xDAA66D2C7EA0742D,267,14,0.745536,0.709821,0.674107,0,GENUINELY_NON_HUMAN;ops=a_mul+a_shl+a_popcnt+a_mum+a_sel
phase1,classify,0xDAA66D2C7EA0742D,268,14,0.272321,0.366071,0.361607,0,GENUINELY_NON_HUMAN;ops=a_and+a_shl+a_rotr+a_mum+a_eq+a_sel
phase1,classify,0xDAA66D2C7EA0742D,269,14,0.316964,0.312500,0.316964,0,GENUINELY_NON_HUMAN;ops=a_and+a_sub+a_shl+a_shr+a_rotr+a_mum
phase1,classify,0xDAA66D2C7EA0742D,270,14,0.321429,0.343750,0.321429,0,GENUINELY_NON_HUMAN;ops=a_and+a_or+a_mul+a_shl+a_shr+a_rotr+a_mum+a_sel
phase1,classify,0xDAA66D2C7EA0742D,271,14,0.285714,0.303571,0.330357,0,GENUINELY_NON_HUMAN;ops=a_and+a_sub+a_shl+a_shr+a_rotr+a_mum
phase1,classify,0xDAA66D2C7EA0742D,272,14,0.674107,0.607143,0.531250,0,GENUINELY_NON_HUMAN;ops=a_and+a_or+a_shl+a_mum+a_sel
phase1,classify,0xDAA66D2C7EA0742D,273,15,0.258929,0.299107,0.312500,0,GENUINELY_NON_HUMAN;ops=a_and+a_sub+a_shl+a_shr+a_rotr+a_mum
phase1,classify,0xDAA66D2C7EA0742D,274,15,0.321429,0.343750,0.321429,0,GENUINELY_NON_HUMAN;ops=a_and+a_or+a_mul+a_shl+a_shr+a_rotr+a_mum+a_sel
phase1,classify,0x78DDE6E5FDEAF042,275,3,0.513393,0.477679,0.441964,0,GENUINELY_NON_HUMAN;ops=a_and+a_sub+a_mum
phase1,classify,0x78DDE6E5FDEAF042,276,3,0.397321,0.468750,0.504464,0,GENUINELY_NON_HUMAN;ops=a_and+a_popcnt+a_mum
phase1,classify,0x78DDE6E5FDEAF042,277,4,0.375000,0.419643,0.455357,0,ALIEN_DECORATIVE;ops=a_or+a_sel
phase1,classify,0x78DDE6E5FDEAF042,278,5,0.892857,0.785714,0.687500,0,GENUINELY_NON_HUMAN;ops=a_or+a_mul+a_rotr+a_sel
phase1,classify,0x78DDE6E5FDEAF042,279,5,0.375000,0.419643,0.455357,0,GENUINELY_NON_HUMAN;ops=a_mul+a_rotr+a_mum+a_bswap
phase1,classify,0x78DDE6E5FDEAF042,280,5,0.397321,0.468750,0.504464,0,GENUINELY_NON_HUMAN;ops=a_sub+a_shl+a_shr+a_rotr+a_sel
phase1,classify,0x78DDE6E5FDEAF042,281,6,0.732143,0.705357,0.665179,0,GENUINELY_NON_HUMAN;ops=a_or+a_shr+a_sel
phase1,classify,0x78DDE6E5FDEAF042,282,6,0.696429,0.660714,0.633929,0,GENUINELY_NON_HUMAN;ops=a_or+a_mul+a_bswap+a_eq+a_sel
phase1,classify,0x78DDE6E5FDEAF042,283,7,0.392857,0.508929,0.611607,0,GENUINELY_NON_HUMAN;ops=a_or+a_sub+a_shr+a_sel
phase1,classify,0x78DDE6E5FDEAF042,284,7,0.357143,0.357143,0.575893,0,GENUINELY_NON_HUMAN;ops=a_or+a_sub+a_shr+a_mum+a_sel
phase1,classify,0x78DDE6E5FDEAF042,285,7,0.375000,0.433036,0.482143,0,GENUINELY_NON_HUMAN;ops=a_or+a_sub+a_shr+a_rotr+a_sel
phase1,classify,0x78DDE6E5FDEAF042,286,8,0.892857,0.785714,0.687500,0,ALIEN_DECORATIVE;ops=a_or+a_sub+a_shl+a_popcnt
phase1,classify,0x78DDE6E5FDEAF042,287,8,0.370536,0.437500,0.464286,0,GENUINELY_NON_HUMAN;ops=a_mum+a_eq
phase1,classify,0x78DDE6E5FDEAF042,288,8,0.571429,0.535714,0.500000,0,GENUINELY_NON_HUMAN;ops=a_sub+a_mul+a_popcnt+a_eq
phase1,classify,0x78DDE6E5FDEAF042,289,8,0.513393,0.580357,0.584821,0,GENUINELY_NON_HUMAN;ops=a_or+a_mul+a_popcnt
phase1,classify,0x78DDE6E5FDEAF042,290,9,0.638393,0.611607,0.625000,0,GENUINELY_NON_HUMAN;ops=a_and+a_mul+a_shl+a_shr+a_mum+a_eq+a_sel
phase1,classify,0x78DDE6E5FDEAF042,291,9,0.633929,0.642857,0.642857,0,GENUINELY_NON_HUMAN;ops=a_and+a_sub+a_shr+a_rotr+a_bswap
phase1,classify,0x78DDE6E5FDEAF042,292,9,0.571429,0.535714,0.500000,0,GENUINELY_NON_HUMAN;ops=a_or+a_sub+a_shl+a_rotr+a_popcnt+a_sel
phase1,classify,0x78DDE6E5FDEAF042,293,9,0.513393,0.477679,0.441964,0,GENUINELY_NON_HUMAN;ops=a_or+a_sub+a_shl+a_popcnt
phase1,classify,0x78DDE6E5FDEAF042,294,9,0.397321,0.468750,0.504464,0,GENUINELY_NON_HUMAN;ops=a_or+a_sub+a_shr+a_rotr+a_eq+a_sel
phase1,classify,0x78DDE6E5FDEAF042,295,9,0.316964,0.553571,0.504464,0,GENUINELY_NON_HUMAN;ops=a_or+a_sub+a_shr+a_rotr+a_mum+a_sel
phase1,classify,0x78DDE6E5FDEAF042,296,10,0.517857,0.482143,0.446429,0,GENUINELY_NON_HUMAN;ops=a_sub+a_mul+a_shl+a_shr+a_mum+a_eq+a_sel
phase1,classify,0x78DDE6E5FDEAF042,297,10,0.294643,0.330357,0.352679,0,GENUINELY_NON_HUMAN;ops=a_or+a_sub+a_shl+a_rotr+a_popcnt
phase1,classify,0x78DDE6E5FDEAF042,298,10,0.294643,0.330357,0.352679,0,GENUINELY_NON_HUMAN;ops=a_or+a_sub+a_shl+a_rotr+a_popcnt+a_sel
phase1,classify,0x78DDE6E5FDEAF042,299,10,0.397321,0.468750,0.504464,0,GENUINELY_NON_HUMAN;ops=a_or+a_sub+a_shl+a_shr+a_rotr+a_eq+a_sel
phase1,classify,0x78DDE6E5FDEAF042,300,10,0.325893,0.321429,0.325893,0,GENUINELY_NON_HUMAN;ops=a_and+a_or+a_sub+a_shl+a_shr+a_popcnt+a_mum+a_bswap
phase1,classify,0x78DDE6E5FDEAF042,301,11,0.691964,0.633929,0.566964,0,GENUINELY_NON_HUMAN;ops=a_sub+a_mul+a_shl+a_shr+a_mum+a_eq+a_sel
phase1,classify,0x78DDE6E5FDEAF042,302,11,0.678571,0.602679,0.517857,0,GENUINELY_NON_HUMAN;ops=a_or+a_sub+a_shl+a_rotr+a_popcnt+a_eq
phase1,classify,0x78DDE6E5FDEAF042,303,11,0.571429,0.535714,0.500000,0,GENUINELY_NON_HUMAN;ops=a_or+a_sub+a_shl+a_rotr+a_popcnt
phase1,classify,0x78DDE6E5FDEAF042,304,11,0.285714,0.299107,0.348214,0,GENUINELY_NON_HUMAN;ops=a_or+a_sub+a_mul+a_shl+a_rotr+a_popcnt+a_eq
phase1,classify,0x78DDE6E5FDEAF042,305,11,0.406250,0.589286,0.589286,0,GENUINELY_NON_HUMAN;ops=a_or+a_sub+a_shr+a_mum+a_eq+a_sel
phase1,classify,0x78DDE6E5FDEAF042,306,11,0.633929,0.625000,0.638393,0,GENUINELY_NON_HUMAN;ops=a_and+a_or+a_mum+a_eq+a_sel
phase1,classify,0x78DDE6E5FDEAF042,307,11,0.482143,0.406250,0.330357,0,GENUINELY_NON_HUMAN;ops=a_or+a_sub+a_mum+a_bswap+a_eq+a_sel
phase1,classify,0x78DDE6E5FDEAF042,308,12,0.678571,0.602679,0.517857,0,GENUINELY_NON_HUMAN;ops=a_or+a_sub+a_shl+a_rotr+a_popcnt+a_eq
phase1,classify,0x78DDE6E5FDEAF042,309,12,0.616071,0.508929,0.410714,0,GENUINELY_NON_HUMAN;ops=a_or+a_sub+a_mul+a_shl+a_rotr+a_popcnt+a_mum+a_eq
phase1,classify,0x78DDE6E5FDEAF042,310,12,0.625000,0.633929,0.620536,0,GENUINELY_NON_HUMAN;ops=a_and+a_or+a_sub+a_mul+a_shr+a_mum+a_bswap+a_eq+a_sel
phase1,classify,0x78DDE6E5FDEAF042,311,12,0.406250,0.379464,0.352679,0,GENUINELY_NON_HUMAN;ops=a_or+a_sub+a_shl+a_rotr+a_popcnt+a_sel
phase1,classify,0x78DDE6E5FDEAF042,312,12,0.477679,0.468750,0.433036,0,GENUINELY_NON_HUMAN;ops=a_or+a_sub+a_mul+a_popcnt
phase1,classify,0x78DDE6E5FDEAF042,313,12,0.294643,0.330357,0.352679,0,GENUINELY_NON_HUMAN;ops=a_and+a_or+a_sub+a_shl+a_rotr+a_popcnt
phase1,classify,0x78DDE6E5FDEAF042,314,12,0.544643,0.575893,0.580357,0,GENUINELY_NON_HUMAN;ops=a_and+a_or+a_sub+a_mum+a_eq+a_sel
phase1,classify,0x78DDE6E5FDEAF042,315,12,0.513393,0.544643,0.571429,0,GENUINELY_NON_HUMAN;ops=a_and+a_or+a_mum+a_bswap+a_eq+a_sel
phase1,classify,0x78DDE6E5FDEAF042,316,13,0.678571,0.602679,0.517857,0,GENUINELY_NON_HUMAN;ops=a_or+a_sub+a_mul+a_shl+a_rotr+a_popcnt+a_eq
phase1,classify,0x78DDE6E5FDEAF042,317,13,0.285714,0.321429,0.325893,0,GENUINELY_NON_HUMAN;ops=a_popcnt+a_mum+a_eq
phase1,classify,0x78DDE6E5FDEAF042,318,13,0.285714,0.321429,0.325893,0,GENUINELY_NON_HUMAN;ops=a_popcnt+a_mum+a_eq
phase1,classify,0x78DDE6E5FDEAF042,319,13,0.616071,0.598214,0.602679,0,GENUINELY_NON_HUMAN;ops=a_and+a_or+a_sub+a_shr+a_mum+a_bswap+a_eq+a_sel
phase1,classify,0x78DDE6E5FDEAF042,320,13,0.491071,0.455357,0.397321,0,GENUINELY_NON_HUMAN;ops=a_mul+a_shl+a_popcnt+a_eq
phase1,classify,0x78DDE6E5FDEAF042,321,13,0.303571,0.308036,0.343750,0,GENUINELY_NON_HUMAN;ops=a_popcnt+a_mum+a_eq
phase1,classify,0x78DDE6E5FDEAF042,322,13,0.513393,0.477679,0.441964,0,GENUINELY_NON_HUMAN;ops=a_and+a_or+a_sub+a_shr+a_popcnt+a_mum+a_bswap+a_eq+a_sel
phase1,classify,0x78DDE6E5FDEAF042,323,13,0.513393,0.477679,0.441964,0,GENUINELY_NON_HUMAN;ops=a_and+a_or+a_shr+a_popcnt+a_mum+a_bswap+a_eq+a_sel
phase1,classify,0x78DDE6E5FDEAF042,324,13,0.558036,0.629464,0.656250,0,GENUINELY_NON_HUMAN;ops=a_and+a_or+a_sub+a_shr+a_popcnt+a_bswap+a_eq
phase1,classify,0x78DDE6E5FDEAF042,325,13,0.620536,0.593750,0.598214,0,GENUINELY_NON_HUMAN;ops=a_and+a_sub+a_shr+a_popcnt+a_bswap+a_eq
phase1,classify,0x78DDE6E5FDEAF042,326,13,0.611607,0.620536,0.611607,0,GENUINELY_NON_HUMAN;ops=a_and+a_or+a_mum+a_bswap+a_eq+a_sel
phase1,classify,0x78DDE6E5FDEAF042,327,13,0.607143,0.625000,0.633929,0,GENUINELY_NON_HUMAN;ops=a_and+a_or+a_mum+a_bswap+a_eq+a_sel
phase1,classify,0x78DDE6E5FDEAF042,328,13,0.263393,0.357143,0.388393,0,ALIEN_DECORATIVE;ops=a_and+a_or+a_sub+a_shl+a_shr+a_popcnt+a_bswap
phase1,classify,0x78DDE6E5FDEAF042,329,13,0.687500,0.642857,0.616071,0,GENUINELY_NON_HUMAN;ops=a_and+a_or+a_mum+a_bswap+a_eq+a_sel
phase1,classify,0x78DDE6E5FDEAF042,330,14,0.285714,0.321429,0.325893,0,GENUINELY_NON_HUMAN;ops=a_sub+a_shr+a_popcnt+a_mum+a_eq
phase1,classify,0x78DDE6E5FDEAF042,331,14,0.312500,0.330357,0.348214,0,GENUINELY_NON_HUMAN;ops=a_popcnt+a_mum+a_eq
phase1,classify,0x78DDE6E5FDEAF042,332,14,0.513393,0.477679,0.441964,0,GENUINELY_NON_HUMAN;ops=a_and+a_or+a_sub+a_shr+a_popcnt+a_mum+a_bswap+a_eq+a_sel
phase1,classify,0x78DDE6E5FDEAF042,333,14,0.294643,0.357143,0.379464,0,GENUINELY_NON_HUMAN;ops=a_and+a_or+a_sub+a_shr+a_popcnt+a_mum+a_bswap+a_eq+a_sel
phase1,classify,0x78DDE6E5FDEAF042,334,14,0.375000,0.352679,0.361607,0,GENUINELY_NON_HUMAN;ops=a_popcnt+a_bswap
phase1,classify,0x78DDE6E5FDEAF042,335,14,0.544643,0.598214,0.602679,0,GENUINELY_NON_HUMAN;ops=a_and+a_or+a_popcnt+a_mum+a_bswap+a_eq+a_sel
phase1,classify,0x78DDE6E5FDEAF042,336,15,0.299107,0.303571,0.316964,0,GENUINELY_NON_HUMAN;ops=a_and+a_or+a_sub+a_shr+a_popcnt+a_mum+a_eq+a_sel
phase1,classify,0x78DDE6E5FDEAF042,337,16,0.513393,0.477679,0.441964,0,GENUINELY_NON_HUMAN;ops=a_or+a_sub+a_shl+a_shr+a_rotr+a_popcnt
phase1,classify,0x78DDE6E5FDEAF042,338,17,0.406250,0.379464,0.352679,0,GENUINELY_NON_HUMAN;ops=a_or+a_sub+a_mul+a_shl+a_shr+a_rotr+a_popcnt+a_mum+a_sel
phase1,classify,0x78DDE6E5FDEAF042,339,17,0.446429,0.441964,0.437500,0,GENUINELY_NON_HUMAN;ops=a_or+a_sub+a_mul+a_shl+a_rotr+a_popcnt+a_mum+a_eq+a_sel
phase1,classify,0x78DDE6E5FDEAF042,340,18,0.334821,0.348214,0.348214,0,GENUINELY_NON_HUMAN;ops=a_or+a_sub+a_mul+a_shl+a_shr+a_rotr+a_popcnt+a_mum+a_eq+a_sel
phase1,classify,0x78DDE6E5FDEAF042,341,20,0.401786,0.370536,0.348214,0,GENUINELY_NON_HUMAN;ops=a_or+a_sub+a_mul+a_shl+a_shr+a_rotr+a_popcnt+a_mum+a_eq+a_sel
phase1,classify,0x78DDE6E5FDEAF042,342,21,0.334821,0.352679,0.348214,0,GENUINELY_NON_HUMAN;ops=a_or+a_sub+a_mul+a_shl+a_shr+a_rotr+a_popcnt+a_mum+a_bswap+a_eq+a_sel
phase1,classify,0x78DDE6E5FDEAF042,343,21,0.370536,0.339286,0.330357,0,GENUINELY_NON_HUMAN;ops=a_or+a_sub+a_mul+a_shl+a_shr+a_rotr+a_popcnt+a_mum+a_eq+a_sel
phase1,classify,0x78DDE6E5FDEAF042,344,22,0.299107,0.330357,0.370536,0,GENUINELY_NON_HUMAN;ops=a_or+a_sub+a_mul+a_shl+a_shr+a_rotr+a_popcnt+a_mum+a_bswap+a_eq+a_sel
phase1,classify,0x78DDE6E5FDEAF042,345,22,0.357143,0.415179,0.459821,0,GENUINELY_NON_HUMAN;ops=a_or+a_sub+a_mul+a_shl+a_shr+a_rotr+a_popcnt+a_mum+a_eq+a_sel
phase1,classify,0x78DDE6E5FDEAF042,346,23,0.526786,0.633929,0.656250,0,GENUINELY_NON_HUMAN;ops=a_or+a_sub+a_mul+a_shl+a_shr+a_rotr+a_popcnt+a_mum+a_bswap+a_eq+a_sel
phase1,classify,0x1715609F7D356C57,347,2,0.513393,0.477679,0.441964,0,GENUINELY_NON_HUMAN;ops=a_popcnt+a_eq
phase1,classify,0x1715609F7D356C57,348,2,0.383929,0.437500,0.473214,0,GENUINELY_NON_HUMAN;ops=a_popcnt+a_mum
phase1,classify,0x1715609F7D356C57,349,5,0.459821,0.424107,0.392857,0,GENUINELY_NON_HUMAN;ops=a_sub+a_popcnt+a_mum+a_sel
phase1,classify,0x1715609F7D356C57,350,5,0.517857,0.482143,0.446429,0,GENUINELY_NON_HUMAN;ops=a_sub+a_mul+a_popcnt+a_mum
phase1,classify,0x1715609F7D356C57,351,5,0.504464,0.468750,0.433036,0,GENUINELY_NON_HUMAN;ops=a_sub+a_popcnt+a_mum
phase1,classify,0x1715609F7D356C57,352,5,0.334821,0.312500,0.339286,0,GENUINELY_NON_HUMAN;ops=a_or+a_popcnt+a_bswap+a_eq
phase1,classify,0x1715609F7D356C57,353,6,0.375000,0.419643,0.455357,0,GENUINELY_NON_HUMAN;ops=a_sub+a_shr+a_mum
phase1,classify,0x1715609F7D356C57,354,6,0.513393,0.477679,0.441964,0,GENUINELY_NON_HUMAN;ops=a_popcnt+a_sel
