trial,seed,closure_initial,closure_relaxed,nearest,nearest_dist,mean_vsa,max_vsa
46,2d68938cb83c2015,387845970,7703081,SHADOW,244,254.7000,267
47,4a0fc32026e8cb6b,373349704,7698726,SYNTAX,237,255.2000,274
48,a9d2046c27881241,397863997,7627571,SYNTAX,240,255.5000,271
49,5a07ae9ef28d51cb,388360629,7673609,AETHER,241,253.5000,267
50,93eb5f0779e66277,398086489,7659124,NETWORK,237,254.5000,272
51,5080e4863a45d029,377098202,7662567,SYNTAX,239,256.2000,275
52,37d84341320ed7ec,388568590,7649531,AETHER,240,254.0000,274
53,cc8037f0f65b12,392084209,7661311,SYNTAX,242,254.6000,267
54,4e7520c435bcdebe,380304915,7726036,AETHER,243,255.2000,273
55,7ed9fb4d4dcc031,387710691,7624263,SIGNAL,243,254.3000,273
56,b3d87520d2949899,386078968,7689781,SYNTAX,235,253.5000,268
57,70cfa3bb5ab58416,394321013,7628330,AETHER,241,255.5000,273
58,6d716e8fbd19e98f,381285672,7695510,NETWORK,242,252.8000,265
59,89da4eb3e88436d0,399154350,7635125,SYNTAX,238,254.8000,275
60,22dd9b63a548252f,392667202,7731159,SYNTAX,238,255.8000,271
61,afa20b6f26a059f,395941252,7635271,SYNTAX,237,252.7000,271
62,bcb971f459c962ec,382938097,7725020,IDENTITY,240,253.9000,274
63,4c7924e17855434f,395333525,7673442,NOISE,245,255.5000,274
64,27b0f6e26c58cf1d,383704924,7620766,SYNTAX,240,254.9000,272
65,a3efbcce2e044f84,393686004,7736422,SHADOW,242,254.4000,269
66,a211b519d9a09a1c,388089547,7680900,SYNTAX,237,255.0000,275
67,c4d30fba34838f11,358155808,7662859,SYNTAX,233,253.9000,269
68,db73d1b77f5c4672,383066022,7729607,SYNTAX,242,254.9000,269
69,41f49997d8eacb3d,391750145,7689393,SYNTAX,243,254.4000,274
70,32dcac7c9e946f08,412322300,7671618,VOID,242,255.3000,274
71,7208f77cd2fb905a,388078585,7628309,NETWORK,242,254.1000,271
72,cc90d92185f3c308,399572823,7623651,NETWORK,239,254.6000,278
73,8293ca9a1d895ac9,403336037,7603269,AETHER,241,254.0000,273
74,3581193c6409874,363589854,7587556,AETHER,242,253.5000,271
75,3c2cc27c94cade7e,406021163,7690122,NETWORK,241,255.5000,272
76,f8c72270ea450d14,376362384,7586084,SYNTAX,241,254.0000,272
77,7e54a4883a969e54,391325073,7650399,AETHER,239,254.3000,279
78,9cc1545e822bea27,389507206,7615529,NETWORK,243,254.4000,278
79,bd3f66a48bd953e4,390711504,7673159,SHADOW,243,255.5000,280
80,db88a580d4ba0f75,381171670,7611234,IDENTITY,237,254.8000,271
81,19c14d234735eace,373697570,7624735,SYNTAX,241,255.0000,269
82,c7906061e0e54e4a,365283292,7607320,SHADOW,243,255.0000,272
83,e2c6873a45e822df,363543587,7669931,NETWORK,242,255.0000,275
84,e44b64406e42c19e,394171749,7622874,IDENTITY,237,254.6000,271
85,dcc88b8fa154493d,394293407,7671049,IDENTITY,243,255.1000,270
86,d49af580ab63e7ba,400212320,7682312,AETHER,241,253.8000,273
87,df0526e805332605,383360778,7609808,NETWORK,239,255.3000,275
88,23f9d5b54838a32d,387937758,7729424,SYNTAX,243,255.4000,270
89,b6ac9c29bc9e2b39,391235587,7785835,AETHER,241,255.5000,275
90,f95da216f8efc151,381990284,7612028,AETHER,240,253.7000,274
91,509aa85ead7bf074,390097884,7728282,AETHER,241,253.5000,271
92,ec9c2fa2b6081484,397747533,7650796,VOID,239,254.4000,271
93,a1f9560f0c039b2d,399545817,7647569,SYNTAX,236,254.3000,273
94,2e749ea4b7c3d08e,418005448,7643863,IDENTITY,238,254.6000,274
95,6d16bf441c521f6a,404329012,7685473,SYNTAX,243,254.2000,273
96,c305b55273f09a3d,391300821,7654041,NETWORK,240,254.7000,275
97,cfcbbc26a92eae52,398774401,7665319,IDENTITY,241,253.2000,271
98,dcf3aa47b91f209a,403212101,7664716,IDENTITY,241,254.8000,273
99,81ab918879d69a4,397456734,7638219,IDENTITY,243,254.0000,273
100,3bc38d6c6b89fe4,387779435,7637846,IDENTITY,239,252.7000,271
101,466a7d0954b76a3,368262419,7682761,AETHER,241,255.2000,273
102,989b810659c5a8bc,391138763,7620865,SYNTAX,243,254.0000,268
103,a909a1d80c374b1b,361275796,7672201,SYNTAX,238,255.7000,269
104,1408a9db15ba6483,382611001,7673533,NETWORK,236,254.7000,275
105,488dacb220274c43,383097594,7702152,IDENTITY,238,254.2000,271
106,b6d38968c8a14052,395500411,7664868,NETWORK,239,253.7000,268
107,7593ede49c8a6d72,382619712,7674094,IDENTITY,242,255.2000,272
108,c37ba70150f0a022,385503590,7705539,SYNTAX,240,255.2000,270
109,de79ecdd204a14ae,393146878,7594456,SYNTAX,239,253.6000,274
110,25238402863aae04,391840855,7708615,SYNTAX,238,254.9000,272
111,830e76017ba2d95d,406221998,7608848,SYNTAX,243,254.4000,270
112,c9c69f070558bd25,380952267,7699377,SYNTAX,242,254.2000,266
113,db57cca21df16c58,372108345,7655540,SYNTAX,238,254.3000,270
114,65a2cbbcce445870,377786352,7744081,IDENTITY,239,254.2000,267
115,457933cdd7e15b0d,380749281,7643514,AETHER,241,253.9000,273
116,d5c488aada832cd0,374757853,7720335,AETHER,243,255.3000,277
117,77880f83cde6257e,374543326,7705320,SYNTAX,243,253.8000,270
118,3bd3f66085c67635,375635830,7623528,SYNTAX,236,253.2000,274
119,1420e7b229e50edf,387655115,7649641,SHADOW,241,254.9000,270
120,a960fbadc05f956,375859038,7739003,SYNTAX,240,254.3000,273
121,a4030097862f02a9,380024419,7631708,IDENTITY,242,254.9000,274
122,6d7199ef1ab00c51,402194073,7717554,IDENTITY,239,256.3000,271
123,fa023ce9f06fb77c,381690246,7701395,SHADOW,240,255.6000,270
124,d809d16b79bc99a4,367136789,7654855,IDENTITY,236,255.1000,273
125,317cc0fa569e4021,367302825,7627731,SYNTAX,240,255.6000,275
126,967983d03f3dc431,392160434,7673164,IDENTITY,240,254.8000,270
127,88a32f63162d1170,392703517,7656767,AETHER,240,253.7000,271
128,a686b2c9730aec76,384051144,7784628,SYNTAX,235,255.4000,273
129,a3c4449e2626b033,389967235,7632783,VOID,240,254.8000,276
130,f93ff2a60327dfaa,382785934,7744112,IDENTITY,241,255.7000,271
131,e9eb8d3f012cc6c4,401987350,7636023,SYNTAX,238,254.0000,271
132,f3ba016352bccaa9,377031989,7693597,SYNTAX,237,255.1000,269
133,171181951f4abc6c,382079506,7669355,AETHER,241,253.7000,273
134,5d7094e2341e754b,385499410,7692204,AETHER,242,254.2000,270
135,4d97b5f99e684b37,363850272,7656468,IDENTITY,240,255.4000,270
136,b8cb184df81e40c9,367402621,7698227,IDENTITY,243,255.7000,269
137,f299b795e27c008a,384838557,7699432,NETWORK,239,254.2000,270
138,29450eddd2ea158b,383700608,7684071,NETWORK,240,255.0000,273
139,abd7e5df74a2a202,362396456,7798637,SYNTAX,242,255.9000,273
140,816665c37e16a3d3,389352072,7617181,SYNTAX,238,254.5000,267
141,6cff846807683081,385348178,7677936,SHADOW,244,254.8000,273
142,5455456a8a21f029,373274241,7665429,AETHER,242,255.3000,272
143,373432163641ec62,394604829,7693315,IDENTITY,239,254.5000,275
144,ef71ba2e1235cc1b,399606792,7595719,AETHER,239,254.0000,275
145,499bb73b40c36c8c,388725738,7641129,SYNTAX,241,254.1000,271
146,8cab760edc2b7ac8,391625962,7670124,AETHER,243,255.7000,279
147,e95a36e89d667109,411026477,7677221,SYNTAX,240,255.0000,273
148,db1e4b478bf81326,394334884,7605071,SYNTAX,243,255.0000,272
149,c0337b68e1243e9b,387782019,7715870,SHADOW,242,255.2000,273
150,aa744f2b3ad8248,403178883,7633161,AETHER,242,254.6000,278
151,a268017980a84c08,393570224,7658412,IDENTITY,239,254.9000,271
152,edbc4b5e9782609a,403142053,7701612,SYNTAX,242,255.6000,271
153,391f050ccc264772,379649922,7606444,SYNTAX,243,254.6000,270
154,b59a83d208bd1afa,401896232,7657171,AETHER,242,253.3000,270
155,54d3bd5f26cee454,401058055,7736220,IDENTITY,238,255.2000,272
156,a0ee2e86cb8a1f85,390757707,7638708,NETWORK,240,255.2000,275
157,3bfed024cf748335,371496132,7693359,AETHER,241,255.5000,277
158,95ff07f49f6f3eff,386949051,7665191,IDENTITY,239,254.2000,266
159,dc8abd5152fbbf23,382505799,7586729,IDENTITY,240,253.7000,274
160,bb4c4e486eeb2bf1,387071153,7693735,SHADOW,243,255.0000,272
161,87026bd2686ab1e,395914598,7665234,NETWORK,241,255.2000,272
162,5566a0a5e91e3869,416496969,7604651,SYNTAX,245,255.9000,270
163,d5caa1c57bf51495,388769630,7711380,VOID,242,255.2000,272
164,a19f911151f07a21,408922859,7686485,SYNTAX,238,254.8000,273
165,871d6a48a34478a6,409095534,7637855,SYNTAX,243,254.9000,276
166,e4a6e23a12139ef8,389236992,7627677,SYNTAX,238,254.3000,270
167,c8922e2f48c2885d,393036399,7687394,SYNTAX,241,255.9000,274
168,d85f37e690bce45c,383747003,7704899,IDENTITY,237,254.1000,272
169,790ee0943f6f3120,370960872,7648384,SYNTAX,240,254.8000,268
170,9e08e7f4da1c01a2,402889292,7633021,IDENTITY,240,253.5000,268
171,e885e4a267f0e4fa,409599234,7666334,AETHER,243,255.1000,275
172,ff4a37980f4319f3,381987284,7705245,SYNTAX,243,254.7000,272
173,dcde4b235090427f,394214856,7708912,SHADOW,236,255.8000,269
174,bd9d5e511852716e,397926751,7691113,SHADOW,238,254.7000,270
175,9b28bd61c5349164,394785498,7634098,SYNTAX,239,255.3000,272
176,1b9dcdb1c6f604e2,385810314,7774270,SYNTAX,244,254.7000,273
177,e93ae20d52a2f2cb,377798302,7649474,AETHER,239,253.6000,273
178,d47482fe994a2a6b,374951121,7608088,SYNTAX,240,254.2000,273
179,40da23100476d73f,372362020,7687634,VOID,240,254.9000,272
180,41ef7ab9f91b070,385887686,7695333,IDENTITY,244,255.6000,269
181,5355de8f99d83e75,380823675,7645060,IDENTITY,240,255.0000,269
182,7cb75a905c46ed88,383443868,7661590,IDENTITY,242,254.3000,271
183,a4ae195c854ed9f1,395181589,7652570,SYNTAX,238,254.2000,272
184,3336dfc8af63f0d1,379448417,7657754,NETWORK,243,254.3000,272
185,10a5449ccdc88e,393524423,7657826,IDENTITY,240,254.2000,274
186,e0dbde2b1800c57e,384548383,7729378,IDENTITY,244,255.3000,268
187,820552a1a4603c8e,394266642,7711294,SHADOW,242,256.0000,273
188,8ebf735ade9943f9,384691327,7611045,VOID,243,255.2000,270
189,bee11c12cc86c3ca,375185571,7597048,SYNTAX,242,254.0000,267
190,3475a408240e9750,374468710,7607306,SYNTAX,240,255.2000,267
191,5b9b8432d9ad4f03,393070333,7675055,SYNTAX,239,254.4000,269
192,1b3b80190208392d,399341193,7685470,SYNTAX,241,255.7000,269
193,5e5bb959a8045c32,397362477,7647011,SYNTAX,239,256.1000,272
194,e3ac0c98c5b771a0,377689383,7656345,SHADOW,243,254.9000,272
195,197bb0ed3964ecda,380771690,7645429,SYNTAX,238,253.8000,273
196,5803ac583c39ed54,372810046,7645937,IDENTITY,243,254.9000,267
197,1409ec9b42a2b6b8,399205831,7618783,SYNTAX,242,254.4000,271
198,4972c41a99edbf9f,376264873,7592584,IDENTITY,242,253.9000,270
199,e697a98b03af1789,388483982,7673371,VOID,241,255.1000,271
200,a765439124f7d3d9,398202236,7636410,AETHER,238,254.0000,268
201,768b046875d62394,396483679,7736940,SHADOW,243,255.0000,274
202,aa7a922d95a98ee4,370249367,7597858,IDENTITY,242,256.3000,276
203,939ef00c969490cd,389848770,7692122,IDENTITY,236,253.1000,268
204,ffa7d11214b22c33,380025528,7601699,SYNTAX,234,254.3000,272
205,835ed91ddc67810a,377006210,7672660,IDENTITY,242,255.0000,268
206,886a3b4b6849991e,422824144,7671142,SYNTAX,235,254.6000,268
207,cb9a21d6bacc4c6f,398418359,7749244,IDENTITY,241,254.1000,273
208,dc596d3cc3ecd626,392985010,7709769,SHADOW,242,255.5000,269
209,b1efa5ba6d6ed638,406473070,7688509,NETWORK,240,255.5000,273
210,6f2304707e837645,400580477,7681968,SYNTAX,241,254.0000,271
211,2d944272a6ee43c6,417367851,7617694,SIGNAL,245,254.7000,269
212,1a830871d0416248,388567667,7701003,VOID,240,254.8000,274
213,b6d942ef13c4f088,400514794,7652004,AETHER,240,253.4000,268
214,6d66367a3c6a8e5,395344913,7696742,SYNTAX,240,255.4000,270
215,48802a2f667f2a6e,396940004,7692009,AETHER,240,253.4000,272
216,8a9d88954cb83c05,396839779,7663915,IDENTITY,240,253.9000,270
217,4f1489cca6eaa256,402959327,7635244,IDENTITY,238,254.3000,266
218,2d9db4b33372f6a2,392028315,7710269,IDENTITY,245,255.9000,271
219,2130e5941dd0250a,393122204,7703585,IDENTITY,233,253.9000,271
220,a6394b113acda75b,400890805,7571854,AETHER,240,254.4000,275
221,bac20574f5c965f4,386548537,7680093,IDENTITY,242,254.3000,272
222,ec35498a51dfa31e,390452936,7618237,SYNTAX,239,254.9000,275
223,836436949360267e,406054679,7685624,SYNTAX,240,253.1000,269
224,4073307695441ddc,396919601,7652665,IDENTITY,238,254.0000,272
225,8a77174a7819fd81,392622572,7620193,IDENTITY,238,253.9000,276
226,717e9e6a48feaf05,386641176,7622173,IDENTITY,237,254.5000,272
227,d379c46737abd722,393106248,7790303,SYNTAX,238,254.3000,271
228,45d4b2185c67dbbf,381045015,7665580,SYNTAX,243,254.5000,272
229,b630d58056dd3ed2,393322790,7688452,SHADOW,237,254.8000,272
230,792948309f4e308c,402015941,7660200,IDENTITY,237,255.6000,271
231,259d30973417e74d,386517442,7742068,SYNTAX,242,255.8000,275
232,63a349a4ec5b0753,399449036,7626975,NETWORK,239,254.3000,278
233,866cbfd0ba15078f,398334205,7655545,AETHER,244,255.2000,268
234,613223271d3e682,387997300,7641431,IDENTITY,242,254.0000,272
235,553468281b9d50e5,388976208,7692034,NETWORK,239,254.5000,274
236,3ee5f6f23134230d,375279662,7713710,SYNTAX,239,255.1000,268
237,ba4dff955fb94b5a,399438809,7649124,AETHER,241,253.4000,273
238,25bf30b49164dbf2,400028132,7581758,SYNTAX,240,253.5000,271
239,57287ad59ebbe806,391278802,7664803,SYNTAX,241,255.5000,276
240,da7f67ad9843e1d6,362827019,7644627,IDENTITY,240,254.4000,270
241,3d593960d5c5b09,363754755,7632637,SYNTAX,235,253.6000,271
242,56731c2e221e6b10,389211384,7612408,AETHER,241,254.2000,275
243,ceea5f72602686f6,398075087,7704955,IDENTITY,242,254.7000,272
244,5af55f344827ac1d,384851406,7690085,IDENTITY,240,255.4000,271
245,e462007e19caf5c1,366178679,7747754,SYNTAX,240,256.4000,273
246,fe9b3048728f3a15,387931170,7680837,NETWORK,236,255.0000,273
247,2656f07058a25d8d,396933919,7641724,SYNTAX,236,254.2000,269
248,bda5d91ea5d6f437,405101956,7649897,AETHER,241,253.4000,269
249,a6d4d870c5b1d149,399530176,7651410,IDENTITY,239,254.4000,275
250,66f26be16540d46b,366984664,7680474,IDENTITY,243,256.1000,271
251,40021388ada47417,386860834,7647685,SYNTAX,243,254.9000,272
252,c2b1094786a53923,385562238,7652474,NETWORK,242,254.4000,269
253,9de5ced654149156,400194552,7736921,SYNTAX,239,255.3000,272
254,c8c65c18e915af97,394648612,7611879,SYNTAX,236,255.0000,271
255,ef84b9a82c2c8d15,407154540,7710276,AETHER,242,254.1000,272
256,f648421a27ca8ae0,367500255,7708143,NETWORK,243,255.7000,276
257,85192a2d3a2b7feb,389709024,7683217,AETHER,241,254.8000,271
258,e74875695d6fea0e,387122338,7622387,AETHER,239,254.4000,275
259,ee0ddbb1acada5b3,397988281,7661701,SYNTAX,240,253.8000,271
260,f7990045e3ac673a,383370256,7681266,VOID,238,254.7000,272
261,9012e1239c988404,387714959,7614353,IDENTITY,241,254.9000,270
262,7c9042c6ebecf2ff,372049480,7734300,SYNTAX,239,255.6000,271
263,9acd2c06026dee31,379448156,7674125,SYNTAX,241,254.3000,271
264,519b7962f1658152,388111296,7729785,SYNTAX,241,254.1000,271
265,60b3b86a11d1576d,381585912,7657162,SIGNAL,245,255.4000,277
266,b181e8ef6415a8c6,382149512,7681285,SYNTAX,234,254.5000,272
267,fef9dbcc789d70a2,393697584,7649134,IDENTITY,238,254.4000,268
268,8099a6ba9b2db9ea,385989831,7635868,IDENTITY,237,255.0000,273
269,b3b913994fc95866,371578030,7679690,IDENTITY,239,253.4000,269
270,af907224964b1b09,387821237,7669801,IDENTITY,240,255.7000,272
271,738b82a72a681b07,392850116,7629174,SYNTAX,238,255.5000,270
272,66ccf8b5c09ce43,405416251,7616317,AETHER,239,254.0000,271
273,7851a80236ef9644,391830265,7609947,VOID,241,253.1000,268
274,1833701ff785e74e,375446174,7658806,IDENTITY,240,255.2000,274
275,fc038d4de0a15f42,398889982,7678129,SYNTAX,234,255.1000,268
276,fe990778db8b8b4a,404977216,7697095,SYNTAX,238,254.4000,267
277,5abafbf64f5aaa6a,373398181,7628554,IDENTITY,239,254.7000,269
278,6aab72ba3c7e0d32,340064779,7639816,SYNTAX,237,255.2000,271
279,9a8c2f39ea9abcf,369657717,7638015,NETWORK,242,254.0000,267
280,6bc549ab8f0fcadc,371610140,7620535,SYNTAX,237,254.4000,269
281,3550b6b1a33444b2,399885427,7675168,SHADOW,238,254.6000,273
282,165bba5d18444d1b,399729044,7646088,SYNTAX,238,255.9000,274
283,9eb246362f62f96b,375516196,7612130,IDENTITY,238,255.0000,273
284,a1f089632dabb8dc,397676198,7684354,SYNTAX,235,253.7000,269
285,215e38b864239e0,386961660,7631931,SYNTAX,234,254.6000,272
286,5d24616f679b00a9,402355701,7637381,IDENTITY,241,255.2000,272
287,4dfcd4f8ffe3822d,387580803,7683113,SYNTAX,242,254.6000,268
288,879c930ad90faa3e,391300305,7629318,SYNTAX,234,254.9000,274
289,52a3308027f09dcb,383977455,7661890,SYNTAX,241,255.5000,274
290,769d359e6a5be7b,393060481,7659401,SYNTAX,240,254.6000,271
291,6e5dcf332db76a11,412823877,7723697,IDENTITY,242,255.8000,268
292,cd2ee1bb85263d1b,377112913,7613573,IDENTITY,241,254.9000,269
293,dc1e41f83bbe9d30,385531256,7634581,SYNTAX,239,255.7000,270
294,3e77338f7f648d0,380196035,7649171,SYNTAX,238,253.6000,267
295,8cd0ceb7af3a4a7f,382911991,7705055,IDENTITY,243,253.2000,264
296,f29b706243a9dc44,379021463,7646082,SHADOW,242,254.9000,275
297,cb51ca2bcc13b05b,372628182,7612813,SYNTAX,245,255.3000,269
298,8001c9a35a09dfc7,383857255,7594967,NETWORK,240,254.0000,273
299,f8efa7d01822cb2f,382085032,7707491,IDENTITY,242,254.6000,272
300,3dc72a54150dbaae,380513685,7618768,SHADOW,240,254.6000,270
301,1a432f366eba4879,389981162,7655348,IDENTITY,242,254.7000,268
302,3f17d8692029ab3a,363026122,7672438,SYNTAX,238,253.5000,266
303,416c1c4a98a5fdcb,388007067,7685944,VOID,242,254.0000,271
304,878e91713bdc0707,377499950,7723988,IDENTITY,238,254.0000,268
305,e8e35646f9b5e556,380178471,7737610,SYNTAX,243,254.7000,272
306,ea097a649c8a2310,411270207,7664709,IDENTITY,237,254.5000,273
307,369aff42c22886dd,363580391,7709918,IDENTITY,237,255.7000,267
308,bff26c523407822b,383774631,7644212,IDENTITY,240,253.1000,270
309,a97d84fa0950b330,370139662,7687326,IDENTITY,238,254.6000,270
310,63190c376799568,391470550,7614888,SYNTAX,237,252.9000,269
311,32939a3f678272da,385230482,7662324,IDENTITY,236,255.0000,270
312,c1d6f6e8484d6582,388930278,7717929,AETHER,244,255.0000,270
313,9d0f5fb78e621880,385741581,7634229,AETHER,241,254.1000,271
314,76e881fbbf8a4b83,396523440,7646790,VOID,242,256.2000,274
315,85be71d65653e150,378070856,7649644,IDENTITY,240,254.3000,273
316,970cd1af0279e750,405695268,7696836,NETWORK,242,255.5000,271
317,e675938c491b9be0,385269097,7683139,IDENTITY,236,254.5000,272
318,c9212166f71eee9c,404813689,7617369,NETWORK,238,253.8000,269
319,5f33f1303b219178,388588100,7630792,IDENTITY,242,254.1000,268
320,2477008279f865,394260254,7718646,IDENTITY,240,254.8000,270
321,e36543695f773e77,377009784,7649018,SYNTAX,237,253.9000,266
322,6679e421070b530f,387718414,7693345,SYNTAX,245,254.8000,272
323,2b4f5f9a0a41b26f,393510299,7694592,IDENTITY,244,254.8000,270
324,d3beeaf8cb11caa1,400937813,7688295,SHADOW,243,255.4000,270
325,6ca653588a9665fc,385422602,7706618,SYNTAX,240,255.1000,277
326,1a7a0222f1dca455,390880151,7574675,SYNTAX,235,253.6000,265
327,4c8d3182f0f806da,408004137,7653858,SYNTAX,242,254.2000,269
328,2ada12891c4e0ead,391401135,7680737,SHADOW,240,255.5000,271
329,165a862150c699b2,401300724,7661196,IDENTITY,239,253.8000,275
330,44e43c2bb71cd321,386835542,7602466,SYNTAX,241,253.4000,267
331,375e95be22b5bb,389726852,7773899,SYNTAX,235,255.6000,270
332,a37c9c7f135b31f9,401838746,7726389,AETHER,245,254.8000,271
333,d77777f6dd5c9ed7,374243872,7682890,IDENTITY,242,254.6000,272
334,f4702de8c9e5cc1d,370697605,7591705,SYNTAX,237,255.7000,277
335,24ea8bc6702e6ab7,370460454,7649538,IDENTITY,240,255.6000,274
336,efe7facb9dba20d6,387315126,7576690,AETHER,241,253.6000,266
337,70927167fc9268e7,374942967,7712566,SYNTAX,237,253.8000,267
338,7964ea5dd911cc04,391761000,7646205,SYNTAX,240,255.0000,268
339,7173ab4886428f1d,372476590,7740093,IDENTITY,243,255.2000,271
340,52a58e8719e77e1e,412006539,7679587,IDENTITY,240,255.4000,269
341,affa1e75ffb590b3,385163335,7702072,IDENTITY,240,255.5000,270
342,3db9f19bb3a8cdf3,378977271,7694898,SHADOW,241,255.4000,272
343,c7aadee1feeea80b,406196460,7633022,SHADOW,239,255.7000,272
344,c87d330a571237c5,376561545,7652493,IDENTITY,240,253.3000,267
345,caf697c39511e5b0,384621696,7688573,SYNTAX,238,254.8000,270
346,cce785a5c3681396,383775563,7734617,SYNTAX,240,255.9000,272
347,bee2e2dfec56f701,382127449,7655321,SYNTAX,241,255.0000,272
348,e54d8a524ee2f846,384013271,7644436,SYNTAX,241,254.4000,276
349,64059b8f2e1a5605,410999336,7704193,IDENTITY,240,255.0000,269
350,b363e6946641d269,395624725,7659196,SYNTAX,238,253.9000,269
351,55dc2b9c185bde3d,383348116,7589559,AETHER,241,254.1000,273
352,892d831122d29256,408294513,7634787,IDENTITY,237,254.1000,269
353,15a4db04a0f79974,376283006,7666770,NETWORK,240,254.6000,271
354,cfdb72b207576032,382003816,7646036,AETHER,240,254.0000,272
355,d502e59264fe6d2e,396620273,7736690,IDENTITY,241,254.7000,269
356,2390e0cefdd87de1,374688038,7610550,SYNTAX,239,253.8000,268
357,330cec239291d10c,367724851,7716990,SHADOW,241,254.6000,268
358,28a4b450bf4f1748,397487267,7621419,SYNTAX,234,253.3000,270
359,180d45114326ad57,387275219,7681156,SYNTAX,239,253.3000,266
360,5bbdfbc4ecfcdee8,380378946,7714178,SYNTAX,240,254.3000,271
361,3afe31c895b8ab63,382287743,7695987,SYNTAX,238,254.9000,274
362,f24d3f1f42a9f79d,389113686,7622896,IDENTITY,238,255.2000,273
363,ca0c965b64c6b31a,391633114,7627902,SYNTAX,242,253.6000,267
364,11b9635de4af471c,407846080,7654686,IDENTITY,237,255.5000,273
365,b69b58ef601700bc,385139804,7611858,SHADOW,242,254.5000,271
366,7fdd32ba1ffde1f8,383384571,7640315,IDENTITY,239,254.5000,265
367,9f9733a483b5eca,368149133,7645518,IDENTITY,240,254.6000,272
368,1668ca226e3d049b,403404209,7600969,SYNTAX,238,253.8000,268
369,c036e97f78c3e5f6,378232154,7699697,SYNTAX,239,255.0000,268
370,a0928bb2c757ad80,405113259,7697031,IDENTITY,243,254.5000,271
371,f1eb410bc7c814f4,412525366,7684650,SYNTAX,237,255.4000,273
372,3e24d52612e85616,399214429,7660109,SYNTAX,238,254.0000,270
373,d99bfc7a0548096e,398696620,7665785,IDENTITY,241,253.9000,275
374,b8c127b13b9625ab,392254296,7653922,NETWORK,240,256.0000,269
375,dcbb822ff639dc2,391763567,7659037,NETWORK,242,254.3000,273
