cell_id,target,D,draw_id,N,members_per_fam,active_mask,aim,e_total,evals_actual,repr_score,reach_score,certified_solve,best_test_acc,has_req
1866,8,2,2,8,4,17,0.25,60,56,0.8733,0.8733,false,0.9367,false
1867,8,2,2,8,4,17,0.25,60,56,0.8733,0.8733,false,0.9367,false
1868,8,2,2,8,4,17,0.25,240,236,0.8733,0.8733,false,0.9367,false
1869,8,2,2,8,4,17,0.25,240,236,0.8733,0.8733,false,0.9367,false
1870,8,2,2,8,4,17,0.25,960,372,0.8733,0.8733,false,0.9367,false
1871,8,2,2,8,4,17,0.25,960,380,0.8733,0.8733,false,0.9367,false
1872,8,2,2,8,4,17,0.50,60,56,0.8733,0.8733,false,0.9367,false
1873,8,2,2,8,4,17,0.50,60,56,0.8733,0.8733,false,0.9367,false
1874,8,2,2,8,4,17,0.50,240,240,0.8733,0.8733,false,0.9367,false
1875,8,2,2,8,4,17,0.50,240,236,0.8733,0.8733,false,0.9367,false
1876,8,2,2,8,4,17,0.50,960,384,0.8733,0.8733,false,0.9367,false
1877,8,2,2,8,4,17,0.50,960,524,0.8733,0.8733,false,0.9367,false
1878,8,2,2,8,4,17,0.75,60,60,0.8733,0.8733,false,0.9367,false
1879,8,2,2,8,4,17,0.75,60,60,0.8733,0.8733,false,0.9367,false
1880,8,2,2,8,4,17,0.75,240,236,0.8733,0.8733,false,0.9367,false
1881,8,2,2,8,4,17,0.75,240,240,0.8733,0.8733,false,0.9367,false
1882,8,2,2,8,4,17,0.75,960,372,0.8733,0.8733,false,0.9367,false
1883,8,2,2,8,4,17,0.75,960,376,0.8733,0.8733,false,0.9367,false
1884,8,2,2,8,4,17,1.00,60,60,0.8733,0.8733,false,0.9367,false
1885,8,2,2,8,4,17,1.00,60,60,0.8733,0.8733,false,0.9367,false
1886,8,2,2,8,4,17,1.00,240,240,0.8733,0.8667,false,0.9333,false
1887,8,2,2,8,4,17,1.00,240,240,0.8733,0.8533,false,0.9267,false
1888,8,2,2,8,4,17,1.00,960,368,0.8733,0.8667,false,0.9333,false
1889,8,2,2,8,4,17,1.00,960,368,0.8733,0.8667,false,0.9333,false
1890,0,2,3,8,4,3,0.00,60,56,1.0000,0.6800,false,0.8400,true
1891,0,2,3,8,4,3,0.00,60,56,1.0000,1.0000,true,1.0000,true
1892,0,2,3,8,4,3,0.00,240,236,1.0000,1.0000,true,1.0000,true
1893,0,2,3,8,4,3,0.00,240,204,1.0000,1.0000,true,1.0000,true
1894,0,2,3,8,4,3,0.00,960,228,1.0000,1.0000,true,1.0000,true
1895,0,2,3,8,4,3,0.00,960,384,1.0000,1.0000,true,1.0000,true
1896,0,2,3,8,4,3,0.25,60,56,1.0000,0.6867,false,0.8433,true
1897,0,2,3,8,4,3,0.25,60,60,1.0000,1.0000,true,1.0000,true
1898,0,2,3,8,4,3,0.25,240,236,1.0000,1.0000,true,1.0000,true
1899,0,2,3,8,4,3,0.25,240,236,1.0000,1.0000,true,1.0000,true
1900,0,2,3,8,4,3,0.25,960,304,1.0000,1.0000,true,1.0000,true
1901,0,2,3,8,4,3,0.25,960,480,1.0000,1.0000,true,1.0000,true
1902,0,2,3,8,4,3,0.50,60,56,1.0000,0.6600,false,0.8300,true
1903,0,2,3,8,4,3,0.50,60,56,1.0000,1.0000,true,1.0000,true
1904,0,2,3,8,4,3,0.50,240,236,1.0000,1.0000,true,1.0000,true
1905,0,2,3,8,4,3,0.50,240,240,1.0000,1.0000,true,1.0000,true
1906,0,2,3,8,4,3,0.50,960,380,1.0000,1.0000,true,1.0000,true
1907,0,2,3,8,4,3,0.50,960,452,1.0000,1.0000,true,1.0000,true
1908,0,2,3,8,4,3,0.75,60,56,1.0000,0.6733,false,0.8367,true
1909,0,2,3,8,4,3,0.75,60,56,1.0000,1.0000,true,1.0000,true
1910,0,2,3,8,4,3,0.75,240,236,1.0000,1.0000,true,1.0000,true
1911,0,2,3,8,4,3,0.75,240,236,1.0000,1.0000,true,1.0000,true
1912,0,2,3,8,4,3,0.75,960,376,1.0000,1.0000,true,1.0000,true
1913,0,2,3,8,4,3,0.75,960,368,1.0000,1.0000,true,1.0000,true
1914,0,2,3,8,4,3,1.00,60,60,1.0000,1.0000,true,1.0000,true
1915,0,2,3,8,4,3,1.00,60,60,1.0000,0.6667,false,0.8333,true
1916,0,2,3,8,4,3,1.00,240,240,1.0000,1.0000,true,1.0000,true
1917,0,2,3,8,4,3,1.00,240,240,1.0000,1.0000,true,1.0000,true
1918,0,2,3,8,4,3,1.00,960,368,1.0000,1.0000,true,1.0000,true
1919,0,2,3,8,4,3,1.00,960,368,1.0000,1.0000,true,1.0000,true
1920,1,2,3,8,4,3,0.00,60,56,1.0000,1.0000,true,1.0000,true
1921,1,2,3,8,4,3,0.00,60,56,1.0000,0.4600,false,0.7300,true
1922,1,2,3,8,4,3,0.00,240,236,1.0000,1.0000,true,1.0000,true
1923,1,2,3,8,4,3,0.00,240,116,1.0000,1.0000,true,1.0000,true
1924,1,2,3,8,4,3,0.00,960,480,1.0000,1.0000,true,1.0000,true
1925,1,2,3,8,4,3,0.00,960,480,1.0000,1.0000,true,1.0000,true
1926,1,2,3,8,4,3,0.25,60,56,1.0000,0.4400,false,0.7200,true
1927,1,2,3,8,4,3,0.25,60,56,1.0000,1.0000,true,1.0000,true
1928,1,2,3,8,4,3,0.25,240,136,1.0000,1.0000,true,1.0000,true
1929,1,2,3,8,4,3,0.25,240,116,1.0000,1.0000,true,1.0000,true
1930,1,2,3,8,4,3,0.25,960,480,1.0000,1.0000,true,1.0000,true
1931,1,2,3,8,4,3,0.25,960,200,1.0000,1.0000,true,1.0000,true
1932,1,2,3,8,4,3,0.50,60,56,1.0000,1.0000,true,1.0000,true
1933,1,2,3,8,4,3,0.50,60,60,1.0000,1.0000,true,1.0000,true
1934,1,2,3,8,4,3,0.50,240,116,1.0000,1.0000,true,1.0000,true
1935,1,2,3,8,4,3,0.50,240,112,1.0000,1.0000,true,1.0000,true
1936,1,2,3,8,4,3,0.50,960,124,1.0000,1.0000,true,1.0000,true
1937,1,2,3,8,4,3,0.50,960,140,1.0000,1.0000,true,1.0000,true
1938,1,2,3,8,4,3,0.75,60,60,1.0000,1.0000,true,1.0000,true
1939,1,2,3,8,4,3,0.75,60,60,1.0000,0.4200,false,0.7100,true
1940,1,2,3,8,4,3,0.75,240,112,1.0000,1.0000,true,1.0000,true
1941,1,2,3,8,4,3,0.75,240,112,1.0000,1.0000,true,1.0000,true
1942,1,2,3,8,4,3,0.75,960,132,1.0000,1.0000,true,1.0000,true
1943,1,2,3,8,4,3,0.75,960,112,1.0000,1.0000,true,1.0000,true
1944,1,2,3,8,4,3,1.00,60,60,1.0000,1.0000,true,1.0000,true
1945,1,2,3,8,4,3,1.00,60,60,1.0000,1.0000,true,1.0000,true
1946,1,2,3,8,4,3,1.00,240,112,1.0000,1.0000,true,1.0000,true
1947,1,2,3,8,4,3,1.00,240,112,1.0000,1.0000,true,1.0000,true
1948,1,2,3,8,4,3,1.00,960,112,1.0000,1.0000,true,1.0000,true
1949,1,2,3,8,4,3,1.00,960,112,1.0000,1.0000,true,1.0000,true
1950,2,2,3,8,4,3,0.00,60,56,0.1733,0.0000,false,0.5000,false
1951,2,2,3,8,4,3,0.00,60,56,0.1733,0.0133,false,0.5067,false
1952,2,2,3,8,4,3,0.00,240,212,0.1733,0.0000,false,0.4933,false
1953,2,2,3,8,4,3,0.00,240,156,0.1733,0.0000,false,0.4933,false
1954,2,2,3,8,4,3,0.00,960,468,0.1733,0.0000,false,0.4933,false
1955,2,2,3,8,4,3,0.00,960,368,0.1733,0.0000,false,0.4933,false
1956,2,2,3,8,4,3,0.25,60,56,0.1733,0.0067,false,0.5033,false
1957,2,2,3,8,4,3,0.25,60,56,0.1733,0.0067,false,0.5033,false
1958,2,2,3,8,4,3,0.25,240,112,0.1733,0.0000,false,0.5000,false
1959,2,2,3,8,4,3,0.25,240,160,0.1733,0.0133,false,0.5067,false
1960,2,2,3,8,4,3,0.25,960,480,0.1733,0.0000,false,0.4933,false
1961,2,2,3,8,4,3,0.25,960,480,0.1733,0.0000,false,0.4933,false
1962,2,2,3,8,4,3,0.50,60,56,0.1733,0.0067,false,0.5033,false
1963,2,2,3,8,4,3,0.50,60,56,0.1733,0.0533,false,0.5267,false
1964,2,2,3,8,4,3,0.50,240,176,0.1733,0.0533,false,0.5267,false
1965,2,2,3,8,4,3,0.50,240,116,0.1733,0.0200,false,0.5100,false
1966,2,2,3,8,4,3,0.50,960,288,0.1733,0.0000,false,0.5000,false
1967,2,2,3,8,4,3,0.50,960,144,0.1733,0.0333,false,0.5167,false
1968,2,2,3,8,4,3,0.75,60,60,0.1733,0.0067,false,0.5033,false
1969,2,2,3,8,4,3,0.75,60,56,0.1733,0.0000,false,0.5000,false
1970,2,2,3,8,4,3,0.75,240,112,0.1733,0.0000,false,0.5000,false
1971,2,2,3,8,4,3,0.75,240,112,0.1733,0.0000,false,0.5000,false
1972,2,2,3,8,4,3,0.75,960,112,0.1733,0.0000,false,0.5000,false
1973,2,2,3,8,4,3,0.75,960,128,0.1733,0.0333,false,0.5167,false
1974,2,2,3,8,4,3,1.00,60,60,0.1733,0.0067,false,0.5033,false
1975,2,2,3,8,4,3,1.00,60,60,0.1733,0.0133,false,0.5067,false
1976,2,2,3,8,4,3,1.00,240,112,0.1733,0.0000,false,0.5000,false
1977,2,2,3,8,4,3,1.00,240,112,0.1733,0.0000,false,0.5000,false
1978,2,2,3,8,4,3,1.00,960,112,0.1733,0.0000,false,0.5000,false
1979,2,2,3,8,4,3,1.00,960,112,0.1733,0.0000,false,0.5000,false
1980,3,2,3,8,4,3,0.00,60,56,0.2333,0.1467,false,0.5733,false
1981,3,2,3,8,4,3,0.00,60,56,0.2333,0.1800,false,0.5900,false
1982,3,2,3,8,4,3,0.00,240,236,0.2333,0.1400,false,0.5700,false
1983,3,2,3,8,4,3,0.00,240,148,0.2333,0.1333,false,0.5667,false
1984,3,2,3,8,4,3,0.00,960,244,0.2333,0.1400,false,0.5700,false
1985,3,2,3,8,4,3,0.00,960,480,0.2333,0.1333,false,0.5667,false
1986,3,2,3,8,4,3,0.25,60,56,0.2333,0.1400,false,0.5700,false
1987,3,2,3,8,4,3,0.25,60,56,0.2333,0.1733,false,0.5867,false
1988,3,2,3,8,4,3,0.25,240,236,0.2333,0.1333,false,0.5667,false
1989,3,2,3,8,4,3,0.25,240,236,0.2333,0.1400,false,0.5700,false
1990,3,2,3,8,4,3,0.25,960,480,0.2333,0.1333,false,0.5667,false
1991,3,2,3,8,4,3,0.25,960,480,0.2333,0.1333,false,0.5667,false
1992,3,2,3,8,4,3,0.50,60,56,0.2333,0.1400,false,0.5700,false
1993,3,2,3,8,4,3,0.50,60,56,0.2333,0.1867,false,0.5933,false
1994,3,2,3,8,4,3,0.50,240,236,0.2333,0.1400,false,0.5700,false
1995,3,2,3,8,4,3,0.50,240,240,0.2333,0.1467,false,0.5733,false
1996,3,2,3,8,4,3,0.50,960,424,0.2333,0.1333,false,0.5667,false
1997,3,2,3,8,4,3,0.50,960,452,0.2333,0.1333,false,0.5667,false
1998,3,2,3,8,4,3,0.75,60,60,0.2333,0.1667,false,0.5833,false
1999,3,2,3,8,4,3,0.75,60,60,0.2333,0.1400,false,0.5700,false
2000,3,2,3,8,4,3,0.75,240,236,0.2333,0.1400,false,0.5700,false
2001,3,2,3,8,4,3,0.75,240,240,0.2333,0.1400,false,0.5700,false
2002,3,2,3,8,4,3,0.75,960,376,0.2333,0.1333,false,0.5667,false
2003,3,2,3,8,4,3,0.75,960,376,0.2333,0.1333,false,0.5667,false
2004,3,2,3,8,4,3,1.00,60,60,0.2333,0.1600,false,0.5800,false
2005,3,2,3,8,4,3,1.00,60,60,0.2333,0.1600,false,0.5800,false
2006,3,2,3,8,4,3,1.00,240,240,0.2333,0.1400,false,0.5700,false
2007,3,2,3,8,4,3,1.00,240,240,0.2333,0.1667,false,0.5833,false
2008,3,2,3,8,4,3,1.00,960,368,0.2333,0.1333,false,0.5667,false
2009,3,2,3,8,4,3,1.00,960,368,0.2333,0.1333,false,0.5667,false
2010,4,2,3,8,4,3,0.00,60,56,0.7267,0.6733,false,0.8367,false
2011,4,2,3,8,4,3,0.00,60,56,0.7267,0.7133,false,0.8567,false
2012,4,2,3,8,4,3,0.00,240,236,0.7267,0.7133,false,0.8567,false
2013,4,2,3,8,4,3,0.00,240,240,0.7267,0.7133,false,0.8567,false
2014,4,2,3,8,4,3,0.00,960,128,0.7267,0.7133,false,0.8567,false
2015,4,2,3,8,4,3,0.00,960,480,0.7267,0.7000,false,0.8500,false
2016,4,2,3,8,4,3,0.25,60,56,0.7267,0.7133,false,0.8567,false
2017,4,2,3,8,4,3,0.25,60,56,0.7267,0.7200,false,0.8600,false
2018,4,2,3,8,4,3,0.25,240,160,0.7267,0.7133,false,0.8567,false
2019,4,2,3,8,4,3,0.25,240,240,0.7267,0.7000,false,0.8500,false
2020,4,2,3,8,4,3,0.25,960,284,0.7267,0.7133,false,0.8567,false
2021,4,2,3,8,4,3,0.25,960,372,0.7267,0.7000,false,0.8500,false
2022,4,2,3,8,4,3,0.50,60,60,0.7267,0.7133,false,0.8567,false
2023,4,2,3,8,4,3,0.50,60,56,0.7267,0.7133,false,0.8567,false
2024,4,2,3,8,4,3,0.50,240,236,0.7267,0.7133,false,0.8567,false
2025,4,2,3,8,4,3,0.50,240,240,0.7267,0.7133,false,0.8567,false
2026,4,2,3,8,4,3,0.50,960,372,0.7267,0.7000,false,0.8500,false
2027,4,2,3,8,4,3,0.50,960,480,0.7267,0.7000,false,0.8500,false
2028,4,2,3,8,4,3,0.75,60,56,0.7267,0.7133,false,0.8567,false
2029,4,2,3,8,4,3,0.75,60,60,0.7267,0.7133,false,0.8567,false
2030,4,2,3,8,4,3,0.75,240,236,0.7267,0.7133,false,0.8567,false
2031,4,2,3,8,4,3,0.75,240,236,0.7267,0.7067,false,0.8533,false
2032,4,2,3,8,4,3,0.75,960,368,0.7267,0.7000,false,0.8500,false
2033,4,2,3,8,4,3,0.75,960,384,0.7267,0.7000,false,0.8500,false
2034,4,2,3,8,4,3,1.00,60,60,0.7267,0.7133,false,0.8567,false
2035,4,2,3,8,4,3,1.00,60,60,0.7267,0.7133,false,0.8567,false
2036,4,2,3,8,4,3,1.00,240,240,0.7267,0.7067,false,0.8533,false
2037,4,2,3,8,4,3,1.00,240,240,0.7267,0.7133,false,0.8567,false
2038,4,2,3,8,4,3,1.00,960,368,0.7267,0.7000,false,0.8500,false
2039,4,2,3,8,4,3,1.00,960,368,0.7267,0.7000,false,0.8500,false
2040,5,2,3,8,4,3,0.00,60,56,0.1933,0.0467,false,0.5233,false
2041,5,2,3,8,4,3,0.00,60,60,0.1933,0.0333,false,0.5167,false
2042,5,2,3,8,4,3,0.00,240,236,0.1933,0.1000,false,0.5500,false
2043,5,2,3,8,4,3,0.00,240,236,0.1933,0.0667,false,0.5333,false
2044,5,2,3,8,4,3,0.00,960,332,0.1933,0.0200,false,0.5100,false
2045,5,2,3,8,4,3,0.00,960,124,0.1933,0.0000,false,0.5000,false
2046,5,2,3,8,4,3,0.25,60,56,0.1933,0.1333,false,0.5667,false
2047,5,2,3,8,4,3,0.25,60,56,0.1933,0.0933,false,0.5467,false
2048,5,2,3,8,4,3,0.25,240,120,0.1933,0.0133,false,0.5067,false
2049,5,2,3,8,4,3,0.25,240,116,0.1933,0.0267,false,0.5133,false
2050,5,2,3,8,4,3,0.25,960,160,0.1933,0.1200,false,0.5600,false
2051,5,2,3,8,4,3,0.25,960,248,0.1933,0.0467,false,0.5233,false
2052,5,2,3,8,4,3,0.50,60,56,0.1933,0.0933,false,0.5467,false
2053,5,2,3,8,4,3,0.50,60,60,0.1933,0.0933,false,0.5467,false
2054,5,2,3,8,4,3,0.50,240,152,0.1933,0.0200,false,0.5100,false
2055,5,2,3,8,4,3,0.50,240,128,0.1933,0.0533,false,0.5267,false
2056,5,2,3,8,4,3,0.50,960,288,0.1933,0.0467,false,0.5233,false
2057,5,2,3,8,4,3,0.50,960,124,0.1933,0.0400,false,0.5200,false
2058,5,2,3,8,4,3,0.75,60,60,0.1933,0.0000,false,0.5000,false
2059,5,2,3,8,4,3,0.75,60,60,0.1933,0.0933,false,0.5467,false
2060,5,2,3,8,4,3,0.75,240,112,0.1933,0.0000,false,0.5000,false
2061,5,2,3,8,4,3,0.75,240,112,0.1933,0.0000,false,0.5000,false
2062,5,2,3,8,4,3,0.75,960,116,0.1933,0.0333,false,0.5167,false
2063,5,2,3,8,4,3,0.75,960,124,0.1933,0.0533,false,0.5267,false
2064,5,2,3,8,4,3,1.00,60,60,0.1933,0.0933,false,0.5467,false
2065,5,2,3,8,4,3,1.00,60,60,0.1933,0.0933,false,0.5467,false
2066,5,2,3,8,4,3,1.00,240,112,0.1933,0.0000,false,0.5000,false
2067,5,2,3,8,4,3,1.00,240,112,0.1933,0.0000,false,0.5000,false
2068,5,2,3,8,4,3,1.00,960,112,0.1933,0.0400,false,0.5200,false
2069,5,2,3,8,4,3,1.00,960,112,0.1933,0.0000,false,0.5000,false
2070,6,2,3,8,4,3,0.00,60,60,0.8067,0.8000,false,0.9000,false
2071,6,2,3,8,4,3,0.00,60,60,0.8067,0.8067,false,0.9033,false
2072,6,2,3,8,4,3,0.00,240,236,0.8067,0.8000,false,0.9000,false
2073,6,2,3,8,4,3,0.00,240,120,0.8067,0.8000,false,0.9000,false
2074,6,2,3,8,4,3,0.00,960,168,0.8067,0.8000,false,0.9000,false
2075,6,2,3,8,4,3,0.00,960,480,0.8067,0.7933,false,0.8967,false
2076,6,2,3,8,4,3,0.25,60,56,0.8067,0.7933,false,0.8967,false
2077,6,2,3,8,4,3,0.25,60,56,0.8067,0.8000,false,0.9000,false
2078,6,2,3,8,4,3,0.25,240,240,0.8067,0.8000,false,0.9000,false
2079,6,2,3,8,4,3,0.25,240,236,0.8067,0.8000,false,0.9000,false
2080,6,2,3,8,4,3,0.25,960,368,0.8067,0.7933,false,0.8967,false
2081,6,2,3,8,4,3,0.25,960,420,0.8067,0.7933,false,0.8967,false
2082,6,2,3,8,4,3,0.50,60,56,0.8067,0.8000,false,0.9000,false
2083,6,2,3,8,4,3,0.50,60,60,0.8067,0.8000,false,0.9000,false
2084,6,2,3,8,4,3,0.50,240,240,0.8067,0.8000,false,0.9000,false
2085,6,2,3,8,4,3,0.50,240,236,0.8067,0.7933,false,0.8967,false
2086,6,2,3,8,4,3,0.50,960,428,0.8067,0.7933,false,0.8967,false
2087,6,2,3,8,4,3,0.50,960,376,0.8067,0.7933,false,0.8967,false
2088,6,2,3,8,4,3,0.75,60,60,0.8067,0.8000,false,0.9000,false
2089,6,2,3,8,4,3,0.75,60,60,0.8067,0.8000,false,0.9000,false
2090,6,2,3,8,4,3,0.75,240,236,0.8067,0.8000,false,0.9000,false
2091,6,2,3,8,4,3,0.75,240,236,0.8067,0.7933,false,0.8967,false
2092,6,2,3,8,4,3,0.75,960,384,0.8067,0.7933,false,0.8967,false
2093,6,2,3,8,4,3,0.75,960,372,0.8067,0.7933,false,0.8967,false
2094,6,2,3,8,4,3,1.00,60,60,0.8067,0.8000,false,0.9000,false
2095,6,2,3,8,4,3,1.00,60,60,0.8067,0.8000,false,0.9000,false
2096,6,2,3,8,4,3,1.00,240,240,0.8067,0.7933,false,0.8967,false
2097,6,2,3,8,4,3,1.00,240,240,0.8067,0.7933,false,0.8967,false
2098,6,2,3,8,4,3,1.00,960,368,0.8067,0.7933,false,0.8967,false
2099,6,2,3,8,4,3,1.00,960,368,0.8067,0.7933,false,0.8967,false
2100,7,2,3,8,4,3,0.00,60,56,0.6467,0.6467,false,0.8233,false
2101,7,2,3,8,4,3,0.00,60,60,0.6467,0.6467,false,0.8233,false
2102,7,2,3,8,4,3,0.00,240,132,0.6467,0.6467,false,0.8233,false
2103,7,2,3,8,4,3,0.00,240,236,0.6467,0.6467,false,0.8233,false
2104,7,2,3,8,4,3,0.00,960,312,0.6467,0.6467,false,0.8233,false
2105,7,2,3,8,4,3,0.00,960,480,0.6467,0.6467,false,0.8233,false
2106,7,2,3,8,4,3,0.25,60,56,0.6467,0.6467,false,0.8233,false
2107,7,2,3,8,4,3,0.25,60,56,0.6467,0.6467,false,0.8233,false
2108,7,2,3,8,4,3,0.25,240,156,0.6467,0.6467,false,0.8233,false
2109,7,2,3,8,4,3,0.25,240,168,0.6467,0.6467,false,0.8233,false
2110,7,2,3,8,4,3,0.25,960,184,0.6467,0.6467,false,0.8233,false
2111,7,2,3,8,4,3,0.25,960,116,0.6467,0.6467,false,0.8233,false
2112,7,2,3,8,4,3,0.50,60,56,0.6467,0.6467,false,0.8233,false
2113,7,2,3,8,4,3,0.50,60,60,0.6467,0.6467,false,0.8233,false
2114,7,2,3,8,4,3,0.50,240,120,0.6467,0.6467,false,0.8233,false
2115,7,2,3,8,4,3,0.50,240,120,0.6467,0.6467,false,0.8233,false
2116,7,2,3,8,4,3,0.50,960,424,0.6467,0.6467,false,0.8233,false
2117,7,2,3,8,4,3,0.50,960,112,0.6467,0.6467,false,0.8233,false
2118,7,2,3,8,4,3,0.75,60,60,0.6467,0.6467,false,0.8233,false
2119,7,2,3,8,4,3,0.75,60,56,0.6467,0.6467,false,0.8233,false
2120,7,2,3,8,4,3,0.75,240,112,0.6467,0.6467,false,0.8233,false
2121,7,2,3,8,4,3,0.75,240,112,0.6467,0.6467,false,0.8233,false
2122,7,2,3,8,4,3,0.75,960,128,0.6467,0.6467,false,0.8233,false
2123,7,2,3,8,4,3,0.75,960,112,0.6467,0.6467,false,0.8233,false
2124,7,2,3,8,4,3,1.00,60,60,0.6467,0.6467,false,0.8233,false
2125,7,2,3,8,4,3,1.00,60,60,0.6467,0.6467,false,0.8233,false
2126,7,2,3,8,4,3,1.00,240,112,0.6467,0.6467,false,0.8233,false
2127,7,2,3,8,4,3,1.00,240,112,0.6467,0.6467,false,0.8233,false
2128,7,2,3,8,4,3,1.00,960,112,0.6467,0.6467,false,0.8233,false
2129,7,2,3,8,4,3,1.00,960,112,0.6467,0.6467,false,0.8233,false
2130,8,2,3,8,4,3,0.00,60,56,0.8733,0.8733,false,0.9367,false
2131,8,2,3,8,4,3,0.00,60,60,0.8733,0.8733,false,0.9367,false
2132,8,2,3,8,4,3,0.00,240,236,0.8733,0.8667,false,0.9333,false
2133,8,2,3,8,4,3,0.00,240,236,0.8733,0.8667,false,0.9333,false
2134,8,2,3,8,4,3,0.00,960,180,0.8733,0.8733,false,0.9367,false
2135,8,2,3,8,4,3,0.00,960,120,0.8733,0.8733,false,0.9367,false
2136,8,2,3,8,4,3,0.25,60,56,0.8733,0.8733,false,0.9367,false
2137,8,2,3,8,4,3,0.25,60,56,0.8733,0.8733,false,0.9367,false
2138,8,2,3,8,4,3,0.25,240,228,0.8733,0.8733,false,0.9367,false
2139,8,2,3,8,4,3,0.25,240,240,0.8733,0.8733,false,0.9367,false
2140,8,2,3,8,4,3,0.25,960,384,0.8733,0.8667,false,0.9333,false
2141,8,2,3,8,4,3,0.25,960,480,0.8733,0.8667,false,0.9333,false
2142,8,2,3,8,4,3,0.50,60,60,0.8733,0.8733,false,0.9367,false
2143,8,2,3,8,4,3,0.50,60,56,0.8733,0.8733,false,0.9367,false
2144,8,2,3,8,4,3,0.50,240,236,0.8733,0.8667,false,0.9333,false
2145,8,2,3,8,4,3,0.50,240,236,0.8733,0.8667,false,0.9333,false
2146,8,2,3,8,4,3,0.50,960,388,0.8733,0.8667,false,0.9333,false
2147,8,2,3,8,4,3,0.50,960,376,0.8733,0.8667,false,0.9333,false
2148,8,2,3,8,4,3,0.75,60,60,0.8733,0.8733,false,0.9367,false
2149,8,2,3,8,4,3,0.75,60,60,0.8733,0.8733,false,0.9367,false
2150,8,2,3,8,4,3,0.75,240,236,0.8733,0.8733,false,0.9367,false
2151,8,2,3,8,4,3,0.75,240,236,0.8733,0.8667,false,0.9333,false
2152,8,2,3,8,4,3,0.75,960,372,0.8733,0.8667,false,0.9333,false
2153,8,2,3,8,4,3,0.75,960,376,0.8733,0.8667,false,0.9333,false
2154,8,2,3,8,4,3,1.00,60,60,0.8733,0.8733,false,0.9367,false
2155,8,2,3,8,4,3,1.00,60,60,0.8733,0.8733,false,0.9367,false
2156,8,2,3,8,4,3,1.00,240,240,0.8733,0.8667,false,0.9333,false
2157,8,2,3,8,4,3,1.00,240,240,0.8733,0.8667,false,0.9333,false
2158,8,2,3,8,4,3,1.00,960,368,0.8733,0.8667,false,0.9333,false
2159,8,2,3,8,4,3,1.00,960,368,0.8733,0.8533,false,0.9267,false
2160,0,3,0,12,4,13,0.00,60,56,1.0000,0.7333,false,0.8667,true
2161,0,3,0,12,4,13,0.00,60,56,1.0000,0.6467,false,0.8233,true
2162,0,3,0,12,4,13,0.00,240,236,1.0000,1.0000,true,1.0000,true
2163,0,3,0,12,4,13,0.00,240,232,1.0000,1.0000,true,1.0000,true
2164,0,3,0,12,4,13,0.00,960,600,1.0000,1.0000,true,1.0000,true
2165,0,3,0,12,4,13,0.00,960,464,1.0000,1.0000,true,1.0000,true
2166,0,3,0,12,4,13,0.25,60,56,1.0000,0.6600,false,0.8300,true
2167,0,3,0,12,4,13,0.25,60,52,1.0000,1.0000,true,1.0000,true
2168,0,3,0,12,4,13,0.25,240,236,1.0000,0.6733,false,0.8367,true
2169,0,3,0,12,4,13,0.25,240,236,1.0000,1.0000,true,1.0000,true
2170,0,3,0,12,4,13,0.25,960,636,1.0000,1.0000,true,1.0000,true
2171,0,3,0,12,4,13,0.25,960,624,1.0000,1.0000,true,1.0000,true
2172,0,3,0,12,4,13,0.50,60,56,1.0000,0.7267,false,0.8633,true
2173,0,3,0,12,4,13,0.50,60,56,1.0000,0.7267,false,0.8633,true
2174,0,3,0,12,4,13,0.50,240,236,1.0000,1.0000,true,1.0000,true
2175,0,3,0,12,4,13,0.50,240,232,1.0000,1.0000,true,1.0000,true
2176,0,3,0,12,4,13,0.50,960,864,1.0000,1.0000,true,1.0000,true
2177,0,3,0,12,4,13,0.50,960,532,1.0000,1.0000,true,1.0000,true
2178,0,3,0,12,4,13,0.75,60,56,1.0000,1.0000,true,1.0000,true
2179,0,3,0,12,4,13,0.75,60,60,1.0000,0.7267,false,0.8633,true
2180,0,3,0,12,4,13,0.75,240,236,1.0000,1.0000,true,1.0000,true
2181,0,3,0,12,4,13,0.75,240,236,1.0000,1.0000,true,1.0000,true
2182,0,3,0,12,4,13,0.75,960,628,1.0000,1.0000,true,1.0000,true
2183,0,3,0,12,4,13,0.75,960,588,1.0000,1.0000,true,1.0000,true
2184,0,3,0,12,4,13,1.00,60,56,1.0000,0.7267,false,0.8633,true
2185,0,3,0,12,4,13,1.00,60,56,1.0000,0.7267,false,0.8633,true
2186,0,3,0,12,4,13,1.00,240,240,1.0000,1.0000,true,1.0000,true
2187,0,3,0,12,4,13,1.00,240,240,1.0000,1.0000,true,1.0000,true
2188,0,3,0,12,4,13,1.00,960,460,1.0000,1.0000,true,1.0000,true
2189,0,3,0,12,4,13,1.00,960,460,1.0000,1.0000,true,1.0000,true
2190,1,3,0,12,4,13,0.00,60,56,0.6000,0.3933,false,0.6967,false
2191,1,3,0,12,4,13,0.00,60,56,0.6000,0.4000,false,0.7000,false
2192,1,3,0,12,4,13,0.00,240,236,0.6000,0.3533,false,0.6767,false
2193,1,3,0,12,4,13,0.00,240,232,0.6000,0.2800,false,0.6400,false
2194,1,3,0,12,4,13,0.00,960,420,0.6000,0.4400,false,0.7200,false
2195,1,3,0,12,4,13,0.00,960,376,0.6000,0.3667,false,0.6833,false
2196,1,3,0,12,4,13,0.25,60,56,0.6000,0.4067,false,0.7033,false
