artifact,battery,partition,worlds,components,steps,propagation_events,law_families,checksum,verdict
round_ar,AR1,mixed_with_heldout,21312,64,480,654704640,32,e5d49844608126e4,checkpoint
round_ar,AR1,mixed_with_heldout,21600,64,480,663552000,32,8149869ca3766c88,checkpoint
round_ar,AR1,mixed_with_heldout,21888,64,480,672399360,32,d59e8ab6c527ae74,checkpoint
round_ar,AR1,mixed_with_heldout,22176,64,480,681246720,32,f393dfc3f1d04c83,checkpoint
round_ar,AR1,mixed_with_heldout,22464,64,480,690094080,32,e9d710f4801b52c5,checkpoint
round_ar,AR1,mixed_with_heldout,22752,64,480,698941440,32,343d75bee228a0eb,checkpoint
round_ar,AR1,mixed_with_heldout,23040,64,480,707788800,32,7f947605eac7fdc9,checkpoint
round_ar,AR1,mixed_with_heldout,23328,64,480,716636160,32,61878ca4714ab4d5,checkpoint
round_ar,AR1,mixed_with_heldout,23616,64,480,725483520,32,c849bfb8f8aa6b65,checkpoint
round_ar,AR1,mixed_with_heldout,23904,64,480,734330880,32,fddaaa33931d947e,checkpoint
round_ar,AR1,mixed_with_heldout,24192,64,480,743178240,32,183489a2fc31311,checkpoint
round_ar,AR1,mixed_with_heldout,24480,64,480,752025600,32,aa9121b9a8dbc0e5,checkpoint
round_ar,AR1,mixed_with_heldout,24768,64,480,760872960,32,ea51e0e61b03be53,checkpoint
round_ar,AR1,mixed_with_heldout,25056,64,480,769720320,32,d59a20ca4a4c4795,checkpoint
round_ar,AR1,mixed_with_heldout,25344,64,480,778567680,32,10ec787ad5d533fc,checkpoint
round_ar,AR1,mixed_with_heldout,25632,64,480,787415040,32,4e01564ddb7872ea,checkpoint
round_ar,AR1,mixed_with_heldout,25920,64,480,796262400,32,305cfdf00576480f,checkpoint
round_ar,AR1,mixed_with_heldout,26208,64,480,805109760,32,25c0c8f2960f227d,checkpoint
round_ar,AR1,mixed_with_heldout,26496,64,480,813957120,32,4911da963edfea69,checkpoint
round_ar,AR1,mixed_with_heldout,26784,64,480,822804480,32,97560d16918a0ad5,checkpoint
round_ar,AR1,mixed_with_heldout,27072,64,480,831651840,32,4b6d162185f9e9b4,checkpoint
round_ar,AR1,mixed_with_heldout,27360,64,480,840499200,32,a9ccc885864c10dd,checkpoint
round_ar,AR1,mixed_with_heldout,27648,64,480,849346560,32,25c9c8c78487d83,checkpoint
round_ar,AR1,mixed_with_heldout,27936,64,480,858193920,32,b85304926e3db0a2,checkpoint
round_ar,AR1,mixed_with_heldout,28224,64,480,867041280,32,b38e19b8640ca986,checkpoint
round_ar,AR1,mixed_with_heldout,28512,64,480,875888640,32,f963241af7d15277,checkpoint
round_ar,AR1,mixed_with_heldout,28800,64,480,884736000,32,898dc8a7aeb46ed5,checkpoint
round_ar,AR1,mixed_with_heldout,29088,64,480,893583360,32,903e1a4cb520fc28,checkpoint
round_ar,AR1,mixed_with_heldout,29376,64,480,902430720,32,78de140ee06a49a1,checkpoint
round_ar,AR1,mixed_with_heldout,29664,64,480,911278080,32,be277b6c0b8df02d,checkpoint
round_ar,AR1,mixed_with_heldout,29952,64,480,920125440,32,c7791e58d974e89d,checkpoint
round_ar,AR1,mixed_with_heldout,30240,64,480,928972800,32,275e11de2621499c,checkpoint
round_ar,AR1,mixed_with_heldout,30528,64,480,937820160,32,975de08ff1e05bb2,checkpoint
round_ar,AR1,mixed_with_heldout,30816,64,480,946667520,32,a33ed6b5f4facd46,checkpoint
round_ar,AR1,mixed_with_heldout,31104,64,480,955514880,32,f26edaa8e2c5aad3,checkpoint
round_ar,AR1,mixed_with_heldout,31392,64,480,964362240,32,a6d54767f8bf6046,checkpoint
round_ar,AR1,mixed_with_heldout,31680,64,480,973209600,32,fd42efaf15c7ba33,checkpoint
round_ar,AR1,mixed_with_heldout,31968,64,480,982056960,32,e7b67eee21aaf810,checkpoint
round_ar,AR1,mixed_with_heldout,32256,64,480,990904320,32,1187425bb857f71e,checkpoint
round_ar,AR1,mixed_with_heldout,32544,64,480,999751680,32,814cd375dc98c46b,checkpoint
round_ar,AR1,mixed_with_heldout,32832,64,480,1008599040,32,d9ceee0885534dbd,checkpoint
round_ar,AR1,mixed_with_heldout,33120,64,480,1017446400,32,921489eade13a1e9,checkpoint
round_ar,AR1,mixed_with_heldout,33408,64,480,1026293760,32,d15fb0423ca5a100,checkpoint
round_ar,AR1,mixed_with_heldout,33696,64,480,1035141120,32,c99ac6fe16e02a67,checkpoint
round_ar,AR1,mixed_with_heldout,33984,64,480,1043988480,32,2934c03a2a8ac550,checkpoint
round_ar,AR1,mixed_with_heldout,34272,64,480,1052835840,32,475862f0104ad302,checkpoint
round_ar,AR1,mixed_with_heldout,34560,64,480,1061683200,32,7f484ab52d15422,checkpoint
round_ar,AR1,mixed_with_heldout,34848,64,480,1070530560,32,b8e4ed88b0b0b95d,checkpoint
round_ar,AR1,mixed_with_heldout,35136,64,480,1079377920,32,f4ace2e69bbc6609,checkpoint
round_ar,AR1,mixed_with_heldout,35424,64,480,1088225280,32,61b970c59347db04,checkpoint
round_ar,AR1,mixed_with_heldout,35712,64,480,1097072640,32,4011294c3078ac7f,checkpoint
round_ar,AR1,mixed_with_heldout,36000,64,480,1105920000,32,6d772017e3151144,checkpoint
round_ar,AR1,mixed_with_heldout,36288,64,480,1114767360,32,d62bde997e334a27,checkpoint
round_ar,AR1,mixed_with_heldout,36576,64,480,1123614720,32,8374511c31a6f1ca,checkpoint
round_ar,AR1,mixed_with_heldout,36864,64,480,1132462080,32,70af7e4646ae7b41,checkpoint
round_ar,AR1,mixed_with_heldout,37152,64,480,1141309440,32,5dfb0ecbd6f45497,checkpoint
round_ar,AR1,mixed_with_heldout,37440,64,480,1150156800,32,8a8a470276257c8e,checkpoint
round_ar,AR1,mixed_with_heldout,37728,64,480,1159004160,32,78f9adbec68f0915,checkpoint
round_ar,AR1,mixed_with_heldout,38016,64,480,1167851520,32,a08a385290046769,checkpoint
round_ar,AR1,mixed_with_heldout,38304,64,480,1176698880,32,478906551844e17c,checkpoint
round_ar,AR1,mixed_with_heldout,38592,64,480,1185546240,32,6f788d655e806144,checkpoint
round_ar,AR1,mixed_with_heldout,38880,64,480,1194393600,32,cc75c425a60be316,checkpoint
round_ar,AR1,mixed_with_heldout,39168,64,480,1203240960,32,aac712ce070cd9ed,checkpoint
round_ar,AR1,mixed_with_heldout,39456,64,480,1212088320,32,604db4e93d3bb433,checkpoint
round_ar,AR1,mixed_with_heldout,39744,64,480,1220935680,32,5b6267f6fff991ed,checkpoint
round_ar,AR1,mixed_with_heldout,40032,64,480,1229783040,32,33cfcbdb7163130e,checkpoint
round_ar,AR1,mixed_with_heldout,40320,64,480,1238630400,32,cf1704dfa75067a4,checkpoint
round_ar,AR1,mixed_with_heldout,40608,64,480,1247477760,32,b1d45408e43d5de7,checkpoint
round_ar,AR1,mixed_with_heldout,40896,64,480,1256325120,32,9dcf69cbc19ff26f,checkpoint
round_ar,AR1,mixed_with_heldout,41184,64,480,1265172480,32,dfeb64c1339bb850,checkpoint
round_ar,AR1,mixed_with_heldout,41472,64,480,1274019840,32,49813f4d7dd1c102,checkpoint
round_ar,AR1,mixed_with_heldout,41760,64,480,1282867200,32,c42c7f9f6004a22,checkpoint
round_ar,AR1,mixed_with_heldout,42048,64,480,1291714560,32,a7d16b75d2aecac8,checkpoint
round_ar,AR1,mixed_with_heldout,42336,64,480,1300561920,32,a729e81ac23f48bf,checkpoint
round_ar,AR1,mixed_with_heldout,42624,64,480,1309409280,32,421dcf75b4282344,checkpoint
round_ar,AR1,mixed_with_heldout,42912,64,480,1318256640,32,8501d986972b9094,checkpoint
round_ar,AR1,mixed_with_heldout,43200,64,480,1327104000,32,379c93d940d45fb2,checkpoint
round_ar,AR1,mixed_with_heldout,43488,64,480,1335951360,32,9dd5fdb625aae483,checkpoint
round_ar,AR1,mixed_with_heldout,43776,64,480,1344798720,32,5a771df7da4ef12,checkpoint
round_ar,AR1,mixed_with_heldout,44064,64,480,1353646080,32,cc8facfec0b5637,checkpoint
round_ar,AR1,mixed_with_heldout,44352,64,480,1362493440,32,fafe87e24580a0f,checkpoint
round_ar,AR1,mixed_with_heldout,44640,64,480,1371340800,32,1a3288538076710b,checkpoint
round_ar,AR1,mixed_with_heldout,44928,64,480,1380188160,32,df2fe27427fff4e5,checkpoint
round_ar,AR1,mixed_with_heldout,45216,64,480,1389035520,32,3f95a9c60e6e9ff4,checkpoint
round_ar,AR1,mixed_with_heldout,45504,64,480,1397882880,32,8b46a5ed68b519e5,checkpoint
round_ar,AR1,mixed_with_heldout,45792,64,480,1406730240,32,97c2f76f352d0625,checkpoint
round_ar,AR1,mixed_with_heldout,46080,64,480,1415577600,32,b0bf39a5a7ac7b11,checkpoint
round_ar,AR1,mixed_with_heldout,46368,64,480,1424424960,32,4c752f7dd502caa4,checkpoint
round_ar,AR1,mixed_with_heldout,46656,64,480,1433272320,32,a2a38e756a047140,checkpoint
round_ar,AR1,mixed_with_heldout,46944,64,480,1442119680,32,7c8a59f2e668d565,checkpoint
round_ar,AR1,mixed_with_heldout,47232,64,480,1450967040,32,7b304259fbb4b044,checkpoint
round_ar,AR1,mixed_with_heldout,47520,64,480,1459814400,32,894bca040de21f06,checkpoint
round_ar,AR1,mixed_with_heldout,47808,64,480,1468661760,32,8af44c1cd646a344,checkpoint
round_ar,AR1,mixed_with_heldout,48096,64,480,1477509120,32,3e24af810cd4038e,checkpoint
round_ar,AR1,mixed_with_heldout,48384,64,480,1486356480,32,c5ce6b96c66b0737,checkpoint
round_ar,AR1,mixed_with_heldout,48672,64,480,1495203840,32,fd6057d07505b7dd,checkpoint
round_ar,AR1,mixed_with_heldout,48960,64,480,1504051200,32,fddc1b9b52a1eedf,checkpoint
round_ar,AR1,mixed_with_heldout,49248,64,480,1512898560,32,d2ad99246d775b5a,checkpoint
round_ar,AR1,mixed_with_heldout,49536,64,480,1521745920,32,d690f46a7240fa03,checkpoint
round_ar,AR1,mixed_with_heldout,49824,64,480,1530593280,32,d1c7097d37fcd751,checkpoint
round_ar,AR1,mixed_with_heldout,50112,64,480,1539440640,32,ffc7ab854dfa64a9,checkpoint
round_ar,AR1,mixed_with_heldout,50400,64,480,1548288000,32,24e29086770c31e1,checkpoint
round_ar,AR1,mixed_with_heldout,50688,64,480,1557135360,32,a603e79e06f981f7,checkpoint
round_ar,AR1,mixed_with_heldout,50976,64,480,1565982720,32,87000783e991d4c5,checkpoint
round_ar,AR1,mixed_with_heldout,51264,64,480,1574830080,32,94285e7fb1600bb2,checkpoint
round_ar,AR1,mixed_with_heldout,51552,64,480,1583677440,32,de2c4f44c30cb058,checkpoint
round_ar,AR1,mixed_with_heldout,51840,64,480,1592524800,32,a6d2d8d1875a9cc0,checkpoint
round_ar,AR1,mixed_with_heldout,52128,64,480,1601372160,32,3edf2d7ccdd58c22,checkpoint
round_ar,AR1,mixed_with_heldout,52416,64,480,1610219520,32,176e7d86a1d8ed70,checkpoint
round_ar,AR1,mixed_with_heldout,52704,64,480,1619066880,32,2780b6b375af32d9,checkpoint
round_ar,AR1,mixed_with_heldout,52992,64,480,1627914240,32,5cf2df1dc4929a12,checkpoint
round_ar,AR1,mixed_with_heldout,53280,64,480,1636761600,32,59c5f1afb67ae708,checkpoint
round_ar,AR1,mixed_with_heldout,53568,64,480,1645608960,32,2170a4d1bf3ca5c2,checkpoint
round_ar,AR1,mixed_with_heldout,53856,64,480,1654456320,32,7490e2139d5577c5,checkpoint
round_ar,AR1,mixed_with_heldout,54144,64,480,1663303680,32,8f455bf371db0e9d,checkpoint
round_ar,AR1,mixed_with_heldout,54432,64,480,1672151040,32,8332425d8927757e,checkpoint
round_ar,AR1,mixed_with_heldout,54720,64,480,1680998400,32,a0882d336cb3b227,checkpoint
round_ar,AR1,mixed_with_heldout,55008,64,480,1689845760,32,5ccc444583f9d245,checkpoint
round_ar,AR1,mixed_with_heldout,55296,64,480,1698693120,32,4ae4f0cccdd3a242,checkpoint
round_ar,AR1,mixed_with_heldout,55584,64,480,1707540480,32,c037435577543abb,checkpoint
round_ar,AR1,mixed_with_heldout,55872,64,480,1716387840,32,f5de21e823fc4601,checkpoint
round_ar,AR1,mixed_with_heldout,56160,64,480,1725235200,32,db399a672aaa7c6b,checkpoint
round_ar,AR1,mixed_with_heldout,56448,64,480,1734082560,32,ec8cbb52146805,checkpoint
round_ar,AR1,mixed_with_heldout,56736,64,480,1742929920,32,5273408142707c02,checkpoint
round_ar,AR1,mixed_with_heldout,57024,64,480,1751777280,32,d363ccc54de545bf,checkpoint
round_ar,AR1,mixed_with_heldout,57312,64,480,1760624640,32,f9fb532361916113,checkpoint
round_ar,AR1,mixed_with_heldout,57600,64,480,1769472000,32,ea03a23ac51536c4,checkpoint
round_ar,AR1,mixed_with_heldout,57888,64,480,1778319360,32,b1577244ba8be5e5,checkpoint
round_ar,AR1,mixed_with_heldout,58176,64,480,1787166720,32,7c86f032c0daf86a,checkpoint
round_ar,AR1,mixed_with_heldout,58464,64,480,1796014080,32,9f95679ffab745b1,checkpoint
round_ar,AR1,mixed_with_heldout,58752,64,480,1804861440,32,86e54994ef286b7c,checkpoint
round_ar,AR1,mixed_with_heldout,59040,64,480,1813708800,32,a56c127a58224726,checkpoint
round_ar,AR1,mixed_with_heldout,59328,64,480,1822556160,32,13b1c3b158be01e,checkpoint
round_ar,AR1,mixed_with_heldout,59616,64,480,1831403520,32,8867608c1ae95124,checkpoint
round_ar,AR1,mixed_with_heldout,59904,64,480,1840250880,32,ccb4fa60c0fb3975,checkpoint
round_ar,AR1,heldout_validated,60000,64,480,1843200000,32,9eb8e4546dfac6e0,GATE_READY:opaque_dynamic_world_foundry_no_candidate_rule_family_answer_or_progress_channel
round_ar,audit,fixtures,16,0,0,0,0,0,DENY:rule_family_answer_target_score_progress_train_heldout_overlap_and_provenance_mismatch
