protocol,stage,opaque_token,trace_region,candidate,split,example_index,correct,charged_call,detail
round_m_m3,cross_test,M3-9R,amber,high_pair,test,0,0,1,source=M3-4N
round_m_m3,cross_test,M3-9R,amber,high_pair,test,1,0,1,source=M3-4N
round_m_m3,cross_test,M3-9R,amber,high_pair,test,2,1,1,source=M3-4N
round_m_m3,cross_test,M3-9R,amber,high_pair,test,3,1,1,source=M3-4N
round_m_m3,cross_test,M3-9R,amber,high_pair,test,4,0,1,source=M3-4N
round_m_m3,cross_test,M3-9R,amber,high_pair,test,5,0,1,source=M3-4N
round_m_m3,cross_test,M3-9R,amber,high_pair,test,6,1,1,source=M3-4N
round_m_m3,cross_test,M3-9R,amber,high_pair,test,7,1,1,source=M3-4N
round_m_m3,cross_test,M3-9R,amber,high_pair,test,8,0,1,source=M3-4N
round_m_m3,cross_test,M3-9R,amber,high_pair,test,9,0,1,source=M3-4N
round_m_m3,cross_test,M3-9R,amber,high_pair,test,10,1,1,source=M3-4N
round_m_m3,cross_test,M3-9R,amber,high_pair,test,11,1,1,source=M3-4N
round_m_m3,cross_summary,M3-9R,amber,high_pair,test,-1,6,0,source=M3-4N
round_m_m3,VERDICT,all,trace_split,transfer_matrix,test,-1,1,0,LIMITED_POSITIVE:fresh_test_within_region_transfer;not_a_discovery_or_closed_loop_win
