trial,seed,closure_initial,closure_relaxed,nearest,nearest_dist,mean_vsa,max_vsa
63,4c7924e17855434f,395333525,7514390,IDENTITY,244,254.7000,274
64,27b0f6e26c58cf1d,383704924,7457943,SHADOW,241,253.9000,268
65,a3efbcce2e044f84,393686004,7584776,SHADOW,233,253.9000,266
66,a211b519d9a09a1c,388089547,7529609,SYNTAX,240,254.6000,272
67,c4d30fba34838f11,358155808,7483051,SYNTAX,236,253.2000,266
68,db73d1b77f5c4672,383066022,7588360,SHADOW,238,254.3000,269
69,41f49997d8eacb3d,391750145,7530838,IDENTITY,240,254.1000,276
70,32dcac7c9e946f08,412322300,7508006,IDENTITY,243,255.1000,273
71,7208f77cd2fb905a,388078585,7465462,IDENTITY,242,253.8000,271
72,cc90d92185f3c308,399572823,7432984,IDENTITY,241,253.9000,277
73,8293ca9a1d895ac9,403336037,7423414,IDENTITY,239,253.1000,271
74,3581193c6409874,363589854,7420551,SYNTAX,242,252.9000,268
75,3c2cc27c94cade7e,406021163,7542325,REASON,246,255.6000,276
76,f8c72270ea450d14,376362384,7409805,SHADOW,238,253.3000,271
77,7e54a4883a969e54,391325073,7511317,NETWORK,241,254.1000,278
78,9cc1545e822bea27,389507206,7443711,NETWORK,242,254.3000,277
79,bd3f66a48bd953e4,390711504,7506627,SHADOW,241,254.4000,276
80,db88a580d4ba0f75,381171670,7432308,IDENTITY,232,253.4000,266
81,19c14d234735eace,373697570,7462226,IDENTITY,240,253.2000,273
82,c7906061e0e54e4a,365283292,7433462,SHADOW,233,254.3000,272
83,e2c6873a45e822df,363543587,7524274,NOISE,243,254.7000,276
84,e44b64406e42c19e,394171749,7463066,IDENTITY,235,253.9000,270
85,dcc88b8fa154493d,394293407,7501763,IDENTITY,241,254.9000,271
86,d49af580ab63e7ba,400212320,7529612,AETHER,238,254.1000,274
87,df0526e805332605,383360778,7439230,NETWORK,239,254.6000,270
88,23f9d5b54838a32d,387937758,7582642,SHADOW,238,254.3000,272
89,b6ac9c29bc9e2b39,391235587,7648402,AETHER,240,254.6000,274
90,f95da216f8efc151,381990284,7442582,IDENTITY,239,252.8000,274
91,509aa85ead7bf074,390097884,7578335,IDENTITY,235,252.5000,267
92,ec9c2fa2b6081484,397747533,7491247,AETHER,242,253.4000,272
93,a1f9560f0c039b2d,399545817,7489088,AETHER,239,254.2000,273
94,2e749ea4b7c3d08e,418005448,7484011,IDENTITY,240,254.9000,276
95,6d16bf441c521f6a,404329012,7516622,SHADOW,241,253.5000,271
96,c305b55273f09a3d,391300821,7492661,SHADOW,238,253.7000,273
97,cfcbbc26a92eae52,398774401,7501391,SIGNAL,240,252.6000,274
98,dcf3aa47b91f209a,403212101,7488016,IDENTITY,242,254.4000,274
99,81ab918879d69a4,397456734,7461724,AETHER,243,254.2000,275
