attack,item,detail,depth,n_streams,L,threshold,trials,m1,m2,m3,m4,witness,note
A5_verdict,0xFACE_cand1,[>X],4,64,256,1.000,1,1.000000,1.000000,0.000000,0.000000,"","prod=REDUCIBLE; m1=corrected-exact still reducible@d4"
A5_verdict,0xFACE_cand2,[Xk],4,64,256,1.000,1,1.000000,1.000000,0.000000,0.000000,"","prod=REDUCIBLE; m1=corrected-exact still reducible@d4"
A5_verdict,0xFACE_cand3,[>X],4,64,256,1.000,1,1.000000,1.000000,0.000000,0.000000,"","prod=REDUCIBLE; m1=corrected-exact still reducible@d4"
A5_verdict,0xFACE_cand4,[>>X],4,64,256,1.000,1,1.000000,1.000000,0.000000,0.000000,"","prod=REDUCIBLE; m1=corrected-exact still reducible@d4"
A5_verdict,0x1234_cand0,[>>],4,64,256,1.000,1,1.000000,1.000000,0.000000,0.000000,"","prod=REDUCIBLE; m1=corrected-exact still reducible@d4"
A5_verdict,0x1234_cand1,[XX],4,64,256,1.000,1,1.000000,1.000000,0.000000,0.000000,"","prod=REDUCIBLE; m1=corrected-exact still reducible@d4"
A5_verdict,0x1234_cand2,[>X],4,64,256,1.000,1,1.000000,1.000000,0.000000,0.000000,"","prod=REDUCIBLE; m1=corrected-exact still reducible@d4"
A5_verdict,0x1234_cand3,[>XA],4,64,256,1.000,1,1.000000,1.000000,0.000000,0.000000,"","prod=REDUCIBLE; m1=corrected-exact still reducible@d4"
A5_verdict,0x1234_cand4,[>X],4,64,256,1.000,1,1.000000,1.000000,0.000000,0.000000,"","prod=REDUCIBLE; m1=corrected-exact still reducible@d4"
A5_verdict,0x1234_cand5,[>>X],4,64,256,1.000,1,1.000000,1.000000,0.000000,0.000000,"","prod=REDUCIBLE; m1=corrected-exact still reducible@d4"
A5_verdict,0x1234_cand6,[>A],4,64,256,1.000,1,1.000000,1.000000,0.000000,0.000000,"","prod=REDUCIBLE; m1=corrected-exact still reducible@d4"
A5_verdict,0xABCD_cand0,[XX],4,64,256,1.000,1,1.000000,1.000000,0.000000,0.000000,"","prod=REDUCIBLE; m1=corrected-exact still reducible@d4"
A5_verdict,0xABCD_cand1,[>A],4,64,256,1.000,1,1.000000,1.000000,0.000000,0.000000,"","prod=REDUCIBLE; m1=corrected-exact still reducible@d4"
A5_verdict,0xABCD_cand2,[>>A],4,64,256,1.000,1,1.000000,1.000000,0.000000,0.000000,"","prod=REDUCIBLE; m1=corrected-exact still reducible@d4"
A5_verdict,0xABCD_cand3,[AA],4,64,256,1.000,1,1.000000,1.000000,0.000000,0.000000,"","prod=REDUCIBLE; m1=corrected-exact still reducible@d4"
A5_verdict,0xABCD_cand4,[>AA],4,64,256,1.000,1,1.000000,1.000000,0.000000,0.000000,"","prod=REDUCIBLE; m1=corrected-exact still reducible@d4"
A5_verdict,0xABCD_cand5,[>>],4,64,256,1.000,1,1.000000,1.000000,0.000000,0.000000,"","prod=REDUCIBLE; m1=corrected-exact still reducible@d4"
A5_verdict,0xABCD_cand6,[>>A],4,64,256,1.000,1,1.000000,1.000000,0.000000,0.000000,"","prod=REDUCIBLE; m1=corrected-exact still reducible@d4"
A5_verdict,0xABCD_cand7,[>X],4,64,256,1.000,1,1.000000,1.000000,0.000000,0.000000,"","prod=REDUCIBLE; m1=corrected-exact still reducible@d4"
A5_verdict,0xABCD_cand8,[>X],4,64,256,1.000,1,1.000000,1.000000,0.000000,0.000000,"","prod=REDUCIBLE; m1=corrected-exact still reducible@d4"
A5_verdict,0x9999_cand0,[>A],4,64,256,1.000,1,1.000000,1.000000,0.000000,0.000000,"","prod=REDUCIBLE; m1=corrected-exact still reducible@d4"
A5_verdict,0x9999_cand1,[>X],4,64,256,1.000,1,1.000000,1.000000,0.000000,0.000000,"","prod=REDUCIBLE; m1=corrected-exact still reducible@d4"
A5_verdict,0x9999_cand2,[XX],4,64,256,1.000,1,1.000000,1.000000,0.000000,0.000000,"","prod=REDUCIBLE; m1=corrected-exact still reducible@d4"
A5_verdict,0x9999_cand3,[>>X],4,64,256,1.000,1,1.000000,1.000000,0.000000,0.000000,"","prod=REDUCIBLE; m1=corrected-exact still reducible@d4"
A5_verdict,0x9999_cand4,[>X],4,64,256,1.000,1,1.000000,1.000000,0.000000,0.000000,"","prod=REDUCIBLE; m1=corrected-exact still reducible@d4"
A5_verdict,0x9999_cand5,[>AA],4,64,256,1.000,1,1.000000,1.000000,0.000000,0.000000,"","prod=REDUCIBLE; m1=corrected-exact still reducible@d4"
A5_verdict,0x9999_cand6,[>XX],4,64,256,1.000,1,1.000000,1.000000,0.000000,0.000000,"","prod=REDUCIBLE; m1=corrected-exact still reducible@d4"
A5_summary,headline,corrected_vs_production,4,64,256,1.000,116,115.000000,115.000000,1.000000,0.000000,"","prod_reducible=115;corrected_reducible=115;migrations_reducible_to_irreducible=1;depth5_resolutions=1;still_irreducible=0;total=116"
A5_impact,claim_c,precise_impact,4,64,256,1.000,0,1.000000,115.000000,1.000000,0.000000,"","false_equal_migrations(concern_direction)=1/115;false_different_resolutions(strengthens_claim_c)=1/1"
A6_followup,0x63_cand6,none,8,64,256,1.000,1,0.000000,1.000000,0.000000,0.000000,"","resolved_depth=null;loose_reducible_d8=true;loose_flip_alt_seed=0x13A0;verdict=RESOLVED_UNDER_LOOSE_ONLY(matcher_dependent)"
A4_ladder2,dev_k2,vs_st_gxor_64x256,1,64,256,1.000,2000,0.000000,0.000000,0.000000,0.000000,"","m1=pass@exact_1seed m2=pass@exact_2seed(AND)"
A4_ladder2,dev_k2or3,vs_st_gxor_64x256,1,64,256,1.000,2000,0.000000,0.000000,0.000000,0.000000,"","m1=pass@exact_1seed m2=pass@exact_2seed(AND)"
A4_ladder2,dev_k3,vs_st_gxor_64x256,1,64,256,1.000,2000,0.000000,0.000000,0.000000,0.000000,"","m1=pass@exact_1seed m2=pass@exact_2seed(AND)"
A4_ladder2,dev_k4,vs_st_gxor_64x256,1,64,256,1.000,2000,0.000000,0.000000,0.000000,0.000000,"","m1=pass@exact_1seed m2=pass@exact_2seed(AND)"
A4_ladder2,dev_k5,vs_st_gxor_64x256,1,64,256,1.000,2000,0.000000,0.000000,0.000000,0.000000,"","m1=pass@exact_1seed m2=pass@exact_2seed(AND)"
A4_ladder2,dev_k6,vs_st_gxor_64x256,1,64,256,1.000,2000,0.050000,0.003000,0.000000,0.000000,"","m1=pass@exact_1seed m2=pass@exact_2seed(AND)"
A4_ladder2,dev_k7,vs_st_gxor_64x256,1,64,256,1.000,2000,0.488000,0.239000,0.000000,0.000000,"","m1=pass@exact_1seed m2=pass@exact_2seed(AND)"
A4_ladder2,dev_k8,vs_st_gxor_64x256,1,64,256,1.000,2000,0.819500,0.681500,0.000000,0.000000,"","m1=pass@exact_1seed m2=pass@exact_2seed(AND)"
A4_ladder2,horizon_bomb,vs_st_gxor_64x256,1,64,256,1.000,2000,0.000000,0.000000,0.000000,0.000000,"","m1=pass@exact_1seed m2=pass@exact_2seed(AND)"
