attack,item,detail,depth,n_streams,L,threshold,trials,m1,m2,m3,m4,witness,note
A3_seedflip,0x1_cand1,reducible_verdict,4,12,32,0.950,100,0.000000,1.000000,1.000000,0.000000,"","flip = verdict becomes NOT-reducible under an alternative stream seed"
A3_seedflip,0x1_cand2,reducible_verdict,4,12,32,0.950,100,0.000000,1.000000,1.000000,0.000000,"","flip = verdict becomes NOT-reducible under an alternative stream seed"
A3_seedflip,0x1_cand3,reducible_verdict,4,12,32,0.950,100,0.000000,1.000000,1.000000,0.000000,"","flip = verdict becomes NOT-reducible under an alternative stream seed"
A3_seedflip,0x1_cand4,reducible_verdict,4,12,32,0.950,100,0.000000,1.000000,1.000000,0.000000,"","flip = verdict becomes NOT-reducible under an alternative stream seed"
A3_seedflip,0x1_cand5,reducible_verdict,4,12,32,0.950,100,0.000000,1.000000,1.000000,0.000000,"","flip = verdict becomes NOT-reducible under an alternative stream seed"
A3_seedflip,0x2_cand0,reducible_verdict,4,12,32,0.950,100,0.000000,1.000000,1.000000,0.000000,"","flip = verdict becomes NOT-reducible under an alternative stream seed"
A3_seedflip,0x2_cand1,reducible_verdict,4,12,32,0.950,100,0.000000,1.000000,1.000000,0.000000,"","flip = verdict becomes NOT-reducible under an alternative stream seed"
A3_seedflip,0x2_cand2,reducible_verdict,4,12,32,0.950,100,0.000000,1.000000,1.000000,0.000000,"","flip = verdict becomes NOT-reducible under an alternative stream seed"
A3_seedflip,0x2_cand3,reducible_verdict,4,12,32,0.950,100,0.000000,1.000000,1.000000,0.000000,"","flip = verdict becomes NOT-reducible under an alternative stream seed"
A3_seedflip,0x2_cand4,reducible_verdict,4,12,32,0.950,100,0.000000,1.000000,1.000000,0.000000,"","flip = verdict becomes NOT-reducible under an alternative stream seed"
A3_seedflip,0x2_cand5,reducible_verdict,4,12,32,0.950,100,0.000000,1.000000,1.000000,0.000000,"","flip = verdict becomes NOT-reducible under an alternative stream seed"
A3_seedflip,0x2_cand6,reducible_verdict,4,12,32,0.950,100,0.000000,1.000000,1.000000,0.000000,"","flip = verdict becomes NOT-reducible under an alternative stream seed"
A3_seedflip,0x2_cand7,reducible_verdict,4,12,32,0.950,100,0.000000,1.000000,1.000000,0.000000,"","flip = verdict becomes NOT-reducible under an alternative stream seed"
A3_seedflip,0x2_cand8,reducible_verdict,4,12,32,0.950,100,0.000000,1.000000,1.000000,0.000000,"","flip = verdict becomes NOT-reducible under an alternative stream seed"
A3_seedflip,0x7_cand0,reducible_verdict,4,12,32,0.950,100,0.000000,1.000000,1.000000,0.000000,"","flip = verdict becomes NOT-reducible under an alternative stream seed"
A3_seedflip,0x7_cand1,reducible_verdict,4,12,32,0.950,100,0.000000,1.000000,1.000000,0.000000,"","flip = verdict becomes NOT-reducible under an alternative stream seed"
A3_seedflip,0x7_cand2,reducible_verdict,4,12,32,0.950,100,0.000000,1.000000,1.000000,0.000000,"","flip = verdict becomes NOT-reducible under an alternative stream seed"
A3_seedflip,0x7_cand3,reducible_verdict,4,12,32,0.950,100,0.000000,1.000000,1.000000,0.000000,"","flip = verdict becomes NOT-reducible under an alternative stream seed"
A3_seedflip,0x2A_cand0,reducible_verdict,4,12,32,0.950,100,0.000000,1.000000,1.000000,0.000000,"","flip = verdict becomes NOT-reducible under an alternative stream seed"
A3_seedflip,0x2A_cand1,reducible_verdict,4,12,32,0.950,100,0.000000,1.000000,1.000000,0.000000,"","flip = verdict becomes NOT-reducible under an alternative stream seed"
A3_seedflip,0x2A_cand2,reducible_verdict,4,12,32,0.950,100,0.000000,1.000000,1.000000,0.000000,"","flip = verdict becomes NOT-reducible under an alternative stream seed"
A3_seedflip,0x2A_cand3,reducible_verdict,4,12,32,0.950,100,0.000000,1.000000,1.000000,0.000000,"","flip = verdict becomes NOT-reducible under an alternative stream seed"
A3_seedflip,0x2A_cand4,reducible_verdict,4,12,32,0.950,100,0.000000,1.000000,1.000000,0.000000,"","flip = verdict becomes NOT-reducible under an alternative stream seed"
A3_seedflip,0x63_cand0,reducible_verdict,4,12,32,0.950,100,0.000000,1.000000,1.000000,0.000000,"","flip = verdict becomes NOT-reducible under an alternative stream seed"
A3_seedflip,0x63_cand1,reducible_verdict,4,12,32,0.950,100,0.000000,1.000000,1.000000,0.000000,"","flip = verdict becomes NOT-reducible under an alternative stream seed"
A3_seedflip,0x63_cand2,reducible_verdict,4,12,32,0.950,100,0.000000,1.000000,1.000000,0.000000,"","flip = verdict becomes NOT-reducible under an alternative stream seed"
A3_seedflip,0x63_cand3,reducible_verdict,4,12,32,0.950,100,0.000000,1.000000,1.000000,0.000000,"","flip = verdict becomes NOT-reducible under an alternative stream seed"
A3_seedflip,0x63_cand4,reducible_verdict,4,12,32,0.950,100,0.000000,1.000000,1.000000,0.000000,"","flip = verdict becomes NOT-reducible under an alternative stream seed"
A3_seedflip,0x63_cand5,reducible_verdict,4,12,32,0.950,100,0.000000,1.000000,1.000000,0.000000,"","flip = verdict becomes NOT-reducible under an alternative stream seed"
A3_seedflip,0x63_cand6,reducible_verdict,4,12,32,0.950,100,0.000000,1.000000,1.000000,0.000000,"","flip = verdict becomes NOT-reducible under an alternative stream seed"
A3_seedflip,0x3E8_cand0,reducible_verdict,4,12,32,0.950,100,0.000000,1.000000,1.000000,0.000000,"","flip = verdict becomes NOT-reducible under an alternative stream seed"
A3_seedflip,0x3E8_cand1,reducible_verdict,4,12,32,0.950,100,0.000000,1.000000,1.000000,0.000000,"","flip = verdict becomes NOT-reducible under an alternative stream seed"
A3_seedflip,0x3E8_cand2,reducible_verdict,4,12,32,0.950,100,0.000000,1.000000,1.000000,0.000000,"","flip = verdict becomes NOT-reducible under an alternative stream seed"
A3_seedflip,0x3E8_cand3,reducible_verdict,4,12,32,0.950,100,0.000000,1.000000,1.000000,0.000000,"","flip = verdict becomes NOT-reducible under an alternative stream seed"
A3_seedflip,0x3E8_cand4,reducible_verdict,4,12,32,0.950,100,0.000000,1.000000,1.000000,0.000000,"","flip = verdict becomes NOT-reducible under an alternative stream seed"
A3_seedflip,0x3E8_cand5,reducible_verdict,4,12,32,0.950,100,0.000000,1.000000,1.000000,0.000000,"","flip = verdict becomes NOT-reducible under an alternative stream seed"
A3_seedflip,0x3E8_cand6,reducible_verdict,4,12,32,0.950,100,0.000000,1.000000,1.000000,0.000000,"","flip = verdict becomes NOT-reducible under an alternative stream seed"
A3_seedflip,0x3E8_cand7,reducible_verdict,4,12,32,0.950,100,0.000000,1.000000,1.000000,0.000000,"","flip = verdict becomes NOT-reducible under an alternative stream seed"
A3_seedflip,0x1111_cand0,reducible_verdict,4,12,32,0.950,100,0.000000,1.000000,1.000000,0.000000,"","flip = verdict becomes NOT-reducible under an alternative stream seed"
A3_seedflip,0x1111_cand1,reducible_verdict,4,12,32,0.950,100,0.000000,1.000000,1.000000,0.000000,"","flip = verdict becomes NOT-reducible under an alternative stream seed"
A3_seedflip,0x1111_cand2,reducible_verdict,4,12,32,0.950,100,0.000000,1.000000,1.000000,0.000000,"","flip = verdict becomes NOT-reducible under an alternative stream seed"
A3_seedflip,0x1111_cand3,reducible_verdict,4,12,32,0.950,100,0.000000,1.000000,1.000000,0.000000,"","flip = verdict becomes NOT-reducible under an alternative stream seed"
A3_seedflip,0x1111_cand4,reducible_verdict,4,12,32,0.950,100,0.000000,1.000000,1.000000,0.000000,"","flip = verdict becomes NOT-reducible under an alternative stream seed"
A3_seedflip,0x1111_cand5,reducible_verdict,4,12,32,0.950,100,0.000000,1.000000,1.000000,0.000000,"","flip = verdict becomes NOT-reducible under an alternative stream seed"
A3_seedflip,0x1111_cand6,reducible_verdict,4,12,32,0.950,100,0.000000,1.000000,1.000000,0.000000,"","flip = verdict becomes NOT-reducible under an alternative stream seed"
A3_seedflip,0xBEEF_cand0,reducible_verdict,4,12,32,0.950,100,0.000000,1.000000,1.000000,0.000000,"","flip = verdict becomes NOT-reducible under an alternative stream seed"
A3_seedflip,0xBEEF_cand1,reducible_verdict,4,12,32,0.950,100,0.000000,1.000000,1.000000,0.000000,"","flip = verdict becomes NOT-reducible under an alternative stream seed"
A3_seedflip,0xBEEF_cand2,reducible_verdict,4,12,32,0.950,100,0.000000,1.000000,1.000000,0.000000,"","flip = verdict becomes NOT-reducible under an alternative stream seed"
A3_seedflip,0xBEEF_cand3,reducible_verdict,4,12,32,0.950,100,0.000000,1.000000,1.000000,0.000000,"","flip = verdict becomes NOT-reducible under an alternative stream seed"
A3_seedflip,0xBEEF_cand4,reducible_verdict,4,12,32,0.950,100,0.000000,1.000000,1.000000,0.000000,"","flip = verdict becomes NOT-reducible under an alternative stream seed"
A3_seedflip,0xBEEF_cand5,reducible_verdict,4,12,32,0.950,100,0.000000,1.000000,1.000000,0.000000,"","flip = verdict becomes NOT-reducible under an alternative stream seed"
A3_seedflip,0xBEEF_cand6,reducible_verdict,4,12,32,0.950,100,0.000000,1.000000,1.000000,0.000000,"","flip = verdict becomes NOT-reducible under an alternative stream seed"
A3_seedflip,0xBEEF_cand7,reducible_verdict,4,12,32,0.950,100,0.000000,1.000000,1.000000,0.000000,"","flip = verdict becomes NOT-reducible under an alternative stream seed"
A3_seedflip,0xC0FFEE_cand0,reducible_verdict,4,12,32,0.950,100,0.000000,1.000000,1.000000,0.000000,"","flip = verdict becomes NOT-reducible under an alternative stream seed"
A3_seedflip,0xC0FFEE_cand1,reducible_verdict,4,12,32,0.950,100,0.000000,1.000000,1.000000,0.000000,"","flip = verdict becomes NOT-reducible under an alternative stream seed"
A3_seedflip,0xC0FFEE_cand2,reducible_verdict,4,12,32,0.950,100,0.000000,1.000000,1.000000,0.000000,"","flip = verdict becomes NOT-reducible under an alternative stream seed"
A3_seedflip,0xC0FFEE_cand3,reducible_verdict,4,12,32,0.950,100,0.000000,1.000000,1.000000,0.000000,"","flip = verdict becomes NOT-reducible under an alternative stream seed"
A3_seedflip,0xC0FFEE_cand4,reducible_verdict,4,12,32,0.950,100,0.000000,1.000000,1.000000,0.000000,"","flip = verdict becomes NOT-reducible under an alternative stream seed"
A3_seedflip,0xC0FFEE_cand5,reducible_verdict,4,12,32,0.950,100,0.000000,1.000000,1.000000,0.000000,"","flip = verdict becomes NOT-reducible under an alternative stream seed"
A3_seedflip,0xC0FFEE_cand6,reducible_verdict,4,12,32,0.950,100,0.000000,1.000000,1.000000,0.000000,"","flip = verdict becomes NOT-reducible under an alternative stream seed"
A3_seedflip,0xC0FFEE_cand7,reducible_verdict,4,12,32,0.950,100,0.000000,1.000000,1.000000,0.000000,"","flip = verdict becomes NOT-reducible under an alternative stream seed"
A3_seedflip,0xC0FFEE_cand8,reducible_verdict,4,12,32,0.950,100,0.000000,1.000000,1.000000,0.000000,"","flip = verdict becomes NOT-reducible under an alternative stream seed"
A3_seedflip,0xD00D_cand0,reducible_verdict,4,12,32,0.950,100,0.000000,1.000000,1.000000,0.000000,"","flip = verdict becomes NOT-reducible under an alternative stream seed"
A3_seedflip,0xD00D_cand1,reducible_verdict,4,12,32,0.950,100,0.000000,1.000000,1.000000,0.000000,"","flip = verdict becomes NOT-reducible under an alternative stream seed"
A3_seedflip,0xD00D_cand2,reducible_verdict,4,12,32,0.950,100,0.000000,1.000000,1.000000,0.000000,"","flip = verdict becomes NOT-reducible under an alternative stream seed"
A3_seedflip,0xD00D_cand3,reducible_verdict,4,12,32,0.950,100,0.000000,1.000000,1.000000,0.000000,"","flip = verdict becomes NOT-reducible under an alternative stream seed"
A3_seedflip,0xD00D_cand4,reducible_verdict,4,12,32,0.950,100,0.000000,1.000000,1.000000,0.000000,"","flip = verdict becomes NOT-reducible under an alternative stream seed"
A3_seedflip,0xD00D_cand5,reducible_verdict,4,12,32,0.950,100,0.000000,1.000000,1.000000,0.000000,"","flip = verdict becomes NOT-reducible under an alternative stream seed"
A3_seedflip,0xD00D_cand6,reducible_verdict,4,12,32,0.950,100,0.000000,1.000000,1.000000,0.000000,"","flip = verdict becomes NOT-reducible under an alternative stream seed"
A3_seedflip,0xD00D_cand8,reducible_verdict,4,12,32,0.950,100,0.000000,1.000000,1.000000,0.000000,"","flip = verdict becomes NOT-reducible under an alternative stream seed"
A3_seedflip,0xACE_cand0,reducible_verdict,4,12,32,0.950,100,0.000000,1.000000,1.000000,0.000000,"","flip = verdict becomes NOT-reducible under an alternative stream seed"
A3_seedflip,0xACE_cand1,reducible_verdict,4,12,32,0.950,100,0.000000,1.000000,1.000000,0.000000,"","flip = verdict becomes NOT-reducible under an alternative stream seed"
A3_seedflip,0xACE_cand2,reducible_verdict,4,12,32,0.950,100,0.000000,1.000000,1.000000,0.000000,"","flip = verdict becomes NOT-reducible under an alternative stream seed"
A3_seedflip,0xACE_cand3,reducible_verdict,4,12,32,0.950,100,0.000000,1.000000,1.000000,0.000000,"","flip = verdict becomes NOT-reducible under an alternative stream seed"
A3_seedflip,0xACE_cand4,reducible_verdict,4,12,32,0.950,100,0.000000,1.000000,1.000000,0.000000,"","flip = verdict becomes NOT-reducible under an alternative stream seed"
A3_seedflip,0x5EED_cand0,reducible_verdict,4,12,32,0.950,100,0.000000,1.000000,1.000000,0.000000,"","flip = verdict becomes NOT-reducible under an alternative stream seed"
A3_seedflip,0x5EED_cand1,reducible_verdict,4,12,32,0.950,100,0.000000,1.000000,1.000000,0.000000,"","flip = verdict becomes NOT-reducible under an alternative stream seed"
A3_seedflip,0x5EED_cand2,reducible_verdict,4,12,32,0.950,100,0.000000,1.000000,1.000000,0.000000,"","flip = verdict becomes NOT-reducible under an alternative stream seed"
A3_seedflip,0x5EED_cand3,reducible_verdict,4,12,32,0.950,100,0.000000,1.000000,1.000000,0.000000,"","flip = verdict becomes NOT-reducible under an alternative stream seed"
A3_seedflip,0x5EED_cand4,reducible_verdict,4,12,32,0.950,100,0.000000,1.000000,1.000000,0.000000,"","flip = verdict becomes NOT-reducible under an alternative stream seed"
A3_seedflip,0x5EED_cand5,reducible_verdict,4,12,32,0.950,100,0.000000,1.000000,1.000000,0.000000,"","flip = verdict becomes NOT-reducible under an alternative stream seed"
A3_seedflip,0x5EED_cand6,reducible_verdict,4,12,32,0.950,100,0.000000,1.000000,1.000000,0.000000,"","flip = verdict becomes NOT-reducible under an alternative stream seed"
A3_seedflip,0x5EED_cand7,reducible_verdict,4,12,32,0.950,100,0.000000,1.000000,1.000000,0.000000,"","flip = verdict becomes NOT-reducible under an alternative stream seed"
A3_seedflip,0x5EED_cand8,reducible_verdict,4,12,32,0.950,100,0.000000,1.000000,1.000000,0.000000,"","flip = verdict becomes NOT-reducible under an alternative stream seed"
A3_seedflip,0x5EED_cand9,reducible_verdict,4,12,32,0.950,100,0.000000,1.000000,1.000000,0.000000,"","flip = verdict becomes NOT-reducible under an alternative stream seed"
A3_seedflip,0x5EED_cand10,reducible_verdict,4,12,32,0.950,100,0.000000,1.000000,1.000000,0.000000,"","flip = verdict becomes NOT-reducible under an alternative stream seed"
A3_seedflip,0xFACE_cand0,reducible_verdict,4,12,32,0.950,100,0.000000,1.000000,1.000000,0.000000,"","flip = verdict becomes NOT-reducible under an alternative stream seed"
A3_seedflip,0xFACE_cand1,reducible_verdict,4,12,32,0.950,100,0.000000,1.000000,1.000000,0.000000,"","flip = verdict becomes NOT-reducible under an alternative stream seed"
A3_seedflip,0xFACE_cand2,reducible_verdict,4,12,32,0.950,100,0.000000,1.000000,1.000000,0.000000,"","flip = verdict becomes NOT-reducible under an alternative stream seed"
A3_seedflip,0xFACE_cand3,reducible_verdict,4,12,32,0.950,100,0.000000,1.000000,1.000000,0.000000,"","flip = verdict becomes NOT-reducible under an alternative stream seed"
A3_seedflip,0xFACE_cand4,reducible_verdict,4,12,32,0.950,100,0.000000,1.000000,1.000000,0.000000,"","flip = verdict becomes NOT-reducible under an alternative stream seed"
A3_seedflip,0x1234_cand0,reducible_verdict,4,12,32,0.950,100,0.000000,1.000000,1.000000,0.000000,"","flip = verdict becomes NOT-reducible under an alternative stream seed"
A3_seedflip,0x1234_cand1,reducible_verdict,4,12,32,0.950,100,0.000000,1.000000,1.000000,0.000000,"","flip = verdict becomes NOT-reducible under an alternative stream seed"
A3_seedflip,0x1234_cand2,reducible_verdict,4,12,32,0.950,100,0.000000,1.000000,1.000000,0.000000,"","flip = verdict becomes NOT-reducible under an alternative stream seed"
A3_seedflip,0x1234_cand3,reducible_verdict,4,12,32,0.950,100,0.000000,1.000000,1.000000,0.000000,"","flip = verdict becomes NOT-reducible under an alternative stream seed"
A3_seedflip,0x1234_cand4,reducible_verdict,4,12,32,0.950,100,0.000000,1.000000,1.000000,0.000000,"","flip = verdict becomes NOT-reducible under an alternative stream seed"
A3_seedflip,0x1234_cand5,reducible_verdict,4,12,32,0.950,100,0.000000,1.000000,1.000000,0.000000,"","flip = verdict becomes NOT-reducible under an alternative stream seed"
A3_seedflip,0x1234_cand6,reducible_verdict,4,12,32,0.950,100,0.000000,1.000000,1.000000,0.000000,"","flip = verdict becomes NOT-reducible under an alternative stream seed"
A3_seedflip,0xABCD_cand0,reducible_verdict,4,12,32,0.950,100,0.000000,1.000000,1.000000,0.000000,"","flip = verdict becomes NOT-reducible under an alternative stream seed"
A3_seedflip,0xABCD_cand1,reducible_verdict,4,12,32,0.950,100,0.000000,1.000000,1.000000,0.000000,"","flip = verdict becomes NOT-reducible under an alternative stream seed"
A3_seedflip,0xABCD_cand2,reducible_verdict,4,12,32,0.950,100,0.000000,1.000000,1.000000,0.000000,"","flip = verdict becomes NOT-reducible under an alternative stream seed"
A3_seedflip,0xABCD_cand3,reducible_verdict,4,12,32,0.950,100,0.000000,1.000000,1.000000,0.000000,"","flip = verdict becomes NOT-reducible under an alternative stream seed"
A3_seedflip,0xABCD_cand4,reducible_verdict,4,12,32,0.950,100,0.000000,1.000000,1.000000,0.000000,"","flip = verdict becomes NOT-reducible under an alternative stream seed"
A3_seedflip,0xABCD_cand5,reducible_verdict,4,12,32,0.950,100,0.000000,1.000000,1.000000,0.000000,"","flip = verdict becomes NOT-reducible under an alternative stream seed"
A3_seedflip,0xABCD_cand6,reducible_verdict,4,12,32,0.950,100,0.000000,1.000000,1.000000,0.000000,"","flip = verdict becomes NOT-reducible under an alternative stream seed"
A3_seedflip,0xABCD_cand7,reducible_verdict,4,12,32,0.950,100,0.000000,1.000000,1.000000,0.000000,"","flip = verdict becomes NOT-reducible under an alternative stream seed"
A3_seedflip,0xABCD_cand8,reducible_verdict,4,12,32,0.950,100,0.000000,1.000000,1.000000,0.000000,"","flip = verdict becomes NOT-reducible under an alternative stream seed"
A3_seedflip,0x9999_cand0,reducible_verdict,4,12,32,0.950,100,0.000000,1.000000,1.000000,0.000000,"","flip = verdict becomes NOT-reducible under an alternative stream seed"
A3_seedflip,0x9999_cand1,reducible_verdict,4,12,32,0.950,100,0.000000,1.000000,1.000000,0.000000,"","flip = verdict becomes NOT-reducible under an alternative stream seed"
A3_seedflip,0x9999_cand2,reducible_verdict,4,12,32,0.950,100,0.000000,1.000000,1.000000,0.000000,"","flip = verdict becomes NOT-reducible under an alternative stream seed"
A3_seedflip,0x9999_cand3,reducible_verdict,4,12,32,0.950,100,0.000000,1.000000,1.000000,0.000000,"","flip = verdict becomes NOT-reducible under an alternative stream seed"
A3_seedflip,0x9999_cand4,reducible_verdict,4,12,32,0.950,100,0.000000,1.000000,1.000000,0.000000,"","flip = verdict becomes NOT-reducible under an alternative stream seed"
A3_seedflip,0x9999_cand5,reducible_verdict,4,12,32,0.950,100,0.000000,1.000000,1.000000,0.000000,"","flip = verdict becomes NOT-reducible under an alternative stream seed"
A3_seedflip,0x9999_cand6,reducible_verdict,4,12,32,0.950,100,0.000000,1.000000,1.000000,0.000000,"","flip = verdict becomes NOT-reducible under an alternative stream seed"
A3_seedflip,TOTAL,aggregate,4,12,32,0.950,11500,0.000000,0.000000,0.000000,0.000000,"","groups=115;seeds_per_group=100;groups_with_any_flip=0;total_seed_flips=0"
A3_killtest,distinct_count,vs_5_stage_atoms,1,12,32,0.950,32,0.000000,0.562500,0.000000,0.000000,"","flips=0 expected at every depth (non-vacuity)"
A3_killtest,distinct_count,vs_5_stage_atoms,2,12,32,0.950,32,0.000000,0.700521,0.000000,0.000000,"","flips=0 expected at every depth (non-vacuity)"
A3_killtest,distinct_count,vs_5_stage_atoms,3,12,32,0.950,32,0.000000,0.794271,0.000000,0.000000,"","flips=0 expected at every depth (non-vacuity)"
A3_killtest,distinct_count,vs_5_stage_atoms,4,12,32,0.950,32,0.000000,0.828125,0.000000,0.000000,"","flips=0 expected at every depth (non-vacuity)"
A3_killtest,distinct_count,vs_5_stage_atoms,5,12,32,0.950,32,0.000000,0.893229,0.000000,0.000000,"","flips=0 expected at every depth (non-vacuity)"
A3_killtest,distinct_count,vs_5_stage_atoms,6,12,32,0.950,8,0.000000,0.906250,0.000000,0.000000,"","flips=0 expected at every depth (non-vacuity)"
A3_killtest,distinct_count,vs_5_stage_atoms,7,12,32,0.950,8,0.000000,0.908854,0.000000,0.000000,"","flips=0 expected at every depth (non-vacuity)"
A3_killtest,distinct_count,vs_5_stage_atoms,8,12,32,0.950,8,0.000000,0.908854,0.000000,0.000000,"","flips=0 expected at every depth (non-vacuity)"
A4_roc,n12_L32,labeled_pairs,0,12,32,0.950,6020,0.000000,0.000000,1.000000,0.000000,"","m1=FE_rate(DIFF pass) m2=GRAY pass m3=det EQ"
A4_roc,n12_L32,labeled_pairs,0,12,32,0.970,6020,0.000000,0.000000,1.000000,0.000000,"","m1=FE_rate(DIFF pass) m2=GRAY pass m3=det EQ"
A4_roc,n12_L32,labeled_pairs,0,12,32,0.990,6020,0.000000,0.000000,1.000000,0.000000,"","m1=FE_rate(DIFF pass) m2=GRAY pass m3=det EQ"
A4_roc,n12_L32,labeled_pairs,0,12,32,1.000,6020,0.000000,0.000000,1.000000,0.000000,"","m1=FE_rate(DIFF pass) m2=GRAY pass m3=det EQ"
