generation,best_composite,best_avalanche,best_balance,best_period,best_chisq,best_min_pb,best_max_pb,best_used,mean_composite
937,-150.000000,0.8594,32.0000,1024,228.5000,0.000000,0.031250,166,-150.705566
938,-150.000000,0.8594,32.0000,1024,228.5000,0.000000,0.031250,166,-150.416128
939,-150.000000,0.8594,32.0000,1024,228.5000,0.000000,0.031250,166,-150.757046
940,-150.000000,0.8594,32.0000,1024,228.5000,0.000000,0.031250,166,-150.595093
941,-150.000000,0.8594,32.0000,1024,228.5000,0.000000,0.031250,166,-150.329600
942,-150.000000,0.8594,32.0000,1024,228.5000,0.000000,0.031250,166,-150.819390
943,-150.000000,0.8594,32.0000,1024,228.5000,0.000000,0.031250,166,-151.087793
944,-150.000000,0.8594,32.0000,1024,228.5000,0.000000,0.031250,166,-151.042681
945,-150.000000,0.8594,32.0000,1024,228.5000,0.000000,0.031250,166,-150.645288
946,-150.000000,0.8594,32.0000,1024,228.5000,0.000000,0.031250,166,-150.742158
947,-150.000000,0.8594,32.0000,1024,228.5000,0.000000,0.031250,166,-150.619790
948,-150.000000,0.8594,32.0000,1024,228.5000,0.000000,0.031250,166,-150.688735
949,-150.000000,0.8594,32.0000,1024,228.5000,0.000000,0.031250,166,-150.735708
950,-150.000000,0.8594,32.0000,1024,228.5000,0.000000,0.031250,166,-150.535898
951,-150.000000,0.8594,32.0000,1024,228.5000,0.000000,0.031250,166,-150.815459
952,-150.000000,0.8594,32.0000,1024,228.5000,0.000000,0.031250,166,-150.484009
953,-150.000000,0.8594,32.0000,1024,228.5000,0.000000,0.031250,166,-151.324771
954,-150.000000,0.8594,32.0000,1024,228.5000,0.000000,0.031250,166,-150.665317
955,-150.000000,0.8594,32.0000,1024,228.5000,0.000000,0.031250,166,-151.271094
956,-150.000000,0.8594,32.0000,1024,228.5000,0.000000,0.031250,166,-150.976152
957,-150.000000,0.8594,32.0000,1024,228.5000,0.000000,0.031250,166,-150.612876
958,-150.000000,0.8594,32.0000,1024,228.5000,0.000000,0.031250,166,-150.835630
959,-150.000000,0.8594,32.0000,1024,228.5000,0.000000,0.031250,166,-151.576953
960,-150.000000,0.8594,32.0000,1024,228.5000,0.000000,0.031250,166,-150.677251
961,-150.000000,0.8594,32.0000,1024,228.5000,0.000000,0.031250,166,-150.843423
962,-150.000000,0.8594,32.0000,1024,228.5000,0.000000,0.031250,166,-151.140830
963,-150.000000,0.8594,32.0000,1024,228.5000,0.000000,0.031250,166,-150.653569
964,-150.000000,0.8594,32.0000,1024,228.5000,0.000000,0.031250,166,-150.466309
965,-150.000000,0.8594,32.0000,1024,228.5000,0.000000,0.031250,166,-150.800205
966,-150.000000,0.8594,32.0000,1024,228.5000,0.000000,0.031250,166,-150.784570
967,-150.000000,0.8594,32.0000,1024,228.5000,0.000000,0.031250,166,-150.637920
968,-150.000000,0.8594,32.0000,1024,228.5000,0.000000,0.031250,166,-150.863711
969,-150.000000,0.8594,32.0000,1024,228.5000,0.000000,0.031250,166,-150.316162
970,-150.000000,0.8594,32.0000,1024,228.5000,0.000000,0.031250,166,-150.801152
971,-150.000000,0.8594,32.0000,1024,228.5000,0.000000,0.031250,166,-150.537720
972,-150.000000,0.8594,32.0000,1024,228.5000,0.000000,0.031250,166,-150.812437
973,-150.000000,0.8594,32.0000,1024,228.5000,0.000000,0.031250,166,-150.703496
974,-150.000000,0.8594,32.0000,1024,228.5000,0.000000,0.031250,166,-150.989175
975,-150.000000,0.8594,32.0000,1024,228.5000,0.000000,0.031250,166,-150.865479
976,-150.000000,0.8594,32.0000,1024,228.5000,0.000000,0.031250,166,-151.035562
977,-150.000000,0.8594,32.0000,1024,228.5000,0.000000,0.031250,166,-150.912500
978,-150.000000,0.8594,32.0000,1024,228.5000,0.000000,0.031250,166,-150.737441
979,-150.000000,0.8594,32.0000,1024,228.5000,0.000000,0.031250,166,-150.734634
980,-150.000000,0.8594,32.0000,1024,228.5000,0.000000,0.031250,166,-150.772583
981,-150.000000,0.8594,32.0000,1024,228.5000,0.000000,0.031250,166,-150.585156
982,-150.000000,0.8594,32.0000,1024,228.5000,0.000000,0.031250,166,-150.634839
983,-150.000000,0.8594,32.0000,1024,228.5000,0.000000,0.031250,166,-150.536499
984,-150.000000,0.8594,32.0000,1024,228.5000,0.000000,0.031250,166,-150.560361
985,-150.000000,0.8594,32.0000,1024,228.5000,0.000000,0.031250,166,-150.230713
986,-150.000000,0.8594,32.0000,1024,228.5000,0.000000,0.031250,166,-150.596450
987,-150.000000,0.8594,32.0000,1024,228.5000,0.000000,0.031250,166,-150.438140
988,-150.000000,0.8594,32.0000,1024,228.5000,0.000000,0.031250,166,-150.602324
989,-150.000000,0.8594,32.0000,1024,228.5000,0.000000,0.031250,166,-150.872373
990,-150.000000,0.8594,32.0000,1024,228.5000,0.000000,0.031250,166,-150.914985
991,-150.000000,0.8594,32.0000,1024,228.5000,0.000000,0.031250,166,-150.705938
992,-150.000000,0.8594,32.0000,1024,228.5000,0.000000,0.031250,166,-151.066045
993,-150.000000,0.8594,32.0000,1024,228.5000,0.000000,0.031250,166,-150.732568
994,-150.000000,0.8594,32.0000,1024,228.5000,0.000000,0.031250,166,-150.419312
995,-150.000000,0.8594,32.0000,1024,228.5000,0.000000,0.031250,166,-150.382080
996,-150.000000,0.8594,32.0000,1024,228.5000,0.000000,0.031250,166,-150.573120
997,-150.000000,0.8594,32.0000,1024,228.5000,0.000000,0.031250,166,-151.007925
998,-150.000000,0.8594,32.0000,1024,228.5000,0.000000,0.031250,166,-150.630522
999,-150.000000,0.8594,32.0000,1024,228.5000,0.000000,0.031250,166,-150.826245
1000,-150.000000,0.8594,32.0000,1024,228.5000,0.000000,0.031250,166,-150.590537
